question,method,type,percent,iter,rmse,mpb,accuracy,precision,recall,f1,matthews_corr
X4821,missForest,MAR,10,1,0.4303314829119352,18.51851851851852,0.8148148148148148,0.8,1.0,0.888888888888889,0.47809144373375745
X4823,missForest,MAR,10,1,0.45883146774112354,0.0,0.7894736842105263,0.8823529411764706,0.8823529411764706,0.8823529411764706,-0.11764705882352941
X4827,missForest,MAR,10,1,0.1643989873053573,2.7027027027027026,0.972972972972973,0.972972972972973,1.0,0.9863013698630138,0.0
X4828,missForest,MAR,10,1,0.31622776601683794,3.3333333333333335,0.9,0.9230769230769231,0.96,0.9411764705882353,0.6139406135149205
X4830,missForest,MAR,10,1,0.5916079783099616,25.0,0.65,0.875,0.5384615384615384,0.6666666666666667,0.3851644432598216
X4832,missForest,MAR,10,1,0.2672612419124244,7.142857142857142,0.9285714285714286,1.0,0.3333333333333333,0.5,0.5555555555555556
X4838,missForest,MAR,10,1,0.0,0.0,1.0,1.0,1.0,1.0,
X4866,missForest,MAR,10,1,0.4472135954999579,2.857142857142857,0.8,0.88,0.8461538461538461,0.8627450980392156,0.4961389383568338
X4897,missForest,MAR,10,1,0.29277002188455997,2.857142857142857,0.9142857142857143,0.967741935483871,0.9375,0.9523809523809523,0.5315957919524057
X4949,missForest,MAR,10,1,0.3892494720807615,15.151515151515152,0.8484848484848485,0.8333333333333334,1.0,0.9090909090909091,0.5590169943749475
X4954,missForest,MAR,10,1,0.46126560401444255,0.0,0.7872340425531915,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.4683257918552036
X4955,missForest,MAR,10,1,0.3396831102433787,3.8461538461538463,0.8846153846153846,0.92,0.9583333333333334,0.9387755102040817,-0.05773502691896257
X4983,missForest,MAR,10,1,0.3296902366978935,6.521739130434782,0.8913043478260869,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.513637496790482
X5002,missForest,MAR,10,1,0.49236596391733095,0.0,0.7575757575757576,0.8620689655172413,0.8620689655172413,0.8620689655172413,-0.13793103448275862
X5015,missForest,MAR,10,1,0.31622776601683794,3.3333333333333335,0.9,0.92,0.9583333333333334,0.9387755102040817,0.6708203932499369
X5046,missForest,MAR,10,1,0.5252257314388902,13.793103448275861,0.7241379310344828,0.6666666666666666,0.8571428571428571,0.75,0.47079190906919977
X5077,missForest,MAR,10,1,0.3713906763541037,13.793103448275861,0.8620689655172413,0.8620689655172413,1.0,0.9259259259259259,0.0
X5078,missForest,MAR,10,1,0.5222329678670935,9.090909090909092,0.7272727272727273,0.75,0.8571428571428571,0.7999999999999999,0.38575837490522974
X5121,missForest,MAR,10,1,0.4016096644512494,3.225806451612903,0.8387096774193549,0.0,0.0,0.0,-0.08596023825918793
X5122,missForest,MAR,10,1,0.6614378277661477,6.25,0.5625,0.6,0.5294117647058824,0.5625,0.12941176470588237
X5127,missForest,MAR,10,1,0.0,0.0,1.0,,,,
X5128,missForest,MAR,10,1,0.4140393356054125,0.0,0.8285714285714286,0.8,0.8,0.8000000000000002,0.65
X5129,missForest,MAR,10,1,0.5570860145311556,24.137931034482758,0.6896551724137931,0.9090909090909091,0.5555555555555556,0.6896551724137931,0.46464646464646464
X5130,missForest,MAR,10,1,0.34641016151377546,4.0,0.88,0.5,0.3333333333333333,0.4,0.3448281541042982
X5131,missForest,MAR,10,1,0.32163376045133846,10.344827586206897,0.896551724137931,1.0,0.25,0.4,0.472455591261534
X5132,missForest,MAR,10,1,0.21081851067789195,0.0,0.9555555555555556,0.0,0.0,0.0,-0.022727272727272728
X5137,missForest,MAR,10,1,0.17149858514250885,2.941176470588235,0.9705882352941176,0.0,0.0,0.0,0.0
X5142,missForest,MAR,10,1,0.22941573387056177,5.263157894736842,0.9473684210526315,0.0,0.0,0.0,0.0
X5143,missForest,MAR,10,1,0.6373774391990981,15.625,0.59375,0.6923076923076923,0.5,0.5806451612903226,0.2164437316097468
X5148,missForest,MAR,10,1,0.4803844614152614,0.0,0.7692307692307693,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.4583333333333333
X5149,missForest,MAR,10,1,0.41702882811414954,8.695652173913043,0.8260869565217391,0.0,0.0,0.0,-0.08257228238447704
X5150,missForest,MAR,10,1,0.3611575592573076,4.3478260869565215,0.8695652173913043,0.875,0.9333333333333333,0.9032258064516129,0.7073171983259131
X5151,missForest,MAR,10,1,0.2626128657194451,6.896551724137931,0.9310344827586207,1.0,0.3333333333333333,0.5,0.5563486402641867
X5152,missForest,MAR,10,1,0.43994134506405985,12.903225806451612,0.8064516129032258,0.7619047619047619,0.9411764705882353,0.8421052631578947,0.6217512604345413
X5154,missForest,MAR,10,1,0.4822428221704121,0.0,0.7674418604651163,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.44871794871794873
X5161,missForest,MAR,10,1,0.5291502622129182,28.000000000000004,0.72,0.5,1.0,0.6666666666666666,0.5527707983925667
X5170,missForest,MAR,10,1,0.3333333333333333,11.11111111111111,0.8888888888888888,1.0,0.7777777777777778,0.8750000000000001,0.7977240352174656
X5175,missForest,MAR,10,1,0.29488391230979427,0.0,0.9130434782608695,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8174603174603174
X5176,missForest,MAR,10,1,0.4913036844405175,10.344827586206897,0.7586206896551724,0.875,0.7368421052631579,0.7999999999999999,0.5130878183232778
X5177,missForest,MAR,10,1,0.32163376045133846,10.344827586206897,0.896551724137931,0.7857142857142857,1.0,0.88,0.809173593712687
X5178,missForest,MAR,10,1,0.2672612419124244,0.0,0.9285714285714286,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8444444444444444
X5179,missForest,MAR,10,1,0.3779644730092272,14.285714285714285,0.8571428571428571,1.0,0.6666666666666666,0.8,0.7302967433402214
X5181,missForest,MAR,10,1,0.5345224838248488,14.285714285714285,0.7142857142857143,0.8461538461538461,0.6470588235294118,0.7333333333333334,0.4555973021063105
X5184,missForest,MAR,10,1,0.5,3.571428571428571,0.75,0.8695652173913043,0.8333333333333334,0.851063829787234,0.0761386987626881
X5186,missForest,MAR,10,1,0.5976143046671968,0.0,0.6428571428571429,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.28205128205128205
X5187,missForest,MAR,10,1,0.45883146774112354,21.052631578947366,0.7894736842105263,1.0,0.7777777777777778,0.8750000000000001,0.3944053188733077
X5188,missForest,MAR,10,1,0.3333333333333333,5.555555555555555,0.8888888888888888,0.75,0.5,0.6,0.5533985905294664
X5189,missForest,MAR,10,1,0.3592106040535498,0.0,0.8709677419354839,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.7181818181818181
X5190,missForest,MAR,10,1,0.41522739926869984,10.344827586206897,0.8275862068965517,0.8571428571428571,0.6,0.7058823529411764,0.6079896390814145
X5191,missForest,MAR,10,1,0.43994134506405985,12.903225806451612,0.8064516129032258,0.7619047619047619,0.9411764705882353,0.8421052631578947,0.6217512604345413
X5192,missForest,MAR,10,1,0.36760731104690386,2.7027027027027026,0.8648648648648649,0.0,0.0,0.0,-0.07100716024967263
X5193,missForest,MAR,10,1,0.3492151478847891,2.4390243902439024,0.8780487804878049,0.8947368421052632,0.85,0.8717948717948718,0.756565400534509
X5194,missForest,MAR,10,1,0.45374260648651504,2.941176470588235,0.7941176470588235,0.8125,0.7647058823529411,0.787878787878788,0.5892556509887896
X5195,missForest,MAR,10,1,0.4629100498862757,7.142857142857142,0.7857142857142857,0.8095238095238095,0.8947368421052632,0.8500000000000001,0.4856618642571828
X5196,missForest,MAR,10,1,0.24253562503633297,5.88235294117647,0.9411764705882353,1.0,0.5,0.6666666666666666,0.6846531968814576
X5197,missForest,MAR,10,1,0.37267799624996495,2.7777777777777777,0.8611111111111112,0.9166666666666666,0.88,0.8979591836734694,0.6822422923379534
X5198,missForest,MAR,10,1,0.47519096331149147,3.225806451612903,0.7741935483870968,0.3333333333333333,0.4,0.3636363636363636,0.2291567596926185
X5199,missForest,MAR,10,1,0.2626128657194451,0.0,0.9310344827586207,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.8473684210526315
X5200,missForest,MAR,10,1,0.30618621784789724,3.125,0.90625,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.7141684885491869
X5206,missForest,MAR,10,1,0.3779644730092272,14.285714285714285,0.8571428571428571,0.7857142857142857,1.0,0.88,0.7416198487095663
X5212,missForest,MAR,10,1,0.3592106040535498,0.0,0.8709677419354839,0.8,0.8,0.8000000000000002,0.7047619047619048
X5213,missForest,MAR,10,1,0.3922322702763681,0.0,0.8461538461538461,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.4090909090909091
X5214,missForest,MAR,10,1,0.3287979746107146,10.81081081081081,0.8918918918918919,1.0,0.42857142857142855,0.6,0.6149400462680908
X5218,missForest,MAR,10,1,0.4629100498862757,7.142857142857142,0.7857142857142857,0.8888888888888888,0.8,0.8421052631578948,0.5185449728701348
X5219,missForest,MAR,10,1,0.3333333333333333,11.11111111111111,0.8888888888888888,1.0,0.88,0.9361702127659575,0.593295878967653
X5220,missForest,MAR,10,1,0.4016096644512494,16.129032258064516,0.8387096774193549,1.0,0.375,0.5454545454545454,0.5550096524257162
X5222,missForest,MAR,10,1,0.2721655269759087,0.0,0.9259259259259259,0.95,0.95,0.9500000000000001,0.8071428571428572
X5223,missForest,MAR,10,1,0.3380617018914066,5.714285714285714,0.8857142857142857,0.8695652173913043,0.9523809523809523,0.909090909090909,0.7617834401336352
X5224,missForest,MAR,10,1,0.4767312946227962,4.545454545454546,0.7727272727272727,0.8235294117647058,0.875,0.8484848484848485,0.3985266984930429
X5225,missForest,MAR,10,1,0.5107539184552492,8.695652173913043,0.7391304347826086,0.7777777777777778,0.875,0.823529411764706,0.3386481059780782
X5226,missForest,MAR,10,1,0.3535533905932738,2.5,0.875,0.8928571428571429,0.9259259259259259,0.9090909090909091,0.7105041671115223
X5228,missForest,MAR,10,1,0.7416198487095663,25.0,0.45,0.42857142857142855,0.6666666666666666,0.5217391304347826,-0.0657951694959769
X4654,missForest,MAR,10,2,0.15249857033260467,2.3255813953488373,0.9767441860465116,0.9767441860465116,1.0,0.988235294117647,0.0
X4655,missForest,MAR,10,2,0.5222329678670935,9.090909090909092,0.7272727272727273,0.7777777777777778,0.875,0.823529411764706,0.24056261216234406
X4656,missForest,MAR,10,2,0.4714045207910317,11.11111111111111,0.7777777777777778,0.8235294117647058,0.9333333333333333,0.8749999999999999,-0.10846522890932808
X4658,missForest,MAR,10,2,0.5516772843673705,4.3478260869565215,0.6956521739130435,0.625,0.5555555555555556,0.5882352941176471,0.349697526139891
X4659,missForest,MAR,10,2,0.4472135954999579,12.0,0.8,0.8571428571428571,0.6,0.7058823529411764,0.5819143739626463
X4660,missForest,MAR,10,2,0.47519096331149147,3.225806451612903,0.7741935483870968,0.85,0.8095238095238095,0.8292682926829269,0.4978090525631819
X4668,missForest,MAR,10,2,0.39735970711951313,10.526315789473683,0.8421052631578947,0.6428571428571429,0.9,0.75,0.6585711703335926
X4676,missForest,MAR,10,2,0.46770717334674267,9.375,0.78125,0.7727272727272727,0.8947368421052632,0.8292682926829269,0.5405187056040147
X4684,missForest,MAR,10,2,0.3692744729379982,4.545454545454546,0.8636363636363636,0.7777777777777778,0.875,0.823529411764706,0.7163279717599775
X4699,missForest,MAR,10,2,0.0,0.0,1.0,1.0,1.0,1.0,
X4701,missForest,MAR,10,2,0.3692744729379982,4.545454545454546,0.8636363636363636,0.95,0.9047619047619048,0.9268292682926829,-0.06900655593423542
X4729,missForest,MAR,10,2,0.3592106040535498,12.903225806451612,0.8709677419354839,0.84,1.0,0.9130434782608696,0.7099295739719539
X4730,missForest,MAR,10,2,0.4767312946227962,4.545454545454546,0.7727272727272727,0.85,0.8947368421052632,0.8717948717948718,-0.12565617248750865
X4731,missForest,MAR,10,2,0.4662524041201569,4.3478260869565215,0.782608695652174,0.8,0.7272727272727273,0.761904761904762,0.5649019553110248
X4732,missForest,MAR,10,2,0.4472135954999579,20.0,0.8,0.8,1.0,0.888888888888889,0.0
X4745,missForest,MAR,10,2,0.4216370213557839,0.0,0.8222222222222222,0.84,0.84,0.8399999999999999,0.64
X4752,missForest,MAR,10,2,0.3227486121839514,10.416666666666668,0.8958333333333334,1.0,0.8571428571428571,0.923076923076923,0.7867957924694431
X4760,missForest,MAR,10,2,0.2041241452319315,4.166666666666666,0.9583333333333334,0.9565217391304348,1.0,0.9777777777777777,0.6915640748081247
X4762,missForest,MAR,10,2,0.3872983346207417,5.0,0.85,0.8571428571428571,0.9230769230769231,0.888888888888889,0.6633880657639324
X4764,missForest,MAR,10,2,0.4,0.0,0.84,0.9,0.9,0.9,0.5
X4776,missForest,MAR,10,2,0.0,0.0,1.0,1.0,1.0,1.0,
X4777,missForest,MAR,10,2,0.19611613513818404,3.8461538461538463,0.9615384615384616,1.0,0.9615384615384616,0.9803921568627451,
X4780,missForest,MAR,10,2,0.0,0.0,1.0,1.0,1.0,1.0,
X4781,missForest,MAR,10,2,0.2626128657194451,6.896551724137931,0.9310344827586207,0.9090909090909091,1.0,0.9523809523809523,0.8408749651825217
X4787,missForest,MAR,10,2,0.5063696835418333,10.256410256410255,0.7435897435897436,0.5,0.3,0.37499999999999994,0.23787196577216382
X4794,missForest,MAR,10,2,0.38254602783800296,4.878048780487805,0.8536585365853658,0.9393939393939394,0.8857142857142857,0.9117647058823529,0.49265895172303803
X4808,missForest,MAR,10,2,0.31622776601683794,3.3333333333333335,0.9,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.7092993656151906
X4814,missForest,MAR,10,2,0.4026936331284146,5.405405405405405,0.8378378378378378,0.8666666666666667,0.7647058823529411,0.8125,0.6747020204499813
X4821,missForest,MAR,10,2,0.560611910581388,25.71428571428571,0.6857142857142857,0.696969696969697,0.9583333333333334,0.8070175438596493,0.09848484848484848
X4823,missForest,MAR,10,2,0.4225771273642583,17.857142857142858,0.8214285714285714,1.0,0.8,0.888888888888889,0.5477225575051661
X4827,missForest,MAR,10,2,0.13736056394868904,1.8867924528301887,0.9811320754716981,0.9807692307692307,1.0,0.9902912621359222,0.7002746713858894
X4828,missForest,MAR,10,2,0.5962847939999439,4.444444444444445,0.6444444444444445,0.71875,0.7666666666666667,0.7419354838709677,0.1733438113203841
X4830,missForest,MAR,10,2,0.5443310539518174,14.814814814814813,0.7037037037037037,0.5714285714285714,0.8,0.6666666666666666,0.4320693281534378
X4832,missForest,MAR,10,2,0.29488391230979427,8.695652173913043,0.9130434782608695,1.0,0.3333333333333333,0.5,0.5504818825631803
X4838,missForest,MAR,10,2,0.0,0.0,1.0,1.0,1.0,1.0,
X4866,missForest,MAR,10,2,0.5,2.7777777777777777,0.75,0.8076923076923077,0.84,0.8235294117647058,0.39641752376358586
X4897,missForest,MAR,10,2,0.1643989873053573,2.7027027027027026,0.972972972972973,1.0,0.9722222222222222,0.9859154929577464,0.6972166887783964
X4949,missForest,MAR,10,2,0.4016096644512494,9.67741935483871,0.8387096774193549,0.84,0.9545454545454546,0.8936170212765958,0.5860614417175161
X4954,missForest,MAR,10,2,0.45883146774112354,5.263157894736842,0.7894736842105263,0.90625,0.8529411764705882,0.8787878787878787,0.08663791001045901
X4955,missForest,MAR,10,2,0.0,0.0,1.0,1.0,1.0,1.0,
X4983,missForest,MAR,10,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0
X5002,missForest,MAR,10,2,0.4364357804719847,19.047619047619047,0.8095238095238095,1.0,0.8,0.888888888888889,0.4
X5015,missForest,MAR,10,2,0.2626128657194451,6.896551724137931,0.9310344827586207,0.9285714285714286,1.0,0.962962962962963,0.5563486402641867
X5046,missForest,MAR,10,2,0.4931969619160719,8.108108108108109,0.7567567567567568,0.7857142857142857,0.6470588235294118,0.7096774193548386,0.5107628601472598
X5077,missForest,MAR,10,2,0.3535533905932738,6.25,0.875,0.9032258064516129,0.9655172413793104,0.9333333333333333,-0.05776712868787001
X5078,missForest,MAR,10,2,0.5163977794943222,0.0,0.7333333333333333,0.75,0.75,0.75,0.4642857142857143
X5121,missForest,MAR,10,2,0.45374260648651504,20.588235294117645,0.7941176470588235,0.0,0.0,0.0,0.0
X5122,missForest,MAR,10,2,0.508000508000762,6.451612903225806,0.7419354838709677,0.7692307692307693,0.6666666666666666,0.7142857142857142,0.48527094672759025
X5127,missForest,MAR,10,2,0.0,0.0,1.0,,,,
X5128,missForest,MAR,10,2,0.4472135954999579,0.0,0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.5982142857142857
X5129,missForest,MAR,10,2,0.5252257314388902,0.0,0.7241379310344828,0.75,0.75,0.75,0.4423076923076923
X5130,missForest,MAR,10,2,0.41522739926869984,10.344827586206897,0.8275862068965517,0.5,0.2,0.28571428571428575,0.2360293976249778
X5131,missForest,MAR,10,2,0.25,6.25,0.9375,1.0,0.3333333333333333,0.5,0.5584155773160767
X5132,missForest,MAR,10,2,0.2581988897471611,6.666666666666667,0.9333333333333333,,,,
X5137,missForest,MAR,10,2,0.1767766952966369,3.125,0.96875,,,,
X5142,missForest,MAR,10,2,0.22645540682891915,5.128205128205128,0.9487179487179487,0.0,0.0,0.0,0.0
X5143,missForest,MAR,10,2,0.5423261445466404,11.76470588235294,0.7058823529411765,0.8,0.631578947368421,0.7058823529411765,0.43157894736842106
X5148,missForest,MAR,10,2,0.4303314829119352,18.51851851851852,0.8148148148148148,0.8,1.0,0.888888888888889,0.47809144373375745
X5149,missForest,MAR,10,2,0.282842712474619,8.0,0.92,1.0,0.3333333333333333,0.5,0.5527707983925666
X5150,missForest,MAR,10,2,0.3692744729379982,4.545454545454546,0.8636363636363636,0.9473684210526315,0.9,0.9230769230769231,0.3350831266333564
X5151,missForest,MAR,10,2,0.41522739926869984,3.4482758620689653,0.8275862068965517,0.0,0.0,0.0,-0.09245003270420485
X5152,missForest,MAR,10,2,0.5773502691896257,13.333333333333334,0.6666666666666666,0.6818181818181818,0.8333333333333334,0.7499999999999999,0.27695585470349865
X5154,missForest,MAR,10,2,0.570087712549569,12.5,0.675,0.7096774193548387,0.8461538461538461,0.7719298245614036,0.23220893480841856
X5161,missForest,MAR,10,2,0.508000508000762,6.451612903225806,0.7419354838709677,0.7692307692307693,0.6666666666666666,0.7142857142857142,0.48527094672759025
X5170,missForest,MAR,10,2,0.6831300510639732,33.33333333333333,0.5333333333333333,0.4,0.8,0.5333333333333333,0.2
X5175,missForest,MAR,10,2,0.3779644730092272,4.761904761904762,0.8571428571428571,0.8571428571428571,0.75,0.7999999999999999,0.6933752452815364
X5176,missForest,MAR,10,2,0.3333333333333333,3.7037037037037033,0.8888888888888888,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.7592566023652967
X5177,missForest,MAR,10,2,0.45643546458763845,4.166666666666666,0.7916666666666666,0.75,0.6666666666666666,0.7058823529411765,0.5477225575051662
X5178,missForest,MAR,10,2,0.2672612419124244,7.142857142857142,0.9285714285714286,0.8888888888888888,1.0,0.9411764705882353,0.8606629658238705
X5179,missForest,MAR,10,2,0.3872983346207417,5.0,0.85,0.6666666666666666,0.8,0.7272727272727272,0.629940788348712
X5181,missForest,MAR,10,2,0.4714045207910317,0.0,0.7777777777777778,0.8,0.8,0.8000000000000002,0.55
X5184,missForest,MAR,10,2,0.28867513459481287,8.333333333333332,0.9166666666666666,0.9166666666666666,1.0,0.9565217391304348,0.0
X5186,missForest,MAR,10,2,0.3086066999241838,9.523809523809524,0.9047619047619048,1.0,0.8571428571428571,0.923076923076923,0.816496580927726
X5187,missForest,MAR,10,2,0.31234752377721214,0.0,0.9024390243902439,0.9393939393939394,0.9393939393939394,0.9393939393939394,0.6893939393939394
X5188,missForest,MAR,10,2,0.3287979746107146,0.0,0.8918918918918919,0.75,0.75,0.75,0.6810344827586207
X5189,missForest,MAR,10,2,0.3922322702763681,5.128205128205128,0.8461538461538461,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.6592443967173135
X5190,missForest,MAR,10,2,0.5,16.666666666666664,0.75,0.8333333333333334,0.5,0.625,0.4879500364742666
X5191,missForest,MAR,10,2,0.32732683535398854,3.571428571428571,0.8928571428571429,0.9166666666666666,0.8461538461538461,0.8799999999999999,0.7855533190649869
X5192,missForest,MAR,10,2,0.3110855084191276,9.67741935483871,0.9032258064516129,0.0,0.0,0.0,0.0
X5193,missForest,MAR,10,2,0.4140393356054125,11.428571428571429,0.8285714285714286,0.9411764705882353,0.7619047619047619,0.8421052631578947,0.6768020406135381
X5194,missForest,MAR,10,2,0.5270462766947299,16.666666666666664,0.7222222222222222,0.8,0.5,0.6153846153846154,0.4437601569801833
X5195,missForest,MAR,10,2,0.5252257314388902,6.896551724137931,0.7241379310344828,0.85,0.7727272727272727,0.8095238095238095,0.31833123681909753
X5196,missForest,MAR,10,2,0.2970442628930023,8.823529411764707,0.9117647058823529,1.0,0.25,0.4,0.4767312946227961
X5197,missForest,MAR,10,2,0.5252257314388902,0.0,0.7241379310344828,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.4423076923076923
X5198,missForest,MAR,10,2,0.4714045207910317,7.4074074074074066,0.7777777777777778,0.7142857142857143,0.5555555555555556,0.6250000000000001,0.4780914437337575
X5199,missForest,MAR,10,2,0.2672612419124244,0.0,0.9285714285714286,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.7878787878787878
X5200,missForest,MAR,10,2,0.3849001794597505,7.4074074074074066,0.8518518518518519,0.8333333333333334,0.625,0.7142857142857143,0.628654727904987
X5206,missForest,MAR,10,2,0.3592106040535498,6.451612903225806,0.8709677419354839,0.875,0.9545454545454546,0.9130434782608695,0.6744004873337632
X5212,missForest,MAR,10,2,0.42008402520840293,17.647058823529413,0.8235294117647058,0.625,1.0,0.7692307692307693,0.6846531968814576
X5213,missForest,MAR,10,2,0.1889822365046136,3.571428571428571,0.9642857142857143,1.0,0.9615384615384616,0.9803921568627451,0.8006407690254357
X5214,missForest,MAR,10,2,0.3592106040535498,12.903225806451612,0.8709677419354839,1.0,0.3333333333333333,0.5,0.5360562674188974
X5218,missForest,MAR,10,2,0.5773502691896257,6.666666666666667,0.6666666666666666,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.311749325707824
X5219,missForest,MAR,10,2,0.4,16.0,0.84,0.8181818181818182,1.0,0.9,0.5921565254637922
X5220,missForest,MAR,10,2,0.4131969352706687,2.4390243902439024,0.8292682926829268,0.3333333333333333,0.4,0.3636363636363636,0.26745913993429266
X5222,missForest,MAR,10,2,0.23570226039551584,5.555555555555555,0.9444444444444444,0.9354838709677419,1.0,0.9666666666666666,0.8174367039575349
X5223,missForest,MAR,10,2,0.2581988897471611,0.0,0.9333333333333333,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.8136645962732919
X5224,missForest,MAR,10,2,0.5400617248673217,4.166666666666666,0.7083333333333334,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.4181210050035454
X5225,missForest,MAR,10,2,0.3849001794597505,0.0,0.8518518518518519,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.5714285714285714
X5226,missForest,MAR,10,2,0.47519096331149147,16.129032258064516,0.7741935483870968,0.9375,0.7142857142857143,0.8108108108108109,0.5746116701117124
X5228,missForest,MAR,10,2,0.4330127018922193,6.25,0.8125,0.875,0.7777777777777778,0.823529411764706,0.629940788348712
X4654,missForest,MAR,10,3,0.16666666666666666,2.7777777777777777,0.9722222222222222,0.9722222222222222,1.0,0.9859154929577464,0.0
X4655,missForest,MAR,10,3,0.5640760748177662,4.545454545454546,0.6818181818181818,0.7777777777777778,0.8235294117647058,0.7999999999999999,0.025565499628245683
X4656,missForest,MAR,10,3,0.4264014327112209,18.181818181818183,0.8181818181818182,0.8181818181818182,1.0,0.9,0.0
X4658,missForest,MAR,10,3,0.5091750772173156,3.7037037037037033,0.7407407407407407,0.7857142857142857,0.7333333333333333,0.7586206896551724,0.48067031949555206
