Type,Percent,Iter,Method,Frobenius Norm,Squared Difference,MAE,complete_data
MAR,10,6,mice,0.302795296283859,0.001389166537145908,0.03005544593184678,True
MAR,10,6,miceCART,0.2366936022813972,0.0008488463842567307,0.02129526280338396,True
MAR,10,6,micePMM,0.2517169281578524,0.0009600213927458397,0.02264330426084779,True
MAR,10,6,miceRF,0.24380374439573074,0.0009006100875966487,0.02096430267861075,True
MAR,10,6,miceSample,0.3129418274700467,0.0014838270815195826,0.03047006094873732,True
MAR,10,6,mode,0.28853573382056386,0.0012614071165359287,0.029093166443720408,True
MAR,10,7,missForest,0.18067006684933376,0.0004945708038688292,0.014679347147020991,True
MAR,10,7,mice,0.3040839155947606,0.0014010155715672955,0.029745147588722876,True
MAR,10,7,miceCART,0.28451049239047466,0.0012264578830343993,0.02834634212298361,True
MAR,10,7,micePMM,0.26524001747930115,0.0010659434374609086,0.023182465326942903,True
MAR,10,7,miceRF,0.2107172760166886,0.0006727540971498988,0.01984181188734045,True
MAR,10,7,miceSample,0.32607868431492615,0.0016110198237053526,0.028511357955196572,True
MAR,10,7,mode,0.2277839856768469,0.0007861446080428788,0.02026058352645801,True
MAR,10,8,missForest,0.22611034146090989,0.000774634644175292,0.019915266301248118,True
MAR,10,8,mice,0.28812124922394894,0.0012577856705207411,0.028700819814049094,True
MAR,10,8,miceCART,0.23836360783602262,0.0008608668112212906,0.0232737372744143,True
MAR,10,8,micePMM,0.28262474653953845,0.0012102537478263387,0.02756785920948518,True
MAR,10,8,miceRF,0.27292540077194544,0.0011286102179776825,0.025754278093957386,True
MAR,10,8,miceSample,0.4260844915627575,0.002750727181065054,0.041445981716703204,True
MAR,10,8,mode,0.30889622680875356,0.0014457102869194684,0.031815903066414825,True
MAR,10,9,missForest,0.26101390199304236,0.001032246318691417,0.024497320736666515,True
MAR,10,9,mice,0.3030301582149618,0.0013913223755724969,0.030725976159108603,True
MAR,10,9,miceCART,0.2650664739247975,0.0010645490242261418,0.025544318383966036,True
MAR,10,9,micePMM,0.2713122419683827,0.0011153080703319737,0.023621874241793336,True
MAR,10,9,miceRF,0.19837094073957584,0.0005962277292409743,0.01941607281866446,True
MAR,10,9,miceSample,0.3574260684651782,0.001935657491189004,0.03291130035931199,True
MAR,10,9,mode,0.27908637931932173,0.0011801395018419445,0.027255394312420887,True
MAR,10,10,missForest,0.2588309909069963,0.0010150527553620847,0.023811073557540252,True
MAR,10,10,mice,0.3274343499962931,0.0016244432357196206,0.02973495139991409,True
MAR,10,10,miceCART,0.28742830779674344,0.0012517429109530223,0.02793828052153733,True
MAR,10,10,micePMM,0.33872941137537776,0.0017384486989501502,0.031249675155511466,True
MAR,10,10,miceRF,0.28773375288134256,0.0012544047355633563,0.026250801000886868,True
MAR,10,10,miceSample,0.3719874294889609,0.0020965855711788588,0.036912916627095664,True
MAR,10,10,mode,0.2948384134233325,0.001317116515605878,0.029022988969343726,True
MAR,20,1,missForest,0.370834076295337,0.002083604729421452,0.036475032235176785,True
MAR,20,1,mice,0.4011312054871937,0.0024379733941758976,0.0410657521981378,True
MAR,20,1,miceCART,0.3706833805718902,0.0020819116459424966,0.03645478521959095,True
MAR,20,1,micePMM,0.4170891808789039,0.0026358088607005303,0.03983024624390493,True
MAR,20,1,miceRF,0.34582083370996436,0.0018120007428462854,0.03391518344506543,True
MAR,20,1,miceSample,0.5156523115404537,0.00402874706662141,0.052422720371985664,True
MAR,20,1,mode,0.44583851932499735,0.0030116967471803943,0.04375585978989116,True
MAR,20,2,missForest,0.3552756546276723,0.0019124362238048648,0.03460066865227188,True
MAR,20,2,mice,0.48537426036340764,0.003569517767020076,0.046645004089798714,True
MAR,20,2,miceCART,0.33949819238155676,0.0017463488277324928,0.03098355739994995,True
MAR,20,2,micePMM,0.398759382522097,0.0024092279568091526,0.03936310869291058,True
MAR,20,2,miceRF,0.421002169692493,0.0026854973770573734,0.039551167518243294,True
MAR,20,2,miceSample,0.60135245697766,0.005479163295652553,0.0522178236902219,True
MAR,20,2,mode,0.4887350747129694,0.0036191208068892694,0.051275538728427654,True
MAR,20,3,missForest,0.45423251136830256,0.0031261693088478044,0.042956462881215796,True
MAR,20,3,mice,0.7021242373815939,0.007469370374525529,0.06590688240252342,True
MAR,20,3,miceCART,0.39569397245679544,0.00237232908846423,0.03803165566956956,True
MAR,20,3,micePMM,0.45764283525904653,0.0031732873433930123,0.045705519860171386,True
MAR,20,3,miceRF,0.3675981444765549,0.002047399936706154,0.034481091718589006,True
MAR,20,3,miceSample,0.5191091119123147,0.004082943485915032,0.05084043193158947,True
MAR,20,3,mode,0.49039790669134853,0.003643789498291766,0.04914694402086857,True
MAR,20,4,missForest,0.4631052994194224,0.003249492702278074,0.043376326536811886,True
MAR,20,4,mice,0.5745001454961646,0.00500076389659264,0.05590799420468402,True
MAR,20,4,miceCART,0.3808915057364377,0.0021981566536692543,0.03564282019641514,True
MAR,20,4,micePMM,0.3854979824738448,0.0022516468862334056,0.03809414990002645,True
MAR,20,4,miceRF,0.3738223054089013,0.002117319939715544,0.033864985247420126,True
MAR,20,4,miceSample,0.5237374256615236,0.004156074106644848,0.050762039433719174,True
MAR,20,4,mode,0.48029362671965636,0.0034951813313260703,0.048338411170597555,True
MAR,20,5,missForest,0.4084379156757108,0.0025275989539624098,0.03832717869618231,True
MAR,20,5,mice,0.5627261129475561,0.004797889063531299,0.051568163509694995,True
MAR,20,5,miceCART,0.4364607161254166,0.002886332677586538,0.04155360749411707,True
MAR,20,5,micePMM,0.4578536210912427,0.00317621118706611,0.042158227977904826,True
MAR,20,5,miceRF,0.32233690573379614,0.0015742587999702758,0.028699710753376267,True
MAR,20,5,miceSample,0.4903058466382073,0.003642421564357716,0.04457459505360451,True
MAR,20,5,mode,0.48020353538813965,0.003493870233322247,0.04634497805139421,True
MAR,20,6,missForest,0.4180345828425125,0.002647771400792628,0.04088583044166235,True
MAR,20,6,mice,0.4678056074818074,0.003315789187748831,0.04635024402535814,True
MAR,20,6,miceCART,0.3580386020430254,0.001942297584135211,0.036312183855375074,True
MAR,20,6,micePMM,0.43701848816786576,0.002893714530311016,0.04343747500177684,True
MAR,20,6,miceRF,0.335717459177272,0.0017076698847945956,0.03457390203249614,True
MAR,20,6,miceSample,0.39874281164292796,0.0024090277248016295,0.03752905728975875,True
MAR,20,6,mode,0.460728818235222,0.0032162279386730944,0.04934166567593288,True
MAR,20,7,missForest,0.4174920909794864,0.002640903727733693,0.038085693015093715,True
MAR,20,7,mice,0.5528622638323087,0.0046311618601482625,0.05340672849765845,True
MAR,20,7,miceCART,0.4096006466793532,0.002542010450911278,0.03895400083606398,True
MAR,20,7,micePMM,0.5640471861893539,0.004820442852244358,0.052602503768039204,True
MAR,20,7,miceRF,0.3508266027980713,0.001864837958042965,0.03406471211797847,True
MAR,20,7,miceSample,0.5499591143400626,0.0045826519309955455,0.05473643488474148,True
MAR,20,7,mode,0.4129193225474185,0.002583369195954834,0.040622340057111316,True
MAR,20,8,missForest,0.40826685509766397,0.0025254821965354085,0.03843564241722778,True
MAR,20,8,mice,0.5700577609008468,0.004923725011564954,0.0549015186668527,True
MAR,20,8,miceCART,0.3902841332071233,0.0023079046156550846,0.038345364606663795,True
MAR,20,8,micePMM,0.4678624399550831,0.003316594889707935,0.04511983202584558,True
MAR,20,8,miceRF,0.3396730620113528,0.001748148319032853,0.03351403048769628,True
MAR,20,8,miceSample,0.5057970103178786,0.003876221449189457,0.051302608117879,True
MAR,20,8,mode,0.4592907422944932,0.003196181605415554,0.045363105980031154,True
MAR,20,9,missForest,0.41769798258832763,0.0026435091614902856,0.041516186037982954,True
MAR,20,9,mice,0.6228769522676643,0.00587841966160991,0.05871974101835218,True
MAR,20,9,miceCART,0.47040014273653824,0.0033526711255538718,0.044630656414405286,True
MAR,20,9,micePMM,0.483543622155337,0.0035426429473803533,0.04797728663551157,True
MAR,20,9,miceRF,0.41049641535281145,0.0025531410154167864,0.03895790129209503,True
MAR,20,9,miceSample,0.5065517384065742,0.003887797934586702,0.04775827816102114,True
MAR,20,9,mode,0.44968443140803194,0.003063880118950985,0.04291271567063849,True
MAR,20,10,missForest,0.3758150092168315,0.002139953350797684,0.03380996774348927,True
MAR,20,10,mice,0.5388062039917347,0.004398668567575497,0.056349125892895834,True
MAR,20,10,miceCART,0.4625743366775183,0.0032420457114037283,0.041710772618267423,True
MAR,20,10,micePMM,0.5024196723899963,0.003824629200067746,0.046009067757207,True
MAR,20,10,miceRF,0.3878711274398013,0.002279454719718524,0.03733829629269057,True
MAR,20,10,miceSample,0.5362542554290022,0.0043571004009956595,0.05048937590558435,True
MAR,20,10,mode,0.49390979161711296,0.0036961648826554535,0.04890174530765325,True
MAR,30,1,missForest,0.48479369470159,0.0035609837336730075,0.04737974995131549,True
MAR,30,1,mice,0.79798280448558,0.009648129640222294,0.07492695822704497,True
MAR,30,1,miceCART,0.5359861687250238,0.004352745046432268,0.045602929656797575,True
MAR,30,1,micePMM,0.609526327376256,0.005629126420678589,0.05962783926778264,True
MAR,30,1,miceRF,0.5171088814282905,0.004051539322000269,0.04780143100619461,True
MAR,30,1,miceSample,0.6815667463678292,0.007038382269006499,0.06816385856541082,True
MAR,30,1,mode,0.5623454860156576,0.004791400691548275,0.055332652002265434,True
MAR,30,2,missForest,0.5190519954952664,0.004082045061024516,0.049913296469952934,True
MAR,30,2,mice,0.6159310490648332,0.0057480463212440285,0.06159884963586005,True
MAR,30,2,miceCART,0.5492169691693796,0.004570292109448472,0.0476939566349546,True
MAR,30,2,micePMM,0.5779323543675305,0.005060694033709044,0.04968906075535204,True
MAR,30,2,miceRF,0.5175431437644097,0.004058347055417401,0.04888470767208519,True
MAR,30,2,miceSample,0.7010205831502848,0.007445906939399476,0.06475620912358972,True
MAR,30,2,mode,0.5842638567053786,0.005172185670488534,0.06030852689525968,True
MAR,30,3,missForest,0.6438771412565365,0.00628148140958621,0.0549008629306138,True
MAR,30,3,mice,0.7585756885839606,0.008718743565312576,0.07269872009655934,True
MAR,30,3,miceCART,0.6890438858894753,0.0071936587376010335,0.06451428305107992,True
MAR,30,3,micePMM,0.5788113954440073,0.0050761004772096815,0.056513565534776815,True
MAR,30,3,miceRF,0.44392326692064815,0.002985876771416682,0.04265142883675693,True
MAR,30,3,miceSample,0.5680988249414801,0.00488994355908925,0.05575623447354921,True
MAR,30,3,mode,0.6301021057171966,0.006015585812564322,0.06263336491884995,True
MAR,30,4,missForest,0.6593423415352805,0.0065868533839579775,0.06214957562209557,True
MAR,30,4,mice,0.7203246515759563,0.007861630358606406,0.0699837325689824,True
MAR,30,4,miceCART,0.5305206540404992,0.0042644267327811985,0.051937739181947565,True
MAR,30,4,micePMM,0.45760473984573186,0.0031727590595345442,0.043081709449588036,True
MAR,30,4,miceRF,0.4974616885430399,0.0037495171449710976,0.048298328667677894,True
MAR,30,4,miceSample,0.57238174052987,0.0049639523771515676,0.05454666799930596,True
MAR,30,4,mode,0.7223430655945106,0.007905750066855687,0.07396539709920474,True
MAR,30,5,missForest,0.6086306595731363,0.0056125951480671355,0.053475698064376985,True
MAR,30,5,mice,0.6615989814899883,0.006632018368311968,0.06697034391219707,True
MAR,30,5,miceCART,0.5395230099549236,0.004410379973800313,0.05064385931362106,True
MAR,30,5,micePMM,0.5187139432246732,0.0040767296196316605,0.05069542240547272,True
MAR,30,5,miceRF,0.4761989454390275,0.0034358399338976046,0.04235564531798406,True
MAR,30,5,miceSample,0.6164420181199803,0.005757587298542943,0.05630414294163868,True
MAR,30,5,mode,0.6569908374171047,0.006539953946212554,0.06446230859855034,True
MAR,30,6,missForest,0.5453847252774294,0.004506734826756623,0.051897441579806615,True
MAR,30,6,mice,0.6936359848739588,0.007289861810788892,0.06698823889415764,True
MAR,30,6,miceCART,0.5266353276888353,0.004202193460150406,0.051364295583536716,True
MAR,30,6,micePMM,0.5504026673274626,0.004590046912139174,0.05308287785441265,True
MAR,30,6,miceRF,0.43269139782562666,0.002836694632610526,0.041812037023862235,True
MAR,30,6,miceSample,0.4862535290752285,0.003582462038456274,0.04593860899540069,True
MAR,30,6,mode,0.6159771451789452,0.005748906717921262,0.061682958693010215,True
MAR,30,7,missForest,0.5423832547573137,0.00445726659153238,0.054330275206666626,True
MAR,30,7,mice,0.6745108448175201,0.00689340726934007,0.06767835039343145,True
MAR,30,7,miceCART,0.5531016302071807,0.004635172929361226,0.05068737907325941,True
MAR,30,7,micePMM,0.7168050230800987,0.007784991532013044,0.05919244569775198,True
MAR,30,7,miceRF,0.4928625693519969,0.0036805077616401814,0.04901785546998007,True
MAR,30,7,miceSample,0.6455157414931599,0.0063134935229615784,0.06293397299234507,True
MAR,30,7,mode,0.7343644230488288,0.008171077361209684,0.07307996287451653,True
MAR,30,8,missForest,0.6272510823046816,0.005961271518975675,0.054210830190644765,True
MAR,30,8,mice,0.748342764110533,0.00848510443328171,0.07299975529011019,True
MAR,30,8,miceCART,0.5053186172193599,0.003868892498613424,0.052218569129259755,True
MAR,30,8,micePMM,0.5201081395327409,0.004098673891033472,0.04785788174042827,True
MAR,30,8,miceRF,0.5560540849757947,0.004684790082094975,0.05588768004598534,True
MAR,30,8,miceSample,0.6105990322022015,0.00564895724433735,0.05907507973588769,True
MAR,30,8,mode,0.6136263906560884,0.005705111322873006,0.06392790569767615,True
MAR,30,9,missForest,0.7453527133272898,0.008417434352490196,0.06739992025445606,True
MAR,30,9,mice,0.7708452203557925,0.009003065965838943,0.0726295551304422,True
MAR,30,9,miceCART,0.502950353471038,0.0038327130008582126,0.048581871082546066,True
MAR,30,9,micePMM,0.8105507560697586,0.00995443224492814,0.06978787061635994,True
MAR,30,9,miceRF,0.5808709166222455,0.005112288208751026,0.05621589768393552,True
MAR,30,9,miceSample,0.5831863370716136,0.005153125814348572,0.052101612055749404,True
MAR,30,9,mode,0.690235799281838,0.0072185675547005715,0.0688980493167953,True
MAR,30,10,missForest,0.6310445250238297,0.006033593826705316,0.05875468916305305,True
MAR,30,10,mice,0.8233494299531782,0.01027127702733672,0.08380580338434424,True
MAR,30,10,miceCART,0.5563999977439503,0.004690620568022242,0.051611185384912744,True
MAR,30,10,micePMM,0.6068330461938971,0.005579490090196431,0.05762346928200425,True
MAR,30,10,miceRF,0.5224687172681031,0.004135963038239045,0.05216880563983215,True
MAR,30,10,miceSample,0.5751721332080059,0.005012469436652244,0.054384474182786864,True
MAR,30,10,mode,0.6650243768240345,0.006700870026821143,0.06435849225300187,True
MAR,40,1,missForest,0.7381084509436351,0.008254607353854734,0.06985377888422038,True
MAR,40,1,mice,0.9060564586696486,0.012438459186317946,0.0916648894748132,True
MAR,40,1,miceCART,0.6816211131389657,0.007039505179951554,0.06755580805666038,True
MAR,40,1,micePMM,0.6969737006539221,0.007360186960654894,0.06742636193744844,True
MAR,40,1,miceRF,0.6423287719241632,0.006251306836993994,0.059884430632828826,True
MAR,40,1,miceSample,0.7622745756804378,0.00880397770801199,0.07367923597546037,True
MAR,40,1,mode,0.7615789373205116,0.00878791632985212,0.07414051248476534,True
MAR,40,2,missForest,0.6014682762371888,0.00548127405029902,0.05961019416519593,True
MAR,40,2,mice,0.8558935515915469,0.011099299570545331,0.08514683620954744,True
MAR,40,2,miceCART,0.4858893596342706,0.0035770980273606297,0.04832429086959512,True
MAR,40,2,micePMM,0.7574043163575723,0.008691837855107295,0.07026120571515572,True
MAR,40,2,miceRF,0.4900731911372881,0.00363896564653765,0.049481909103645486,True
MAR,40,2,miceSample,0.8000989119528934,0.00969936771073036,0.07922019037435882,True
MAR,40,2,mode,0.6982775108463816,0.00738774972960331,0.06914591319367501,True
MAR,40,3,missForest,0.7930465571505061,0.009529133966791982,0.07288895309216817,True
MAR,40,3,mice,1.0091030656676379,0.01542862116878523,0.08895220187343145,True
MAR,40,3,miceCART,0.6321691035502695,0.0060551178103568385,0.0644383775286459,True
MAR,40,3,micePMM,0.7947551778523032,0.009570239283682518,0.06902896908152124,True
MAR,40,3,miceRF,0.6006098694939559,0.005465639626265859,0.06221510237442714,True
MAR,40,3,miceSample,0.8053239096881069,0.009826463629020274,0.08331780223208608,True
MAR,40,3,mode,0.8234419979088989,0.010273586726063624,0.08350911014478529,True
MAR,40,4,missForest,0.6050851245775853,0.005547394060379878,0.05739508766886755,True
MAR,40,4,mice,0.7652689283202737,0.00887328079776455,0.07732405659327547,True
MAR,40,4,miceCART,0.5892124069233104,0.005260170613217588,0.05845245153148591,True
MAR,40,4,micePMM,0.5804800868213138,0.005105411078728485,0.05367825908618489,True
MAR,40,4,miceRF,0.511698330952534,0.003967199725751653,0.04409887821889053,True
MAR,40,4,miceSample,0.7697242888170668,0.008976901224165746,0.07647006019692044,True
MAR,40,4,mode,0.915274182897264,0.012692830755731126,0.09251142243732302,True
MAR,40,5,missForest,0.8318046651308244,0.010483318195960649,0.07623561369983511,True
MAR,40,5,mice,0.8159629625587519,0.010087811458600835,0.08346929644382635,True
MAR,40,5,miceCART,0.6419249049794505,0.006243448236861767,0.05880755693083969,True
MAR,40,5,micePMM,0.6581475890873599,0.006563003773053097,0.06378459861270536,True
MAR,40,5,miceRF,0.6716462250324678,0.006834979569702491,0.06527140844473439,True
MAR,40,5,miceSample,0.6843246850579277,0.007095458705751998,0.06625818679933247,True
MAR,40,5,mode,0.8693628161490803,0.011451389486403934,0.0878799255838701,True
MAR,40,6,missForest,0.6565638347141401,0.006531455591735406,0.06110024722566462,True
MAR,40,6,mice,0.8364736260700685,0.010601335259254678,0.08122829796172522,True
MAR,40,6,miceCART,0.6605059843570524,0.006610123566234528,0.06129148527928032,True
MAR,40,6,micePMM,0.6303757519182825,0.00602081194858394,0.05895456479817443,True
MAR,40,6,miceRF,0.6223581435999478,0.005868631195532928,0.06360519690265204,True
MAR,40,6,miceSample,0.831382652713609,0.01047268356413814,0.07942725599748382,True
MAR,40,6,mode,0.7064084588391265,0.0075608016775677266,0.07207724528026875,True
MAR,40,7,missForest,0.6855373064965757,0.007120627251493637,0.06554312223614892,True
MAR,40,7,mice,0.9146232999833854,0.01267478455867421,0.09013442325997638,True
MAR,40,7,miceCART,0.6225644574677427,0.005872522783365224,0.05965326600834142,True
MAR,40,7,micePMM,0.7823321431940082,0.009273387610220153,0.07002358973065521,True
MAR,40,7,miceRF,0.46223540006127545,0.0032372964404516267,0.04091809484367911,True
MAR,40,7,miceSample,0.8035184330984815,0.009782452611046044,0.07881294165960154,True
MAR,40,7,mode,0.8261589268122821,0.010341493520479117,0.08242972264222395,True
MAR,40,8,missForest,0.6740908471203964,0.00688482530562869,0.06581427289553347,True
MAR,40,8,mice,0.7103556236988808,0.0076455320018276665,0.07353195342029638,True
MAR,40,8,miceCART,0.687274074249394,0.0071567523202327515,0.06160412720818484,True
MAR,40,8,micePMM,0.8836935724139003,0.011832035301903656,0.08202827554391141,True
MAR,40,8,miceRF,0.6382479378585039,0.006172127730009585,0.061816190520347786,True
MAR,40,8,miceSample,0.8628519754931404,0.011280508054733561,0.08044111333991104,True
MAR,40,8,mode,0.8022504972295504,0.009751603944016075,0.0799141750436161,True
MAR,40,9,missForest,0.73205928733161,0.008119860608613102,0.06912190729156495,True
MAR,40,9,mice,0.8978994329045863,0.012215505933490571,0.08987589273455998,True
MAR,40,9,miceCART,0.7252119827710694,0.007968673029617361,0.07179148308672269,True
MAR,40,9,micePMM,0.9210553072219954,0.012853679984269761,0.08619044412585923,True
MAR,40,9,miceRF,0.6669593612350534,0.006739921053622279,0.06622327972691867,True
MAR,40,9,miceSample,0.6794768448923475,0.006995284587043323,0.06623940254995583,True
MAR,40,9,mode,0.8196781617852497,0.010179883165267361,0.08349117587110604,True
MAR,40,10,missForest,0.6581767471095019,0.006563585309630989,0.06402042802545754,True
MAR,40,10,mice,0.9703786087351217,0.014267191580162281,0.09789661535990643,True
MAR,40,10,miceCART,0.7882100862092472,0.009413259696999831,0.07099440770842835,True
MAR,40,10,micePMM,0.8440640231273864,0.010794607199060441,0.07944917380940587,True
MAR,40,10,miceRF,0.6010157648614467,0.005473029539575604,0.05710925844071869,True
MAR,40,10,miceSample,0.6607734211446228,0.006615477486229834,0.06077154639019301,True
MAR,40,10,mode,0.7871039125399778,0.009386857108117288,0.0792431410743285,True
MAR,50,1,missForest,0.9218221041372409,0.012875090782969851,0.08589192114588376,True
MAR,50,1,mice,0.9772831995732977,0.014470946244973061,0.09845034873387078,True
MAR,50,1,miceCART,0.8393600252489669,0.010674625030090095,0.08327682800139598,True
MAR,50,1,micePMM,0.8172863097367157,0.010120559273985738,0.08274797723463474,True
MAR,50,1,miceRF,0.7732765027843369,0.009059947723611737,0.075856472609104,True
MAR,50,1,miceSample,0.8739079405145673,0.011571440734763827,0.07822998786613425,True
MAR,50,1,mode,0.8352716656160192,0.010570890233044833,0.08152963079241454,True
MAR,50,2,missForest,0.7619423633724652,0.008796305531842694,0.07110796676213459,True
MAR,50,2,mice,1.1293963103961537,0.019326303423279474,0.10801499943112788,True
MAR,50,2,miceCART,0.7781040140900537,0.009173422071864463,0.07533338119892315,True
MAR,50,2,micePMM,0.8382243957339752,0.010645759660660423,0.08321360849963716,True
MAR,50,2,miceRF,0.6605498997454321,0.006611002576571217,0.06589792133842891,True
MAR,50,2,miceSample,0.9597251357977705,0.013955641458818925,0.09001184647680247,True
MAR,50,2,mode,0.8714716329873242,0.011507012228812024,0.08422612313017068,True
MAR,50,3,missForest,0.8096205774542157,0.009931598173292389,0.07490254687328243,True
MAR,50,3,mice,1.063104360085715,0.017124104248988754,0.10645283927921692,True
MAR,50,3,miceCART,0.7257391039180852,0.007980261317512503,0.06874258151948809,True
MAR,50,3,micePMM,0.8546115551246944,0.011066074396252254,0.07909909110976886,True
MAR,50,3,miceRF,0.6572841674825525,0.006545795103382305,0.06337093469825472,True
MAR,50,3,miceSample,0.9685630763190591,0.014213855042555144,0.0960809422182883,True
MAR,50,3,mode,0.8824320179287538,0.01179827676160322,0.08974148168011443,True
MAR,50,4,missForest,0.7882790025595096,0.009414905846609324,0.07554640594997836,True
MAR,50,4,mice,1.1000196684477412,0.01833398895411937,0.09729207218680695,True
MAR,50,4,miceCART,0.8229050918150091,0.010260193789925284,0.07625289423317876,True
MAR,50,4,micePMM,0.9651578222217674,0.014114085178725224,0.09446170928010046,True
MAR,50,4,miceRF,0.6705881650538217,0.0068134619259129035,0.06411164611421995,True
MAR,50,4,miceSample,0.8572124483694701,0.011133533055145172,0.08112905336739287,True
MAR,50,4,mode,1.0568293101185806,0.016922548344329016,0.10377710461113122,True
MAR,50,5,missForest,0.8653999503150333,0.011347228394019122,0.08467321587745191,True
MAR,50,5,mice,0.9083739083039326,0.012502169049808507,0.0905936239104647,True
MAR,50,5,miceCART,0.7272204443878719,0.00801287234448021,0.07452339980125978,True
MAR,50,5,micePMM,0.8313445501630932,0.010471723652816298,0.08074507200318407,True
MAR,50,5,miceRF,0.6290286280967322,0.00599510628735238,0.06259181688053046,True
MAR,50,5,miceSample,0.9692687019524894,0.014234572978555512,0.09332169408531917,True
MAR,50,5,mode,1.0247056353913901,0.0159094187758011,0.10314566806984708,True
MAR,50,6,missForest,0.9882746332651355,0.014798284102353607,0.09369785570804413,True
MAR,50,6,mice,0.9907997393826085,0.014874001872130983,0.10016886672468378,True
MAR,50,6,miceCART,0.7785917756064408,0.009184926561242276,0.07186065253783355,True
MAR,50,6,micePMM,0.8865084862180922,0.011907534789949901,0.08642304601270516,True
MAR,50,6,miceRF,0.7076457196881769,0.0075873100695908755,0.06351049484047358,True
MAR,50,6,miceSample,0.6597428962738376,0.006594858927027146,0.06374812654711501,True
MAR,50,6,mode,0.8691098330485693,0.011444725786389576,0.08954623210923499,True
MAR,50,7,missForest,0.8417660810850017,0.010735911140381842,0.08057055812885244,True
MAR,50,7,mice,0.98288775486366,0.014637399070620092,0.09630846941575676,True
MAR,50,7,miceCART,0.6984385905112218,0.0073911585562924575,0.06500880953947541,True
MAR,50,7,micePMM,0.8433323472491769,0.010775900726012217,0.07870732616450869,True
MAR,50,7,miceRF,0.6642784452676065,0.006685846255259825,0.06254046592029275,True
MAR,50,7,miceSample,0.8123705460383462,0.009999180364706678,0.07432418137060032,True
MAR,50,7,mode,0.9940546148228709,0.0149718875341007,0.10316887709232234,True
MAR,50,8,missForest,0.6137811419977871,0.005707989246547087,0.060819303131111925,True
MAR,50,8,mice,0.9246342079852,0.012953763917824518,0.09233673437698793,True
MAR,50,8,miceCART,0.796189343612267,0.009604810164874735,0.07785718125923789,True
MAR,50,8,micePMM,0.9766540304561553,0.01445231962433716,0.09342496549606713,True
MAR,50,8,miceRF,0.7735896645654503,0.009067287410946756,0.07324901366556845,True
