Question,Method,Type,Percent,Iter,RMSE,Mean Percent Bias,Accuracy,Precision,Recall,F1 score,Matthews Correlation
X5220,miceSample,MAR,50,1,0.5068968775248516,7.638888888888889,0.7430555555555556,0.4583333333333333,0.3142857142857143,0.3728813559322034,0.22445507041935892
X5226,miceSample,MAR,50,1,0.7453559924999299,17.037037037037038,0.4444444444444444,0.6,0.4431818181818182,0.5098039215686274,-0.10488549526978645
X4654,miceSample,MAR,50,2,0.12309149097933274,1.5151515151515151,0.9848484848484849,0.9848484848484849,1.0,0.9923664122137404,0.0
X4676,miceSample,MAR,50,2,0.7319250547113999,16.428571428571427,0.4642857142857143,0.5806451612903226,0.4235294117647059,0.489795918367347,-0.04837198196951296
X4729,miceSample,MAR,50,2,0.5895063447465633,2.127659574468085,0.6524822695035462,0.7964601769911505,0.7758620689655172,0.7860262008733625,-0.137993631987702
X4745,miceSample,MAR,50,2,0.6848105703341467,1.3793103448275863,0.5310344827586206,0.625,0.6111111111111112,0.6179775280898877,0.011037769642208699
X4776,miceSample,MAR,50,2,0.2581988897471611,2.2222222222222223,0.9333333333333333,0.9767441860465116,0.9545454545454546,0.9655172413793104,-0.03251280443811776
X4780,miceSample,MAR,50,2,0.3208444739598739,7.352941176470589,0.8970588235294118,0.9838709677419355,0.9104477611940298,0.9457364341085271,-0.03800514371086353
X4794,miceSample,MAR,50,2,0.702312781631691,8.783783783783784,0.5067567567567568,0.6703296703296703,0.5865384615384616,0.6256410256410256,-0.08949223561617446
X4821,miceSample,MAR,50,2,0.5976143046671968,8.571428571428571,0.6428571428571429,0.8118811881188119,0.7256637168141593,0.766355140186916,0.01932683364406566
X4827,miceSample,MAR,50,2,0.07980868844676221,0.6369426751592357,0.9936305732484076,1.0,0.9936305732484076,0.9968051118210862,
X4828,miceSample,MAR,50,2,0.5744991393237625,6.403940886699508,0.6699507389162561,0.8258064516129032,0.7619047619047619,0.7925696594427245,-0.008466675133346034
X4954,miceSample,MAR,50,2,0.5710402407201608,5.072463768115942,0.6739130434782609,0.8288288288288288,0.7796610169491526,0.8034934497816594,-0.15115644875695636
X5132,miceSample,MAR,50,2,0.23328473740792172,1.3605442176870748,0.9455782312925171,0.16666666666666666,0.25,0.2,0.17681614410777174
X5196,miceSample,MAR,50,2,0.4472135954999579,7.586206896551724,0.8,0.1,0.047619047619047616,0.06451612903225806,-0.03466777605325084
X5220,miceSample,MAR,50,2,0.5773502691896257,15.277777777777779,0.6666666666666666,0.3157894736842105,0.14634146341463414,0.19999999999999998,0.02683963330550414
X5226,miceSample,MAR,50,2,0.641363795151002,4.25531914893617,0.5886524822695035,0.675,0.627906976744186,0.6506024096385542,0.1527761559991879
X4654,miceSample,MAR,50,3,0.11359236684941296,1.2903225806451613,0.9870967741935484,0.9870967741935484,1.0,0.9935064935064934,0.0
X4676,miceSample,MAR,50,3,0.6776866969767514,14.814814814814813,0.5407407407407407,0.6865671641791045,0.5287356321839081,0.5974025974025974,0.08734798140535477
X4729,miceSample,MAR,50,3,0.550288016777079,0.7042253521126761,0.6971830985915493,0.8125,0.8053097345132744,0.8088888888888888,0.08016296594274483
X4745,miceSample,MAR,50,3,0.7097208632298361,13.333333333333334,0.4962962962962963,0.6710526315789473,0.5425531914893617,0.6,-0.062303308112233675
X4776,miceSample,MAR,50,3,0.25993762245501817,1.3513513513513513,0.9324324324324325,0.9716312056737588,0.958041958041958,0.9647887323943661,0.13451380142875244
X4780,miceSample,MAR,50,3,0.2701716134791496,1.4598540145985401,0.927007299270073,0.9694656488549618,0.9548872180451128,0.962121212121212,-0.03711454600746273
X4794,miceSample,MAR,50,3,0.6967835003620648,7.971014492753622,0.5144927536231884,0.6744186046511628,0.5979381443298969,0.6338797814207651,-0.08014713592204438
X4821,miceSample,MAR,50,3,0.5296938168115098,9.352517985611511,0.7194244604316546,0.87,0.7699115044247787,0.8169014084507041,0.23426908865598342
X4827,miceSample,MAR,50,3,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MAR,50,3,0.5920434645509786,8.24742268041237,0.6494845360824743,0.821917808219178,0.7407407407407407,0.7792207792207793,-0.06171822066496831
X4954,miceSample,MAR,50,3,0.49051147158797265,6.015037593984962,0.7593984962406015,0.8846153846153846,0.8214285714285714,0.8518518518518519,0.2207714951038695
X5132,miceSample,MAR,50,3,0.28960484758017346,4.516129032258064,0.9161290322580645,0.0,0.0,0.0,-0.036893922595746136
X5196,miceSample,MAR,50,3,0.4256282653793743,0.7246376811594203,0.8188405797101449,0.13333333333333333,0.14285714285714285,0.1379310344827586,0.03687829974110774
X5220,miceSample,MAR,50,3,0.5964098406184938,6.0402684563758395,0.6442953020134228,0.2413793103448276,0.18421052631578946,0.208955223880597,-0.015399588002606854
X5226,miceSample,MAR,50,3,0.7353507603455243,15.555555555555555,0.45925925925925926,0.6060606060606061,0.45977011494252873,0.5228758169934641,-0.07842406469921792
X4654,miceSample,MAR,50,4,0.1203858530857692,1.4492753623188406,0.9855072463768116,0.9855072463768116,1.0,0.9927007299270074,0.0
X4676,miceSample,MAR,50,4,0.7071067811865476,22.058823529411764,0.5,0.6885245901639344,0.46153846153846156,0.5526315789473685,0.03719661107400988
X4729,miceSample,MAR,50,4,0.5681853972686127,10.236220472440944,0.6771653543307087,0.851063829787234,0.7476635514018691,0.7960199004975125,0.03958880460877288
X4745,miceSample,MAR,50,4,0.6579025922547519,8.955223880597014,0.5671641791044776,0.7160493827160493,0.6236559139784946,0.6666666666666666,0.05907232359684149
X4776,miceSample,MAR,50,4,0.2773500981126146,3.076923076923077,0.9230769230769231,0.975609756097561,0.9448818897637795,0.96,-0.03666529901832165
X4780,miceSample,MAR,50,4,0.2917299829957891,7.092198581560284,0.9148936170212766,0.9923076923076923,0.9214285714285714,0.9555555555555556,-0.02458445859472208
X4794,miceSample,MAR,50,4,0.6483688499651226,11.464968152866243,0.5796178343949044,0.7446808510638298,0.625,0.6796116504854368,0.08456536073598113
X4821,miceSample,MAR,50,4,0.595879571531124,0.7246376811594203,0.644927536231884,0.7735849056603774,0.7663551401869159,0.7699530516431926,-0.007751266885281284
X4827,miceSample,MAR,50,4,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MAR,50,4,0.5970223141259935,15.841584158415841,0.6435643564356436,0.8571428571428571,0.6976744186046512,0.7692307692307693,0.023907560818591366
X4954,miceSample,MAR,50,4,0.5149286505444373,9.848484848484848,0.7348484848484849,0.8910891089108911,0.7894736842105263,0.8372093023255814,0.14439457385553786
X5132,miceSample,MAR,50,4,0.2701716134791496,1.4598540145985401,0.927007299270073,0.0,0.0,0.0,-0.03711454600746273
X5196,miceSample,MAR,50,4,0.4279002121398116,1.4084507042253522,0.8169014084507042,0.14285714285714285,0.125,0.13333333333333333,0.03156726701725659
X5220,miceSample,MAR,50,4,0.5916079783099616,16.428571428571427,0.65,0.2777777777777778,0.12195121951219512,0.16949152542372883,-0.012727933661058916
X5226,miceSample,MAR,50,4,0.760638829255665,19.28571428571429,0.42142857142857143,0.6142857142857143,0.44329896907216493,0.5149700598802396,-0.1703227224331266
X4654,miceSample,MAR,50,5,0.1235604126430431,1.5267175572519083,0.9847328244274809,0.9847328244274809,1.0,0.9923076923076923,0.0
X4676,miceSample,MAR,50,5,0.6737215368532151,15.602836879432624,0.5460992907801419,0.6911764705882353,0.5222222222222223,0.5949367088607594,0.10621496984683282
X4729,miceSample,MAR,50,5,0.5691604887655423,4.225352112676056,0.676056338028169,0.7739130434782608,0.8165137614678899,0.7946428571428571,0.03082025328868317
X4745,miceSample,MAR,50,5,0.674702809092281,11.194029850746269,0.5447761194029851,0.7125,0.6,0.6514285714285715,0.009498337936279003
X4776,miceSample,MAR,50,5,0.2626128657194451,2.7586206896551726,0.9310344827586207,0.9781021897810219,0.950354609929078,0.9640287769784173,0.14372542926152773
X4780,miceSample,MAR,50,5,0.2877543184223316,4.45859872611465,0.9171974522292994,0.9795918367346939,0.935064935064935,0.9568106312292358,-0.03640337081697326
X4794,miceSample,MAR,50,5,0.6588691274690164,6.2015503875969,0.5658914728682171,0.7,0.6363636363636364,0.6666666666666666,0.048926204368547194
X4821,miceSample,MAR,50,5,0.6454972243679028,3.787878787878788,0.5833333333333334,0.7474747474747475,0.7115384615384616,0.7290640394088671,-0.17118419700436516
X4827,miceSample,MAR,50,5,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MAR,50,5,0.5885078278278328,9.268292682926829,0.6536585365853659,0.825503355704698,0.7321428571428571,0.7760252365930599,0.0254102208170977
X4954,miceSample,MAR,50,5,0.5392403377381663,7.801418439716312,0.7092198581560284,0.8623853211009175,0.7833333333333333,0.8209606986899564,0.05868954461779627
X5132,miceSample,MAR,50,5,0.2449489742783178,0.6666666666666667,0.94,0.0,0.0,0.0,-0.030736511072267245
X5196,miceSample,MAR,50,5,0.43061637634460553,10.596026490066226,0.8145695364238411,0.14285714285714285,0.043478260869565216,0.06666666666666667,-0.0058049813809932585
X5220,miceSample,MAR,50,5,0.5813183589761798,8.96551724137931,0.6620689655172414,0.28,0.18421052631578946,0.2222222222222222,0.018610971417186328
X5226,miceSample,MAR,50,5,0.66727466192907,21.16788321167883,0.5547445255474452,0.7288135593220338,0.48863636363636365,0.5850340136054422,0.1569150113229933
X4654,miceSample,MAR,50,6,0.0,0.0,1.0,1.0,1.0,1.0,
X4676,miceSample,MAR,50,6,0.6821127309893709,7.638888888888889,0.5347222222222222,0.6455696202531646,0.5666666666666667,0.6035502958579881,0.0468411445953685
X4729,miceSample,MAR,50,6,0.6473929618545629,2.2058823529411766,0.5808823529411765,0.7222222222222222,0.7428571428571429,0.732394366197183,-0.23331609077644014
X4745,miceSample,MAR,50,6,0.6631110857591943,8.51063829787234,0.5602836879432624,0.7159090909090909,0.63,0.6702127659574468,0.018980466975156016
X4776,miceSample,MAR,50,6,0.27420424855354086,1.5037593984962405,0.924812030075188,0.968503937007874,0.9534883720930233,0.9609375,-0.03827444529218502
X4780,miceSample,MAR,50,6,0.26639771383306554,3.225806451612903,0.9290322580645162,0.9795918367346939,0.9473684210526315,0.963210702341137,-0.03277367626722311
X4794,miceSample,MAR,50,6,0.6420387375057796,12.213740458015266,0.5877862595419847,0.7682926829268293,0.6428571428571429,0.7,0.06019837386656479
X4821,miceSample,MAR,50,6,0.5274424032269348,3.7593984962406015,0.7218045112781954,0.8461538461538461,0.8073394495412844,0.8262910798122065,0.13101266478792803
X4827,miceSample,MAR,50,6,0.08451542547285165,0.7142857142857143,0.9928571428571429,1.0,0.9928571428571429,0.996415770609319,
X4828,miceSample,MAR,50,6,0.642600438362039,19.402985074626866,0.5870646766169154,0.8294573643410853,0.6369047619047619,0.7205387205387205,-0.022993825440043053
X4954,miceSample,MAR,50,6,0.5122610150282085,7.801418439716312,0.7375886524822695,0.8818181818181818,0.8016528925619835,0.8398268398268398,0.12775596647807566
X5132,miceSample,MAR,50,6,0.23204774044612855,2.307692307692308,0.9461538461538461,0.0,0.0,0.0,-0.025
X5196,miceSample,MAR,50,6,0.48507125007266594,2.941176470588235,0.7647058823529411,0.0,0.0,0.0,-0.1323059426548745
X5220,miceSample,MAR,50,6,0.5753964555687505,16.89189189189189,0.668918918918919,0.2,0.075,0.10909090909090907,-0.053138742755363705
X5226,miceSample,MAR,50,6,0.6508541396588878,6.25,0.5763888888888888,0.6708860759493671,0.6022727272727273,0.6347305389221557,0.135177166615269
X4654,miceSample,MAR,50,7,0.0873704056661038,0.7633587786259541,0.9923664122137404,0.9923664122137404,1.0,0.9961685823754789,0.0
X4676,miceSample,MAR,50,7,0.6570043198176042,4.316546762589928,0.5683453237410072,0.6707317073170732,0.625,0.6470588235294118,0.09366697914797854
X4729,miceSample,MAR,50,7,0.5527707983925667,2.7777777777777777,0.6944444444444444,0.8181818181818182,0.7894736842105263,0.8035714285714286,0.11743577988830127
X4745,miceSample,MAR,50,7,0.6678646310949742,17.26618705035971,0.5539568345323741,0.7466666666666667,0.5656565656565656,0.6436781609195402,0.08234291493340905
X4776,miceSample,MAR,50,7,0.2013468165642073,0.0,0.9594594594594594,0.9793103448275862,0.9793103448275862,0.9793103448275862,-0.020689655172413793
X4780,miceSample,MAR,50,7,0.19802950859533486,0.0,0.9607843137254902,0.98,0.98,0.98,-0.02
X4794,miceSample,MAR,50,7,0.7212976294639198,11.486486486486488,0.4797297297297297,0.6629213483146067,0.5566037735849056,0.6051282051282052,-0.1451906084193461
X4821,miceSample,MAR,50,7,0.5552212862379551,0.7518796992481203,0.6917293233082706,0.803921568627451,0.7961165048543689,0.8,0.12796753926421606
X4827,miceSample,MAR,50,7,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MAR,50,7,0.6018678409411685,4.591836734693878,0.6377551020408163,0.7947019867549668,0.75,0.7717041800643085,-0.10229961558194418
X4954,miceSample,MAR,50,7,0.5051459331649651,14.482758620689657,0.7448275862068966,0.9245283018867925,0.7716535433070866,0.8412017167381973,0.2433202470200189
X5132,miceSample,MAR,50,7,0.22440969727312549,2.158273381294964,0.9496402877697842,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.21205760058738282
X5196,miceSample,MAR,50,7,0.4264014327112209,4.195804195804196,0.8181818181818182,0.09090909090909091,0.058823529411764705,0.07142857142857142,-0.02494937295217066
X5220,miceSample,MAR,50,7,0.6201736729460423,10.256410256410255,0.6153846153846154,0.2413793103448276,0.15555555555555556,0.18918918918918917,-0.049660489692110274
X5226,miceSample,MAR,50,7,0.6928203230275509,8.0,0.52,0.6153846153846154,0.5333333333333333,0.5714285714285715,0.03268602252303067
X4654,miceSample,MAR,50,8,0.11909826683508273,1.4184397163120568,0.9858156028368794,0.9858156028368794,1.0,0.9928571428571429,0.0
X4676,miceSample,MAR,50,8,0.6995439243733446,2.127659574468085,0.5106382978723404,0.5862068965517241,0.6071428571428571,0.5964912280701754,-0.02466904201565157
X4729,miceSample,MAR,50,8,0.6440611887195306,7.4074074074074066,0.5851851851851851,0.7653061224489796,0.6944444444444444,0.7281553398058253,-0.14115784704606626
X4745,miceSample,MAR,50,8,0.7121396331779725,0.7142857142857143,0.4928571428571429,0.6195652173913043,0.6129032258064516,0.6162162162162163,-0.13110448467972516
X4776,miceSample,MAR,50,8,0.26919095102908275,1.4492753623188406,0.927536231884058,0.9696969696969697,0.9552238805970149,0.9624060150375939,-0.03683547343418786
X4780,miceSample,MAR,50,8,0.17541160386140583,0.0,0.9692307692307692,0.984375,0.984375,0.984375,-0.015625
X4794,miceSample,MAR,50,8,0.6620847108818944,5.47945205479452,0.5616438356164384,0.7021276595744681,0.6470588235294118,0.673469387755102,0.010248238281770914
X4821,miceSample,MAR,50,8,0.602506181404089,0.684931506849315,0.636986301369863,0.7678571428571429,0.7610619469026548,0.7644444444444445,-0.026537214720643597
X4827,miceSample,MAR,50,8,0.08362420100070908,0.6993006993006993,0.993006993006993,0.993006993006993,1.0,0.9964912280701755,0.0
X4828,miceSample,MAR,50,8,0.5640760748177662,8.585858585858585,0.6818181818181818,0.8424657534246576,0.754601226993865,0.7961165048543689,0.08448291055355919
X4954,miceSample,MAR,50,8,0.5734623443633283,12.751677852348994,0.6711409395973155,0.8672566371681416,0.7424242424242424,0.7999999999999999,-0.10392684653981774
X5132,miceSample,MAR,50,8,0.20203050891044214,4.081632653061225,0.9591836734693877,0.0,0.0,0.0,0.0
X5196,miceSample,MAR,50,8,0.4340573661412156,5.797101449275362,0.8115942028985508,0.1,0.05555555555555555,0.07142857142857142,-0.025259074277046125
X5220,miceSample,MAR,50,8,0.5609681940050744,13.286713286713287,0.6853146853146853,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.04435727083089055
X5226,miceSample,MAR,50,8,0.6684373647831918,2.127659574468085,0.5531914893617021,0.6341463414634146,0.611764705882353,0.6227544910179641,0.07543487276526203
X4654,miceSample,MAR,50,9,0.1318760946791574,1.7391304347826086,0.9826086956521739,1.0,0.9826086956521739,0.9912280701754386,
X4676,miceSample,MAR,50,9,0.7645306025618079,13.380281690140844,0.4154929577464789,0.5294117647058824,0.41379310344827586,0.46451612903225803,-0.1638493645716985
X4729,miceSample,MAR,50,9,0.5542047068934521,3.571428571428571,0.6928571428571428,0.7966101694915254,0.831858407079646,0.8138528138528137,-0.06182666209589498
X4745,miceSample,MAR,50,9,0.6708203932499369,7.857142857142857,0.55,0.7011494252873564,0.6224489795918368,0.6594594594594595,0.0032136071983246777
X4776,miceSample,MAR,50,9,0.30151134457776363,4.895104895104895,0.9090909090909091,0.9772727272727273,0.9280575539568345,0.9520295202952029,0.11018297404673814
X4780,miceSample,MAR,50,9,0.25098232205526344,0.0,0.937007874015748,0.967479674796748,0.967479674796748,0.967479674796748,-0.032520325203252036
X4794,miceSample,MAR,50,9,0.7164728420068226,15.333333333333332,0.4866666666666667,0.6707317073170732,0.5238095238095238,0.5882352941176471,-0.07013587375264192
X4821,miceSample,MAR,50,9,0.6201736729460423,6.153846153846154,0.6153846153846154,0.7264150943396226,0.7857142857142857,0.7549019607843137,-0.13382745508993682
X4827,miceSample,MAR,50,9,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MAR,50,9,0.6192698487986218,11.165048543689322,0.616504854368932,0.8095238095238095,0.7,0.750788643533123,-0.06533510124822746
X4954,miceSample,MAR,50,9,0.5673780117515818,11.643835616438356,0.678082191780822,0.8648648648648649,0.75,0.803347280334728,-0.06417479348158527
X5132,miceSample,MAR,50,9,0.25087260300212727,0.6993006993006993,0.9370629370629371,0.0,0.0,0.0,-0.03229000070537508
X5196,miceSample,MAR,50,9,0.45351268875881323,3.546099290780142,0.7943262411347518,0.14285714285714285,0.10526315789473684,0.12121212121212122,0.00788129145945661
X5220,miceSample,MAR,50,9,0.6035216736754584,7.28476821192053,0.6357615894039735,0.21428571428571427,0.15384615384615385,0.1791044776119403,-0.04795568048768039
X5226,miceSample,MAR,50,9,0.7094443306406399,3.9735099337748347,0.4966887417218543,0.5783132530120482,0.5393258426966292,0.5581395348837208,-0.024907517816365694
X4654,miceSample,MAR,50,10,0.08391813582966891,0.7042253521126761,0.9929577464788732,0.9929577464788732,1.0,0.9964664310954063,0.0
X4676,miceSample,MAR,50,10,0.6913328984437153,0.7352941176470588,0.5220588235294118,0.5975609756097561,0.6049382716049383,0.6012269938650306,0.0049533044299857115
X4729,miceSample,MAR,50,10,0.5916079783099616,0.7142857142857143,0.65,0.7798165137614679,0.7727272727272727,0.7762557077625571,-0.02695202765610068
X4745,miceSample,MAR,50,10,0.7044027300535328,11.450381679389313,0.5038167938931297,0.6666666666666666,0.5555555555555556,0.606060606060606,-0.0508033285399125
X4776,miceSample,MAR,50,10,0.3383841260962061,6.870229007633588,0.8854961832061069,0.9747899159663865,0.90625,0.9392712550607286,-0.048615279266412334
X4780,miceSample,MAR,50,10,0.23819653367016547,1.4184397163120568,0.9432624113475178,0.9779411764705882,0.9637681159420289,0.9708029197080291,-0.02827070456449379
X4794,miceSample,MAR,50,10,0.6123724356957945,16.447368421052634,0.625,0.8117647058823529,0.6272727272727273,0.7076923076923078,0.22185765082106348
X4821,miceSample,MAR,50,10,0.6472394602609756,9.45945945945946,0.581081081081081,0.7692307692307693,0.6779661016949152,0.7207207207207208,-0.10733444324690647
X4827,miceSample,MAR,50,10,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MAR,50,10,0.6060915267313265,4.081632653061225,0.6326530612244898,0.7866666666666666,0.7468354430379747,0.7662337662337663,-0.08886917359657566
X4954,miceSample,MAR,50,10,0.5519381863844935,6.622516556291391,0.695364238410596,0.85,0.7846153846153846,0.816,-0.06213157985414442
X5132,miceSample,MAR,50,10,0.18831089428867737,2.127659574468085,0.9645390070921985,0.5,0.2,0.28571428571428575,0.3012967460127145
X5196,miceSample,MAR,50,10,0.43151697133684574,8.96551724137931,0.8137931034482758,0.125,0.047619047619047616,0.06896551724137931,-0.013614511684553686
X5220,miceSample,MAR,50,10,0.549689251651599,5.755395683453238,0.697841726618705,0.34615384615384615,0.2647058823529412,0.29999999999999993,0.11331986813193141
X5226,miceSample,MAR,50,10,0.7326422768871265,3.6764705882352944,0.4632352941176471,0.575,0.5411764705882353,0.5575757575757575,-0.12344267996967354
X4654,miceSample,MCAR,10,1,0.0,0.0,1.0,1.0,1.0,1.0,
X4676,miceSample,MCAR,10,1,0.7200822998230956,7.4074074074074066,0.48148148148148145,0.5,0.5714285714285714,0.5333333333333333,-0.04469901562676742
X4729,miceSample,MCAR,10,1,0.5443310539518174,0.0,0.7037037037037037,0.8,0.8,0.8000000000000002,0.22857142857142856
X4745,miceSample,MCAR,10,1,0.7071067811865476,5.555555555555555,0.5,0.5833333333333334,0.6363636363636364,0.6086956521739131,-0.08058229640253803
X4776,miceSample,MCAR,10,1,0.24253562503633297,5.88235294117647,0.9411764705882353,1.0,0.9411764705882353,0.9696969696969697,
X4780,miceSample,MCAR,10,1,0.29277002188455997,2.857142857142857,0.9142857142857143,0.9411764705882353,0.9696969696969697,0.955223880597015,-0.04222003309207491
X4794,miceSample,MCAR,10,1,0.6324555320336759,26.666666666666668,0.6,0.6153846153846154,0.8888888888888888,0.7272727272727274,0.08006407690254358
X4821,miceSample,MCAR,10,1,0.5855400437691199,5.714285714285714,0.6571428571428571,0.7666666666666667,0.8214285714285714,0.793103448275862,-0.2041241452319315
X4827,miceSample,MCAR,10,1,0.18569533817705186,3.4482758620689653,0.9655172413793104,0.9655172413793104,1.0,0.9824561403508771,0.0
X4828,miceSample,MCAR,10,1,0.5048781642974013,9.803921568627452,0.7450980392156863,0.8085106382978723,0.9047619047619048,0.853932584269663,-0.1350447409819031
X4954,miceSample,MCAR,10,1,0.6085806194501846,29.629629629629626,0.6296296296296297,0.9444444444444444,0.6538461538461539,0.7727272727272727,-0.1386750490563073
X5132,miceSample,MCAR,10,1,0.1767766952966369,3.125,0.96875,,,,
X5196,miceSample,MCAR,10,1,0.3779644730092272,4.761904761904762,0.8571428571428571,0.0,0.0,0.0,-0.07254762501100116
X5220,miceSample,MCAR,10,1,0.5669467095138409,17.857142857142858,0.6785714285714286,0.125,0.3333333333333333,0.18181818181818182,0.03651483716701107
X5226,miceSample,MCAR,10,1,0.560611910581388,14.285714285714285,0.6857142857142857,0.6363636363636364,0.8235294117647058,0.717948717948718,0.3921157252521711
X4654,miceSample,MCAR,10,2,0.19245008972987526,3.7037037037037033,0.9629629629629629,1.0,0.9629629629629629,0.9811320754716981,
X4676,miceSample,MCAR,10,2,0.7165985720844785,13.513513513513514,0.4864864864864865,0.5882352941176471,0.45454545454545453,0.5128205128205129,-0.011941628680530643
X4729,miceSample,MCAR,10,2,0.5863019699779287,3.125,0.65625,0.76,0.7916666666666666,0.7755102040816326,0.04364357804719848
X4745,miceSample,MCAR,10,2,0.6793662204867574,23.076923076923077,0.5384615384615384,0.5263157894736842,0.7692307692307693,0.625,0.08671099695241201
X4776,miceSample,MCAR,10,2,0.3333333333333333,3.7037037037037033,0.8888888888888888,0.9230769230769231,0.96,0.9411764705882353,-0.05547001962252291
X4780,miceSample,MCAR,10,2,0.0,0.0,1.0,1.0,1.0,1.0,
X4794,miceSample,MCAR,10,2,0.5619514869490163,0.0,0.6842105263157895,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.2692307692307692
X4821,miceSample,MCAR,10,2,0.5570860145311556,3.4482758620689653,0.6896551724137931,0.8095238095238095,0.7727272727272727,0.7906976744186046,0.1927288333795226
X4827,miceSample,MCAR,10,2,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MCAR,10,2,0.5370861555295746,1.9230769230769231,0.7115384615384616,0.8095238095238095,0.8292682926829268,0.8192771084337348,0.10569268128995475
X4954,miceSample,MCAR,10,2,0.3244428422615251,10.526315789473683,0.8947368421052632,1.0,0.8947368421052632,0.9444444444444444,
X5132,miceSample,MCAR,10,2,0.18257418583505536,3.3333333333333335,0.9666666666666667,0.0,0.0,0.0,0.0
X5196,miceSample,MCAR,10,2,0.47519096331149147,9.67741935483871,0.7741935483870968,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.11581320482871722
X5220,miceSample,MCAR,10,2,0.6915640748081247,4.3478260869565215,0.5217391304347826,0.0,0.0,0.0,-0.3131121455425747
X5226,miceSample,MCAR,10,2,0.6030226891555273,6.0606060606060606,0.6363636363636364,0.6666666666666666,0.7368421052631579,0.7,0.2433321316961438
X4654,miceSample,MCAR,10,3,0.0,0.0,1.0,1.0,1.0,1.0,
X4676,miceSample,MCAR,10,3,0.7071067811865476,19.230769230769234,0.5,0.5,0.6923076923076923,0.5806451612903226,0.0
X4729,miceSample,MCAR,10,3,0.5345224838248488,7.142857142857142,0.7142857142857143,0.8695652173913043,0.8,0.8333333333333333,-0.16151457061744964
X4745,miceSample,MCAR,10,3,0.6324555320336759,0.0,0.6,0.6875,0.6875,0.6875,0.13194444444444445
X4776,miceSample,MCAR,10,3,0.2672612419124244,0.0,0.9285714285714286,0.9629629629629629,0.9629629629629629,0.9629629629629629,-0.037037037037037035
X4780,miceSample,MCAR,10,3,0.2721655269759087,0.0,0.9259259259259259,0.9615384615384616,0.9615384615384616,0.9615384615384616,-0.038461538461538464
X4794,miceSample,MCAR,10,3,0.6882472016116853,5.263157894736842,0.5263157894736842,0.6666666666666666,0.6153846153846154,0.64,-0.049416621110740085
X4821,miceSample,MCAR,10,3,0.4605661864718383,15.151515151515152,0.7878787878787878,0.9565217391304348,0.7857142857142857,0.8627450980392156,0.45696813431178934
X4827,miceSample,MCAR,10,3,0.19611613513818404,3.8461538461538463,0.9615384615384616,1.0,0.9615384615384616,0.9803921568627451,
X4828,miceSample,MCAR,10,3,0.5830951894845301,6.0,0.66,0.8205128205128205,0.7619047619047619,0.7901234567901233,-0.10008876069649389
X4954,miceSample,MCAR,10,3,0.4866642633922876,2.631578947368421,0.7631578947368421,0.84375,0.8709677419354839,0.8571428571428571,0.16657063285479437
X5132,miceSample,MCAR,10,3,0.0,0.0,1.0,,,,
X5196,miceSample,MCAR,10,3,0.43994134506405985,0.0,0.8064516129032258,0.25,0.25,0.25,0.1388888888888889
X5220,miceSample,MCAR,10,3,0.5516772843673705,4.3478260869565215,0.6956521739130435,0.4,0.3333333333333333,0.3636363636363636,0.16699314428937317
X5226,miceSample,MCAR,10,3,0.6928203230275509,8.0,0.52,0.6153846153846154,0.5333333333333333,0.5714285714285715,0.03268602252303067
X4654,miceSample,MCAR,10,4,0.0,0.0,1.0,1.0,1.0,1.0,
X4676,miceSample,MCAR,10,4,0.7483314773547883,8.0,0.44,0.6,0.5294117647058824,0.5625,-0.2100420126042015
X4729,miceSample,MCAR,10,4,0.5270462766947299,0.0,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0
X4745,miceSample,MCAR,10,4,0.6793662204867574,15.384615384615385,0.5384615384615384,0.7333333333333333,0.5789473684210527,0.6470588235294117,0.0067504419574645775
X4776,miceSample,MCAR,10,4,0.3333333333333333,11.11111111111111,0.8888888888888888,1.0,0.8888888888888888,0.9411764705882353,
X4780,miceSample,MCAR,10,4,0.34641016151377546,12.0,0.88,0.88,1.0,0.9361702127659575,0.0
X4794,miceSample,MCAR,10,4,0.5198752449100363,0.0,0.7297297297297297,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.40705128205128205
X4821,miceSample,MCAR,10,4,0.5773502691896257,8.333333333333332,0.6666666666666666,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.12226666573419243
X4827,miceSample,MCAR,10,4,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MCAR,10,4,0.5890150893739515,6.122448979591836,0.6530612244897959,0.75,0.8108108108108109,0.7792207792207791,-0.02501250938281934
