country,world_region,entry_id,entry_name,region_id,has_country
Palestine,Southwest Asia,1983,Early Byzantine Asceticism,2092,True
Iraq,Southwest Asia,1983,Early Byzantine Asceticism,2092,True
Iran,Southwest Asia,1983,Early Byzantine Asceticism,2092,True
Greece,Europe,1983,Early Byzantine Asceticism,2092,True
Georgia,Southwest Asia,1983,Early Byzantine Asceticism,2092,True
Eritrea,Africa,1983,Early Byzantine Asceticism,2092,True
Egypt,Africa,1983,Early Byzantine Asceticism,2092,True
Cyprus,Europe,1983,Early Byzantine Asceticism,2092,True
Bahrain,Southwest Asia,1983,Early Byzantine Asceticism,2092,True
Azerbaijan,Southwest Asia,1983,Early Byzantine Asceticism,2092,True
Armenia,Southwest Asia,1983,Early Byzantine Asceticism,2092,True
Yemen,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
United Arab Emirates,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Turkey,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Tunisia,Africa,2027,Hizb-ut-Tahrir,2124,True
Syria,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
South Sudan,Africa,2027,Hizb-ut-Tahrir,2124,True
Sudan,Africa,2027,Hizb-ut-Tahrir,2124,True
Saudi Arabia,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Qatar,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Oman,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Niger,Africa,2027,Hizb-ut-Tahrir,2124,True
Morocco,Africa,2027,Hizb-ut-Tahrir,2124,True
Mali,Africa,2027,Hizb-ut-Tahrir,2124,True
Libya,Africa,2027,Hizb-ut-Tahrir,2124,True
Lebanon,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Kuwait,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Jordan,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Israel,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Palestine,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Iraq,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Iran,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Greece,Europe,2027,Hizb-ut-Tahrir,2124,True
Georgia,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Ethiopia,Africa,2027,Hizb-ut-Tahrir,2124,True
Eritrea,Africa,2027,Hizb-ut-Tahrir,2124,True
Egypt,Africa,2027,Hizb-ut-Tahrir,2124,True
Chad,Africa,2027,Hizb-ut-Tahrir,2124,True
Central African Republic,Africa,2027,Hizb-ut-Tahrir,2124,True
Bulgaria,Europe,2027,Hizb-ut-Tahrir,2124,True
Azerbaijan,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Armenia,Southwest Asia,2027,Hizb-ut-Tahrir,2124,True
Algeria,Africa,2027,Hizb-ut-Tahrir,2124,True
Vietnam,Southeast Asia,178,Ancestral Cult of the Han,104,True
Tajikistan,Central Eurasia,178,Ancestral Cult of the Han,104,True
South Korea,East Asia,178,Ancestral Cult of the Han,104,True
North Korea,East Asia,178,Ancestral Cult of the Han,104,True
Mongolia,Central Eurasia,178,Ancestral Cult of the Han,104,True
Laos,Southeast Asia,178,Ancestral Cult of the Han,104,True
Kyrgyzstan,Central Eurasia,178,Ancestral Cult of the Han,104,True
India,South Asia,178,Ancestral Cult of the Han,104,True
China,East Asia,178,Ancestral Cult of the Han,104,True
Macao S.A.R,East Asia,178,Ancestral Cult of the Han,104,True
Hong Kong S.A.R.,East Asia,178,Ancestral Cult of the Han,104,True
Myanmar,Southeast Asia,178,Ancestral Cult of the Han,104,True
Vietnam,Southeast Asia,204,Han Confucianism,104,True
Tajikistan,Central Eurasia,204,Han Confucianism,104,True
South Korea,East Asia,204,Han Confucianism,104,True
North Korea,East Asia,204,Han Confucianism,104,True
Mongolia,Central Eurasia,204,Han Confucianism,104,True
Laos,Southeast Asia,204,Han Confucianism,104,True
Kyrgyzstan,Central Eurasia,204,Han Confucianism,104,True
India,South Asia,204,Han Confucianism,104,True
China,East Asia,204,Han Confucianism,104,True
Macao S.A.R,East Asia,204,Han Confucianism,104,True
Hong Kong S.A.R.,East Asia,204,Han Confucianism,104,True
Myanmar,Southeast Asia,204,Han Confucianism,104,True
Vietnam,Southeast Asia,207,Buddhism in the Tang,482,True
Tajikistan,Central Eurasia,207,Buddhism in the Tang,482,True
Russia,Central Eurasia,207,Buddhism in the Tang,482,True
North Korea,East Asia,207,Buddhism in the Tang,482,True
Mongolia,Central Eurasia,207,Buddhism in the Tang,482,True
Laos,Southeast Asia,207,Buddhism in the Tang,482,True
Kyrgyzstan,Central Eurasia,207,Buddhism in the Tang,482,True
Kazakhstan,Central Eurasia,207,Buddhism in the Tang,482,True
China,East Asia,207,Buddhism in the Tang,482,True
Macao S.A.R,East Asia,207,Buddhism in the Tang,482,True
Hong Kong S.A.R.,East Asia,207,Buddhism in the Tang,482,True
Myanmar,Southeast Asia,207,Buddhism in the Tang,482,True
Vietnam,Southeast Asia,240,Late Medieval Chinese State Religion,45,True
Taiwan,East Asia,240,Late Medieval Chinese State Religion,45,True
North Korea,East Asia,240,Late Medieval Chinese State Religion,45,True
China,East Asia,240,Late Medieval Chinese State Religion,45,True
Macao S.A.R,East Asia,240,Late Medieval Chinese State Religion,45,True
Hong Kong S.A.R.,East Asia,240,Late Medieval Chinese State Religion,45,True
Vietnam,Southeast Asia,406,Daoism,45,True
Taiwan,East Asia,406,Daoism,45,True
North Korea,East Asia,406,Daoism,45,True
China,East Asia,406,Daoism,45,True
Macao S.A.R,East Asia,406,Daoism,45,True
Hong Kong S.A.R.,East Asia,406,Daoism,45,True
Vietnam,Southeast Asia,294,Xuanxue 玄學,574,True
Mongolia,Central Eurasia,294,Xuanxue 玄學,574,True
Laos,Southeast Asia,294,Xuanxue 玄學,574,True
China,East Asia,294,Xuanxue 玄學,574,True
Macao S.A.R,East Asia,294,Xuanxue 玄學,574,True
Hong Kong S.A.R.,East Asia,294,Xuanxue 玄學,574,True
Vietnam,Southeast Asia,435,Mongol Religion,685,True
Uzbekistan,Central Eurasia,435,Mongol Religion,685,True
Ukraine,Europe,435,Mongol Religion,685,True
Turkmenistan,Central Eurasia,435,Mongol Religion,685,True
Turkey,Southwest Asia,435,Mongol Religion,685,True
Tajikistan,Central Eurasia,435,Mongol Religion,685,True
Syria,Southwest Asia,435,Mongol Religion,685,True
South Korea,East Asia,435,Mongol Religion,685,True
Russia,Central Eurasia,435,Mongol Religion,685,True
Romania,Europe,435,Mongol Religion,685,True
Pakistan,South Asia,435,Mongol Religion,685,True
North Korea,East Asia,435,Mongol Religion,685,True
Nepal,South Asia,435,Mongol Religion,685,True
Mongolia,Central Eurasia,435,Mongol Religion,685,True
Moldova,Europe,435,Mongol Religion,685,True
Laos,Southeast Asia,435,Mongol Religion,685,True
Kyrgyzstan,Central Eurasia,435,Mongol Religion,685,True
Kuwait,Southwest Asia,435,Mongol Religion,685,True
Kazakhstan,Central Eurasia,435,Mongol Religion,685,True
Iraq,Southwest Asia,435,Mongol Religion,685,True
Iran,Southwest Asia,435,Mongol Religion,685,True
India,South Asia,435,Mongol Religion,685,True
Georgia,Southwest Asia,435,Mongol Religion,685,True
China,East Asia,435,Mongol Religion,685,True
Macao S.A.R,East Asia,435,Mongol Religion,685,True
Hong Kong S.A.R.,East Asia,435,Mongol Religion,685,True
Bhutan,South Asia,435,Mongol Religion,685,True
Belarus,Europe,435,Mongol Religion,685,True
Azerbaijan,Southwest Asia,435,Mongol Religion,685,True
Armenia,Southwest Asia,435,Mongol Religion,685,True
Afghanistan,South Asia,435,Mongol Religion,685,True
Vietnam,Southeast Asia,476,Cham Bani,724,True
Vietnam,Southeast Asia,491,Anglican Church,735,True
Vietnam,Southeast Asia,520,Cham Ahiér,762,True
Vietnam,Southeast Asia,526,Hmong Christianity,766,True
Thailand,Southeast Asia,526,Hmong Christianity,766,True
Laos,Southeast Asia,526,Hmong Christianity,766,True
China,East Asia,526,Hmong Christianity,766,True
Myanmar,Southeast Asia,526,Hmong Christianity,766,True
Cambodia,Southeast Asia,526,Hmong Christianity,766,True
Vietnam,Southeast Asia,570,Supreme Master Ching Hai World Society,806,True
Laos,Southeast Asia,570,Supreme Master Ching Hai World Society,806,True
China,East Asia,570,Supreme Master Ching Hai World Society,806,True
Myanmar,Southeast Asia,570,Supreme Master Ching Hai World Society,806,True
Cambodia,Southeast Asia,570,Supreme Master Ching Hai World Society,806,True
Vietnam,Southeast Asia,727,Raglai,935,True
Vietnam,Southeast Asia,751,Buddhism in the Mekong Delta,141,True
Laos,Southeast Asia,751,Buddhism in the Mekong Delta,141,True
China,East Asia,751,Buddhism in the Mekong Delta,141,True
Cambodia,Southeast Asia,751,Buddhism in the Mekong Delta,141,True
Vietnam,Southeast Asia,752,Haroi,955,True
Vietnam,Southeast Asia,834,The Plum Village Sangha of Thich Nhat Hanh,1003,True
Vietnam,Southeast Asia,879,Free Methodist Church,1103,True
Thailand,Southeast Asia,879,Free Methodist Church,1103,True
Sri Lanka,South Asia,879,Free Methodist Church,1103,True
Singapore,Southeast Asia,879,Free Methodist Church,1103,True
Philippines,Southeast Asia,879,Free Methodist Church,1103,True
Pakistan,South Asia,879,Free Methodist Church,1103,True
Nepal,South Asia,879,Free Methodist Church,1103,True
Malaysia,Southeast Asia,879,Free Methodist Church,1103,True
Laos,Southeast Asia,879,Free Methodist Church,1103,True
Indonesia,Southeast Asia,879,Free Methodist Church,1103,True
India,South Asia,879,Free Methodist Church,1103,True
China,East Asia,879,Free Methodist Church,1103,True
Cambodia,Southeast Asia,879,Free Methodist Church,1103,True
Myanmar,Southeast Asia,879,Free Methodist Church,1103,True
Brunei,Southeast Asia,879,Free Methodist Church,1103,True
Bangladesh,South Asia,879,Free Methodist Church,1103,True
Vietnam,Southeast Asia,883,Catholics in the People's Republic of China (PRC),809,True
Taiwan,East Asia,883,Catholics in the People's Republic of China (PRC),809,True
China,East Asia,883,Catholics in the People's Republic of China (PRC),809,True
Hong Kong S.A.R.,East Asia,883,Catholics in the People's Republic of China (PRC),809,True
Vietnam,Southeast Asia,1962,Huayan School 華嚴宗,809,True
Taiwan,East Asia,1962,Huayan School 華嚴宗,809,True
China,East Asia,1962,Huayan School 華嚴宗,809,True
Hong Kong S.A.R.,East Asia,1962,Huayan School 華嚴宗,809,True
Vietnam,Southeast Asia,941,Chan Buddhists in early Qing period,1087,True
Russia,Central Eurasia,941,Chan Buddhists in early Qing period,1087,True
North Korea,East Asia,941,Chan Buddhists in early Qing period,1087,True
Mongolia,Central Eurasia,941,Chan Buddhists in early Qing period,1087,True
Laos,Southeast Asia,941,Chan Buddhists in early Qing period,1087,True
China,East Asia,941,Chan Buddhists in early Qing period,1087,True
Macao S.A.R,East Asia,941,Chan Buddhists in early Qing period,1087,True
Hong Kong S.A.R.,East Asia,941,Chan Buddhists in early Qing period,1087,True
Myanmar,Southeast Asia,941,Chan Buddhists in early Qing period,1087,True
Vietnam,Southeast Asia,972,Nestorian Christianity,1121,True
Uzbekistan,Central Eurasia,972,Nestorian Christianity,1121,True
Turkmenistan,Central Eurasia,972,Nestorian Christianity,1121,True
Turkey,Southwest Asia,972,Nestorian Christianity,1121,True
Tajikistan,Central Eurasia,972,Nestorian Christianity,1121,True
Syria,Southwest Asia,972,Nestorian Christianity,1121,True
Saudi Arabia,Southwest Asia,972,Nestorian Christianity,1121,True
Russia,Central Eurasia,972,Nestorian Christianity,1121,True
Pakistan,South Asia,972,Nestorian Christianity,1121,True
Nepal,South Asia,972,Nestorian Christianity,1121,True
Mongolia,Central Eurasia,972,Nestorian Christianity,1121,True
Kyrgyzstan,Central Eurasia,972,Nestorian Christianity,1121,True
Kuwait,Southwest Asia,972,Nestorian Christianity,1121,True
Kazakhstan,Central Eurasia,972,Nestorian Christianity,1121,True
Jordan,Southwest Asia,972,Nestorian Christianity,1121,True
Israel,Southwest Asia,972,Nestorian Christianity,1121,True
Palestine,Southwest Asia,972,Nestorian Christianity,1121,True
Iraq,Southwest Asia,972,Nestorian Christianity,1121,True
Iran,Southwest Asia,972,Nestorian Christianity,1121,True
India,South Asia,972,Nestorian Christianity,1121,True
Egypt,Africa,972,Nestorian Christianity,1121,True
China,East Asia,972,Nestorian Christianity,1121,True
Myanmar,Southeast Asia,972,Nestorian Christianity,1121,True
Bhutan,South Asia,972,Nestorian Christianity,1121,True
Bangladesh,South Asia,972,Nestorian Christianity,1121,True
Azerbaijan,Southwest Asia,972,Nestorian Christianity,1121,True
Armenia,Southwest Asia,972,Nestorian Christianity,1121,True
Afghanistan,South Asia,972,Nestorian Christianity,1121,True
Vietnam,Southeast Asia,1038,Sino-Muslims in Qing China,1183,True
Laos,Southeast Asia,1038,Sino-Muslims in Qing China,1183,True
China,East Asia,1038,Sino-Muslims in Qing China,1183,True
Macao S.A.R,East Asia,1038,Sino-Muslims in Qing China,1183,True
Hong Kong S.A.R.,East Asia,1038,Sino-Muslims in Qing China,1183,True
Myanmar,Southeast Asia,1038,Sino-Muslims in Qing China,1183,True
Vietnam,Southeast Asia,2266,Yangsheng Daoism from Laozi to Ge Hong,1183,True
Laos,Southeast Asia,2266,Yangsheng Daoism from Laozi to Ge Hong,1183,True
China,East Asia,2266,Yangsheng Daoism from Laozi to Ge Hong,1183,True
Macao S.A.R,East Asia,2266,Yangsheng Daoism from Laozi to Ge Hong,1183,True
Hong Kong S.A.R.,East Asia,2266,Yangsheng Daoism from Laozi to Ge Hong,1183,True
Myanmar,Southeast Asia,2266,Yangsheng Daoism from Laozi to Ge Hong,1183,True
Vietnam,Southeast Asia,1044,Han Imperial Cult under Emperor Wu,89,True
Tajikistan,Central Eurasia,1044,Han Imperial Cult under Emperor Wu,89,True
South Korea,East Asia,1044,Han Imperial Cult under Emperor Wu,89,True
Pakistan,South Asia,1044,Han Imperial Cult under Emperor Wu,89,True
North Korea,East Asia,1044,Han Imperial Cult under Emperor Wu,89,True
Mongolia,Central Eurasia,1044,Han Imperial Cult under Emperor Wu,89,True
Laos,Southeast Asia,1044,Han Imperial Cult under Emperor Wu,89,True
Kyrgyzstan,Central Eurasia,1044,Han Imperial Cult under Emperor Wu,89,True
Kazakhstan,Central Eurasia,1044,Han Imperial Cult under Emperor Wu,89,True
China,East Asia,1044,Han Imperial Cult under Emperor Wu,89,True
Macao S.A.R,East Asia,1044,Han Imperial Cult under Emperor Wu,89,True
Hong Kong S.A.R.,East Asia,1044,Han Imperial Cult under Emperor Wu,89,True
Afghanistan,South Asia,1044,Han Imperial Cult under Emperor Wu,89,True
Vietnam,Southeast Asia,1060,The Taizhou Movement,1225,True
Taiwan,East Asia,1060,The Taizhou Movement,1225,True
North Korea,East Asia,1060,The Taizhou Movement,1225,True
Laos,Southeast Asia,1060,The Taizhou Movement,1225,True
China,East Asia,1060,The Taizhou Movement,1225,True
Macao S.A.R,East Asia,1060,The Taizhou Movement,1225,True
Hong Kong S.A.R.,East Asia,1060,The Taizhou Movement,1225,True
Myanmar,Southeast Asia,1060,The Taizhou Movement,1225,True
Vietnam,Southeast Asia,1140,Early Medieval Confucianism,1288,True
Taiwan,East Asia,1140,Early Medieval Confucianism,1288,True
Laos,Southeast Asia,1140,Early Medieval Confucianism,1288,True
China,East Asia,1140,Early Medieval Confucianism,1288,True
Macao S.A.R,East Asia,1140,Early Medieval Confucianism,1288,True
Hong Kong S.A.R.,East Asia,1140,Early Medieval Confucianism,1288,True
Myanmar,Southeast Asia,1140,Early Medieval Confucianism,1288,True
Vietnam,Southeast Asia,1149,Christianity in Tang China,1297,True
Tajikistan,Central Eurasia,1149,Christianity in Tang China,1297,True
Taiwan,East Asia,1149,Christianity in Tang China,1297,True
Pakistan,South Asia,1149,Christianity in Tang China,1297,True
North Korea,East Asia,1149,Christianity in Tang China,1297,True
Mongolia,Central Eurasia,1149,Christianity in Tang China,1297,True
Laos,Southeast Asia,1149,Christianity in Tang China,1297,True
Kyrgyzstan,Central Eurasia,1149,Christianity in Tang China,1297,True
Kazakhstan,Central Eurasia,1149,Christianity in Tang China,1297,True
India,South Asia,1149,Christianity in Tang China,1297,True
China,East Asia,1149,Christianity in Tang China,1297,True
Macao S.A.R,East Asia,1149,Christianity in Tang China,1297,True
Hong Kong S.A.R.,East Asia,1149,Christianity in Tang China,1297,True
Vietnam,Southeast Asia,1229,Three Self Patriotic Movement (TSPM),1132,True
Tajikistan,Central Eurasia,1229,Three Self Patriotic Movement (TSPM),1132,True
Russia,Central Eurasia,1229,Three Self Patriotic Movement (TSPM),1132,True
Pakistan,South Asia,1229,Three Self Patriotic Movement (TSPM),1132,True
North Korea,East Asia,1229,Three Self Patriotic Movement (TSPM),1132,True
Nepal,South Asia,1229,Three Self Patriotic Movement (TSPM),1132,True
Mongolia,Central Eurasia,1229,Three Self Patriotic Movement (TSPM),1132,True
Laos,Southeast Asia,1229,Three Self Patriotic Movement (TSPM),1132,True
Kyrgyzstan,Central Eurasia,1229,Three Self Patriotic Movement (TSPM),1132,True
Kazakhstan,Central Eurasia,1229,Three Self Patriotic Movement (TSPM),1132,True
India,South Asia,1229,Three Self Patriotic Movement (TSPM),1132,True
China,East Asia,1229,Three Self Patriotic Movement (TSPM),1132,True
Myanmar,Southeast Asia,1229,Three Self Patriotic Movement (TSPM),1132,True
Bhutan,South Asia,1229,Three Self Patriotic Movement (TSPM),1132,True
Vietnam,Southeast Asia,1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",1248,True
Taiwan,East Asia,1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",1248,True
China,East Asia,1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",1248,True
Macao S.A.R,East Asia,1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",1248,True
Hong Kong S.A.R.,East Asia,1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",1248,True
Vietnam,Southeast Asia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
Tajikistan,Central Eurasia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
Taiwan,East Asia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
Russia,Central Eurasia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
North Korea,East Asia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
Nepal,South Asia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
Mongolia,Central Eurasia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
Laos,Southeast Asia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
Kyrgyzstan,Central Eurasia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
Kazakhstan,Central Eurasia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
India,South Asia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
China,East Asia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
Macao S.A.R,East Asia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
Hong Kong S.A.R.,East Asia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
Myanmar,Southeast Asia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
Bhutan,South Asia,1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",2149,True
Vietnam,Southeast Asia,1340,International Sivananda Yoga Vedanta Centers,1493,True
Laos,Southeast Asia,1340,International Sivananda Yoga Vedanta Centers,1493,True
Cambodia,Southeast Asia,1340,International Sivananda Yoga Vedanta Centers,1493,True
Vietnam,Southeast Asia,2180,Cao Đài,2244,True
Vietnam,Southeast Asia,2273,Yuan divination schools,2356,True
Russia,Central Eurasia,2273,Yuan divination schools,2356,True
North Korea,East Asia,2273,Yuan divination schools,2356,True
Mongolia,Central Eurasia,2273,Yuan divination schools,2356,True
Laos,Southeast Asia,2273,Yuan divination schools,2356,True
China,East Asia,2273,Yuan divination schools,2356,True
Macao S.A.R,East Asia,2273,Yuan divination schools,2356,True
Hong Kong S.A.R.,East Asia,2273,Yuan divination schools,2356,True
Myanmar,Southeast Asia,2273,Yuan divination schools,2356,True
Venezuela,South America,463,Mundurucu,709,True
Suriname,South America,463,Mundurucu,709,True
Peru,South America,463,Mundurucu,709,True
Colombia,South America,463,Mundurucu,709,True
Brazil,South America,463,Mundurucu,709,True
Venezuela,South America,488,Yanomamo,733,True
Brazil,South America,488,Yanomamo,733,True
Venezuela,South America,491,Anglican Church,735,True
Venezuela,South America,495,Goajiro,741,True
Colombia,South America,495,Goajiro,741,True
Venezuela,South America,497,Carib,743,True
Guyana,South America,497,Carib,743,True
Venezuela,South America,589,Warrau,823,True
Guyana,South America,589,Warrau,823,True
Venezuela,South America,662,Goajiro,888,True
Colombia,South America,662,Goajiro,888,True
Venezuela,South America,771,Muscular Christianity,975,True
Uruguay,South America,771,Muscular Christianity,975,True
Suriname,South America,771,Muscular Christianity,975,True
Peru,South America,771,Muscular Christianity,975,True
Paraguay,South America,771,Muscular Christianity,975,True
Guyana,South America,771,Muscular Christianity,975,True
Colombia,South America,771,Muscular Christianity,975,True
Brazil,South America,771,Muscular Christianity,975,True
Bolivia,South America,771,Muscular Christianity,975,True
Argentina,South America,771,Muscular Christianity,975,True
Venezuela,South America,1153,Russian Orthodox Mission in Alaska,975,True
Uruguay,South America,1153,Russian Orthodox Mission in Alaska,975,True
Suriname,South America,1153,Russian Orthodox Mission in Alaska,975,True
Peru,South America,1153,Russian Orthodox Mission in Alaska,975,True
Paraguay,South America,1153,Russian Orthodox Mission in Alaska,975,True
Guyana,South America,1153,Russian Orthodox Mission in Alaska,975,True
Colombia,South America,1153,Russian Orthodox Mission in Alaska,975,True
Brazil,South America,1153,Russian Orthodox Mission in Alaska,975,True
Bolivia,South America,1153,Russian Orthodox Mission in Alaska,975,True
Argentina,South America,1153,Russian Orthodox Mission in Alaska,975,True
Venezuela,South America,857,Wesleyanism,1097,True
Peru,South America,857,Wesleyanism,1097,True
Ecuador,South America,857,Wesleyanism,1097,True
Colombia,South America,857,Wesleyanism,1097,True
Brazil,South America,857,Wesleyanism,1097,True
Venezuela,South America,879,Free Methodist Church,1103,True
Uruguay,South America,879,Free Methodist Church,1103,True
Suriname,South America,879,Free Methodist Church,1103,True
Peru,South America,879,Free Methodist Church,1103,True
Paraguay,South America,879,Free Methodist Church,1103,True
Panama,North America,879,Free Methodist Church,1103,True
Ecuador,South America,879,Free Methodist Church,1103,True
Colombia,South America,879,Free Methodist Church,1103,True
Chile,South America,879,Free Methodist Church,1103,True
Brazil,South America,879,Free Methodist Church,1103,True
Bolivia,South America,879,Free Methodist Church,1103,True
Argentina,South America,879,Free Methodist Church,1103,True
Venezuela,South America,910,Christian Base Community movement,1062,True
Uruguay,South America,910,Christian Base Community movement,1062,True
United States of America,North America,910,Christian Base Community movement,1062,True
Peru,South America,910,Christian Base Community movement,1062,True
Paraguay,South America,910,Christian Base Community movement,1062,True
Panama,North America,910,Christian Base Community movement,1062,True
Nicaragua,North America,910,Christian Base Community movement,1062,True
Mexico,North America,910,Christian Base Community movement,1062,True
Honduras,North America,910,Christian Base Community movement,1062,True
Guyana,South America,910,Christian Base Community movement,1062,True
Guatemala,North America,910,Christian Base Community movement,1062,True
El Salvador,North America,910,Christian Base Community movement,1062,True
Ecuador,South America,910,Christian Base Community movement,1062,True
Costa Rica,North America,910,Christian Base Community movement,1062,True
Colombia,South America,910,Christian Base Community movement,1062,True
Chile,South America,910,Christian Base Community movement,1062,True
Brazil,South America,910,Christian Base Community movement,1062,True
Bolivia,South America,910,Christian Base Community movement,1062,True
Belize,North America,910,Christian Base Community movement,1062,True
Argentina,South America,910,Christian Base Community movement,1062,True
Venezuela,South America,931,The Society of Jesus (Jesuits) in Britain,1078,True
Suriname,South America,931,The Society of Jesus (Jesuits) in Britain,1078,True
Guyana,South America,931,The Society of Jesus (Jesuits) in Britain,1078,True
Brazil,South America,931,The Society of Jesus (Jesuits) in Britain,1078,True
Venezuela,South America,942,African Methodist Episcopal Church,1095,True
Uruguay,South America,942,African Methodist Episcopal Church,1095,True
Suriname,South America,942,African Methodist Episcopal Church,1095,True
Peru,South America,942,African Methodist Episcopal Church,1095,True
Paraguay,South America,942,African Methodist Episcopal Church,1095,True
Guyana,South America,942,African Methodist Episcopal Church,1095,True
Colombia,South America,942,African Methodist Episcopal Church,1095,True
Brazil,South America,942,African Methodist Episcopal Church,1095,True
Bolivia,South America,942,African Methodist Episcopal Church,1095,True
Argentina,South America,942,African Methodist Episcopal Church,1095,True
Venezuela,South America,989,Opus Dei,1147,True
Uruguay,South America,989,Opus Dei,1147,True
Puerto Rico,North America,989,Opus Dei,1147,True
United States of America,North America,989,Opus Dei,1147,True
Cayman Islands,North America,989,Opus Dei,1147,True
Turks and Caicos Islands,North America,989,Opus Dei,1147,True
Suriname,South America,989,Opus Dei,1147,True
Peru,South America,989,Opus Dei,1147,True
Paraguay,South America,989,Opus Dei,1147,True
Panama,North America,989,Opus Dei,1147,True
Nicaragua,North America,989,Opus Dei,1147,True
Mexico,North America,989,Opus Dei,1147,True
Honduras,North America,989,Opus Dei,1147,True
Haiti,North America,989,Opus Dei,1147,True
Guyana,South America,989,Opus Dei,1147,True
Guatemala,North America,989,Opus Dei,1147,True
Saint Pierre and Miquelon,North America,989,Opus Dei,1147,True
El Salvador,North America,989,Opus Dei,1147,True
Ecuador,South America,989,Opus Dei,1147,True
Dominican Republic,North America,989,Opus Dei,1147,True
Greenland,Europe,989,Opus Dei,1147,True
Cuba,North America,989,Opus Dei,1147,True
Costa Rica,North America,989,Opus Dei,1147,True
Colombia,South America,989,Opus Dei,1147,True
Chile,South America,989,Opus Dei,1147,True
Canada,North America,989,Opus Dei,1147,True
Brazil,South America,989,Opus Dei,1147,True
Bolivia,South America,989,Opus Dei,1147,True
Belize,North America,989,Opus Dei,1147,True
The Bahamas,North America,989,Opus Dei,1147,True
Argentina,South America,989,Opus Dei,1147,True
Venezuela,South America,1178,Modern Mystery School (MMS),1322,True
Uruguay,South America,1178,Modern Mystery School (MMS),1322,True
Suriname,South America,1178,Modern Mystery School (MMS),1322,True
Peru,South America,1178,Modern Mystery School (MMS),1322,True
Paraguay,South America,1178,Modern Mystery School (MMS),1322,True
Guyana,South America,1178,Modern Mystery School (MMS),1322,True
Colombia,South America,1178,Modern Mystery School (MMS),1322,True
Brazil,South America,1178,Modern Mystery School (MMS),1322,True
Bolivia,South America,1178,Modern Mystery School (MMS),1322,True
Argentina,South America,1178,Modern Mystery School (MMS),1322,True
Venezuela,South America,1542,Umbanda,1750,True
Suriname,South America,1542,Umbanda,1750,True
Peru,South America,1542,Umbanda,1750,True
Paraguay,South America,1542,Umbanda,1750,True
Guyana,South America,1542,Umbanda,1750,True
Colombia,South America,1542,Umbanda,1750,True
Brazil,South America,1542,Umbanda,1750,True
Bolivia,South America,1542,Umbanda,1750,True
Argentina,South America,1542,Umbanda,1750,True
Venezuela,South America,2157,Blue Light Evangelicals in the Late Eighteenth-Century Royal Navy,2225,True
United States Virgin Islands,North America,2157,Blue Light Evangelicals in the Late Eighteenth-Century Royal Navy,2225,True
Puerto Rico,North America,2157,Blue Light Evangelicals in the Late Eighteenth-Century Royal Navy,2225,True
United States of America,North America,2157,Blue Light Evangelicals in the Late Eighteenth-Century Royal Navy,2225,True
Anguilla,North America,2157,Blue Light Evangelicals in the Late Eighteenth-Century Royal Navy,2225,True
Cayman Islands,North America,2157,Blue Light Evangelicals in the Late Eighteenth-Century Royal Navy,2225,True
