method,nan_in_y_pred,type,percent,iter,rmse,mpb,accuracy,precision,recall,f1
FAMD,False,MNAR,80,7,0.4940591950252281,24.409448818897637,0.7559055118110236,0.7559055118110236,1.0,0.8609865470852018
FAMD,False,MNAR,80,8,0.6482037235521644,7.9831932773109235,0.5798319327731093,0.7012987012987013,0.6666666666666666,0.6835443037974684
FAMD,False,MNAR,80,8,0.4940591950252281,24.409448818897637,0.7559055118110236,0.7559055118110236,1.0,0.8609865470852018
FAMD,False,MNAR,80,8,0.3794733192202055,14.399999999999999,0.856,0.856,1.0,0.9224137931034483
FAMD,False,MNAR,80,8,0.4303314829119352,17.40740740740741,0.8148148148148148,0.8195488721804511,0.990909090909091,0.897119341563786
FAMD,False,MNAR,80,8,0.8017837257372732,23.809523809523807,0.35714285714285715,0.6956521739130435,0.17777777777777778,0.2831858407079646
FAMD,False,MNAR,80,8,0.5345224838248488,2.380952380952381,0.7142857142857143,0.8387096774193549,0.6666666666666666,0.7428571428571428
FAMD,False,MNAR,80,8,0.3429971702850177,11.76470588235294,0.8823529411764706,0.8813559322033898,1.0,0.936936936936937
FAMD,False,MNAR,80,8,0.43885372573625553,19.25925925925926,0.8074074074074075,0.8059701492537313,1.0,0.8925619834710743
FAMD,False,MNAR,80,9,0.6529598679454096,29.844961240310074,0.5736434108527132,0.6206896551724138,0.8674698795180723,0.7236180904522613
FAMD,False,MNAR,80,9,0.468718433280546,21.96969696969697,0.7803030303030303,0.7803030303030303,1.0,0.876595744680851
FAMD,False,MNAR,80,9,0.38778336716474066,12.781954887218044,0.849624060150376,0.8625954198473282,0.9826086956521739,0.9186991869918698
FAMD,False,MNAR,80,9,0.4289522117905443,13.600000000000001,0.816,0.8389830508474576,0.9611650485436893,0.8959276018099547
FAMD,False,MNAR,80,9,0.5730254871776855,23.88059701492537,0.6716417910447762,0.6869565217391305,0.9080459770114943,0.7821782178217821
FAMD,False,MNAR,80,9,0.48832523840319625,5.384615384615385,0.7615384615384615,0.810126582278481,0.8,0.8050314465408804
FAMD,False,MNAR,80,9,0.39587424507089086,15.671641791044777,0.8432835820895522,0.8421052631578947,1.0,0.9142857142857143
FAMD,False,MNAR,80,9,0.47907013758040845,20.491803278688526,0.7704918032786885,0.7833333333333333,0.9791666666666666,0.8703703703703703
FAMD,False,MNAR,80,10,0.6406619710846195,24.253731343283583,0.5895522388059702,0.6428571428571429,0.8275862068965517,0.7236180904522613
FAMD,False,MNAR,80,10,0.45607017003965516,20.8,0.792,0.792,1.0,0.8839285714285714
FAMD,False,MNAR,80,10,0.3937496154790789,15.503875968992247,0.8449612403100775,0.8449612403100775,1.0,0.9159663865546218
FAMD,False,MNAR,80,10,0.4183300132670378,17.5,0.825,0.8235294117647058,1.0,0.9032258064516129
FAMD,False,MNAR,80,10,0.6024640760767093,35.18518518518518,0.6370370370370371,0.6335877862595419,0.9880952380952381,0.772093023255814
FAMD,False,MNAR,80,10,0.724692939192254,26.258992805755394,0.4748201438848921,1.0,0.16091954022988506,0.2772277227722772
FAMD,False,MNAR,80,10,0.3692744729379982,12.5,0.8636363636363636,0.8692307692307693,0.9912280701754386,0.9262295081967212
FAMD,False,MNAR,80,10,0.46589082794780523,21.705426356589147,0.7829457364341085,0.78125,1.0,0.8771929824561403
GLRM,False,MAR,10,1,0.2773500981126146,7.6923076923076925,0.9230769230769231,0.9230769230769231,1.0,0.9600000000000001
GLRM,False,MAR,10,1,0.3333333333333333,11.11111111111111,0.8888888888888888,0.8888888888888888,1.0,0.9411764705882353
GLRM,False,MAR,10,1,0.5423261445466404,29.411764705882355,0.7058823529411765,0.7058823529411765,1.0,0.8275862068965517
GLRM,False,MAR,10,1,0.4767312946227962,22.727272727272727,0.7727272727272727,0.7727272727272727,1.0,0.8717948717948718
GLRM,False,MAR,10,1,0.5,25.0,0.75,0.75,1.0,0.8571428571428571
GLRM,False,MAR,10,1,0.4330127018922193,18.75,0.8125,0.8125,1.0,0.896551724137931
GLRM,False,MAR,10,1,0.0,0.0,1.0,1.0,1.0,1.0
GLRM,False,MAR,10,1,0.5477225575051661,30.0,0.7,0.7,1.0,0.8235294117647058
GLRM,False,MAR,10,2,0.5773502691896257,27.083333333333332,0.6666666666666666,0.6666666666666666,0.9333333333333333,0.7777777777777778
GLRM,False,MAR,10,2,0.4330127018922193,18.75,0.8125,0.8125,1.0,0.896551724137931
GLRM,False,MAR,10,2,0.2581988897471611,6.666666666666667,0.9333333333333333,0.9333333333333333,1.0,0.9655172413793104
GLRM,False,MAR,10,2,0.4714045207910317,22.22222222222222,0.7777777777777778,0.7777777777777778,1.0,0.8750000000000001
GLRM,False,MAR,10,2,0.3535533905932738,12.5,0.875,0.875,1.0,0.9333333333333333
GLRM,False,MAR,10,2,0.5477225575051661,30.0,0.7,0.7,1.0,0.8235294117647058
GLRM,False,MAR,10,2,0.0,0.0,1.0,1.0,1.0,1.0
GLRM,False,MAR,10,2,0.3779644730092272,14.285714285714285,0.8571428571428571,0.8571428571428571,1.0,0.923076923076923
GLRM,False,MAR,10,3,0.7302967433402214,53.333333333333336,0.4666666666666667,0.4666666666666667,1.0,0.6363636363636364
GLRM,False,MAR,10,3,0.3333333333333333,11.11111111111111,0.8888888888888888,0.8888888888888888,1.0,0.9411764705882353
GLRM,False,MAR,10,3,0.4803844614152614,23.076923076923077,0.7692307692307693,0.7692307692307693,1.0,0.8695652173913044
GLRM,False,MAR,10,3,0.408248290463863,16.666666666666664,0.8333333333333334,0.8333333333333334,1.0,0.9090909090909091
GLRM,False,MAR,10,3,0.5590169943749475,31.25,0.6875,0.6875,1.0,0.8148148148148148
GLRM,False,MAR,10,3,0.4714045207910317,22.22222222222222,0.7777777777777778,0.7777777777777778,1.0,0.8750000000000001
GLRM,False,MAR,10,3,0.28867513459481287,8.333333333333332,0.9166666666666666,0.9166666666666666,1.0,0.9565217391304348
GLRM,False,MAR,10,3,0.2672612419124244,7.142857142857142,0.9285714285714286,0.9285714285714286,1.0,0.962962962962963
GLRM,False,MAR,10,4,0.4714045207910317,13.88888888888889,0.7777777777777778,0.8,0.9230769230769231,0.8571428571428571
GLRM,False,MAR,10,4,0.5,25.0,0.75,0.75,1.0,0.8571428571428571
GLRM,False,MAR,10,4,0.3651483716701107,13.333333333333334,0.8666666666666667,0.8666666666666667,1.0,0.9285714285714286
GLRM,False,MAR,10,4,0.4472135954999579,20.0,0.8,0.8,1.0,0.888888888888889
GLRM,False,MAR,10,4,0.6236095644623235,38.88888888888889,0.6111111111111112,0.6111111111111112,1.0,0.7586206896551725
GLRM,False,MAR,10,4,0.5773502691896257,33.33333333333333,0.6666666666666666,0.6666666666666666,1.0,0.8
GLRM,False,MAR,10,4,0.23570226039551584,5.555555555555555,0.9444444444444444,0.9444444444444444,1.0,0.9714285714285714
GLRM,False,MAR,10,4,0.4803844614152614,23.076923076923077,0.7692307692307693,0.7692307692307693,1.0,0.8695652173913044
GLRM,False,MAR,10,5,0.5773502691896257,33.33333333333333,0.6666666666666666,0.6666666666666666,1.0,0.8
GLRM,False,MAR,10,5,0.5163977794943222,26.666666666666668,0.7333333333333333,0.7333333333333333,1.0,0.846153846153846
GLRM,False,MAR,10,5,0.5477225575051661,30.0,0.7,0.7,1.0,0.8235294117647058
GLRM,False,MAR,10,5,0.3429971702850177,11.76470588235294,0.8823529411764706,0.8823529411764706,1.0,0.9375
GLRM,False,MAR,10,5,0.7071067811865476,16.666666666666664,0.5,0.5,0.1111111111111111,0.1818181818181818
GLRM,False,MAR,10,5,0.408248290463863,16.666666666666664,0.8333333333333334,0.8235294117647058,1.0,0.9032258064516129
GLRM,False,MAR,10,5,0.31622776601683794,10.0,0.9,0.9,1.0,0.9473684210526316
GLRM,False,MAR,10,5,0.4629100498862757,21.428571428571427,0.7857142857142857,0.7857142857142857,1.0,0.88
GLRM,False,MAR,10,6,0.6454972243679028,20.833333333333336,0.5833333333333334,1.0,0.5833333333333334,0.7368421052631579
GLRM,False,MAR,10,6,0.5,10.0,0.75,0.8333333333333334,0.8823529411764706,0.8571428571428571
GLRM,False,MAR,10,6,0.4714045207910317,13.88888888888889,0.7777777777777778,0.8235294117647058,0.9333333333333333,0.8749999999999999
GLRM,False,MAR,10,6,0.28867513459481287,8.333333333333332,0.9166666666666666,0.9166666666666666,1.0,0.9565217391304348
GLRM,False,MAR,10,6,0.4714045207910317,22.22222222222222,0.7777777777777778,0.7777777777777778,1.0,0.8750000000000001
GLRM,False,MAR,10,6,0.5,25.0,0.75,0.75,1.0,0.8571428571428571
GLRM,False,MAR,10,6,0.42008402520840293,8.823529411764707,0.8235294117647058,0.875,0.9333333333333333,0.9032258064516129
GLRM,False,MAR,10,6,0.5,10.0,0.75,0.8333333333333334,0.8823529411764706,0.8571428571428571
GLRM,False,MAR,10,7,0.5976143046671968,35.714285714285715,0.6428571428571429,0.5454545454545454,1.0,0.7058823529411764
GLRM,False,MAR,10,7,0.5477225575051661,30.0,0.7,0.7,1.0,0.8235294117647058
GLRM,False,MAR,10,7,0.3692744729379982,6.8181818181818175,0.8636363636363636,0.9,0.9473684210526315,0.9230769230769231
GLRM,False,MAR,10,7,0.5,25.0,0.75,0.75,1.0,0.8571428571428571
GLRM,False,MAR,10,7,0.5345224838248488,28.57142857142857,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333333
GLRM,False,MAR,10,7,0.6324555320336759,32.5,0.6,0.631578947368421,0.9230769230769231,0.7499999999999999
GLRM,False,MAR,10,7,0.0,0.0,1.0,1.0,1.0,1.0
GLRM,False,MAR,10,7,0.5,6.25,0.75,0.8571428571428571,0.8571428571428571,0.8571428571428571
GLRM,False,MAR,10,8,0.5443310539518174,3.7037037037037033,0.7037037037037037,0.8333333333333334,0.625,0.7142857142857143
GLRM,False,MAR,10,8,0.2672612419124244,7.142857142857142,0.9285714285714286,0.9285714285714286,1.0,0.962962962962963
GLRM,False,MAR,10,8,0.3872983346207417,15.0,0.85,0.85,1.0,0.9189189189189189
GLRM,False,MAR,10,8,0.3429971702850177,11.76470588235294,0.8823529411764706,0.8823529411764706,1.0,0.9375
GLRM,False,MAR,10,8,0.5619514869490163,31.57894736842105,0.6842105263157895,0.6842105263157895,1.0,0.8125000000000001
GLRM,False,MAR,10,8,0.5163977794943222,16.666666666666664,0.7333333333333333,0.7857142857142857,0.9166666666666666,0.8461538461538461
GLRM,False,MAR,10,8,0.3872983346207417,7.5,0.85,0.8947368421052632,0.9444444444444444,0.918918918918919
GLRM,False,MAR,10,8,0.6324555320336759,40.0,0.6,0.6,1.0,0.7499999999999999
GLRM,False,MAR,10,9,0.4879500364742666,23.809523809523807,0.7619047619047619,0.7619047619047619,1.0,0.8648648648648648
GLRM,False,MAR,10,9,0.4879500364742666,23.809523809523807,0.7619047619047619,0.7619047619047619,1.0,0.8648648648648648
GLRM,False,MAR,10,9,0.3429971702850177,2.941176470588235,0.8823529411764706,0.9375,0.9375,0.9375
GLRM,False,MAR,10,9,0.4364357804719847,19.047619047619047,0.8095238095238095,0.8095238095238095,1.0,0.8947368421052632
GLRM,False,MAR,10,9,0.4330127018922193,18.75,0.8125,0.8125,1.0,0.896551724137931
GLRM,False,MAR,10,9,0.5,25.0,0.75,0.75,1.0,0.8571428571428571
GLRM,False,MAR,10,9,0.39735970711951313,7.894736842105263,0.8421052631578947,0.8888888888888888,0.9411764705882353,0.9142857142857143
GLRM,False,MAR,10,9,0.3692744729379982,13.636363636363635,0.8636363636363636,0.8636363636363636,1.0,0.9268292682926829
GLRM,False,MAR,10,10,0.5547001962252291,30.76923076923077,0.6923076923076923,0.6923076923076923,1.0,0.8181818181818181
GLRM,False,MAR,10,10,0.4472135954999579,20.0,0.8,0.8,1.0,0.888888888888889
GLRM,False,MAR,10,10,0.4385290096535146,19.230769230769234,0.8076923076923077,0.8076923076923077,1.0,0.8936170212765957
GLRM,False,MAR,10,10,0.3651483716701107,13.333333333333334,0.8666666666666667,0.8666666666666667,1.0,0.9285714285714286
GLRM,False,MAR,10,10,0.3922322702763681,15.384615384615385,0.8461538461538461,0.8461538461538461,1.0,0.9166666666666666
GLRM,False,MAR,10,10,0.6666666666666666,44.44444444444444,0.5555555555555556,0.5555555555555556,1.0,0.7142857142857143
GLRM,False,MAR,10,10,0.3535533905932738,12.5,0.875,0.875,1.0,0.9333333333333333
GLRM,False,MAR,10,10,0.408248290463863,16.666666666666664,0.8333333333333334,0.8333333333333334,1.0,0.9090909090909091
GLRM,False,MAR,20,1,0.4016096644512494,16.129032258064516,0.8387096774193549,0.8387096774193549,1.0,0.9122807017543859
GLRM,False,MAR,20,1,0.34641016151377546,12.0,0.88,0.88,1.0,0.9361702127659575
GLRM,False,MAR,20,1,0.4016096644512494,16.129032258064516,0.8387096774193549,0.8387096774193549,1.0,0.9122807017543859
GLRM,False,MAR,20,1,0.42008402520840293,17.647058823529413,0.8235294117647058,0.8235294117647058,1.0,0.9032258064516129
GLRM,False,MAR,20,1,0.47519096331149147,22.58064516129032,0.7741935483870968,0.7741935483870968,1.0,0.8727272727272727
GLRM,False,MAR,20,1,0.5477225575051661,30.0,0.7,0.7,1.0,0.8235294117647058
GLRM,False,MAR,20,1,0.31622776601683794,10.0,0.9,0.9,1.0,0.9473684210526316
GLRM,False,MAR,20,1,0.5504818825631803,30.303030303030305,0.696969696969697,0.696969696969697,1.0,0.8214285714285715
GLRM,False,MAR,20,2,0.6546536707079771,42.857142857142854,0.5714285714285714,0.5714285714285714,1.0,0.7272727272727273
GLRM,False,MAR,20,2,0.4714045207910317,18.055555555555554,0.7777777777777778,0.8,0.9655172413793104,0.8750000000000001
GLRM,False,MAR,20,2,0.4472135954999579,16.25,0.8,0.8205128205128205,0.9696969696969697,0.8888888888888888
GLRM,False,MAR,20,2,0.36760731104690386,13.513513513513514,0.8648648648648649,0.8648648648648649,1.0,0.927536231884058
GLRM,False,MAR,20,2,0.4803844614152614,23.076923076923077,0.7692307692307693,0.7692307692307693,1.0,0.8695652173913044
GLRM,False,MAR,20,2,0.6183469424008423,38.23529411764706,0.6176470588235294,0.6176470588235294,1.0,0.7636363636363637
GLRM,False,MAR,20,2,0.23904572186687872,1.4285714285714286,0.9428571428571428,0.9705882352941176,0.9705882352941176,0.9705882352941176
GLRM,False,MAR,20,2,0.4330127018922193,18.75,0.8125,0.8125,1.0,0.896551724137931
GLRM,False,MAR,20,3,0.5940885257860046,35.294117647058826,0.6470588235294118,0.6470588235294118,1.0,0.7857142857142858
GLRM,False,MAR,20,3,0.42008402520840293,13.23529411764706,0.8235294117647058,0.8484848484848485,0.9655172413793104,0.9032258064516129
GLRM,False,MAR,20,3,0.3592106040535498,12.903225806451612,0.8709677419354839,0.8709677419354839,1.0,0.9310344827586207
GLRM,False,MAR,20,3,0.4140393356054125,17.142857142857142,0.8285714285714286,0.8285714285714286,1.0,0.90625
GLRM,False,MAR,20,3,0.6519202405202649,42.5,0.575,0.575,1.0,0.7301587301587301
GLRM,False,MAR,20,3,0.6183469424008423,38.23529411764706,0.6176470588235294,0.6176470588235294,1.0,0.7636363636363637
GLRM,False,MAR,20,3,0.32732683535398854,10.714285714285714,0.8928571428571429,0.8928571428571429,1.0,0.9433962264150945
GLRM,False,MAR,20,3,0.4026936331284146,12.162162162162163,0.8378378378378378,0.8611111111111112,0.96875,0.911764705882353
GLRM,False,MAR,20,4,0.5527707983925667,30.555555555555557,0.6944444444444444,0.6944444444444444,1.0,0.819672131147541
GLRM,False,MAR,20,4,0.5222329678670935,27.27272727272727,0.7272727272727273,0.7272727272727273,1.0,0.8421052631578948
GLRM,False,MAR,20,4,0.37267799624996495,13.88888888888889,0.8611111111111112,0.8611111111111112,1.0,0.9253731343283582
GLRM,False,MAR,20,4,0.4140393356054125,17.142857142857142,0.8285714285714286,0.8285714285714286,1.0,0.90625
GLRM,False,MAR,20,4,0.7884298457197201,22.972972972972975,0.3783783783783784,0.5,0.08695652173913043,0.14814814814814817
GLRM,False,MAR,20,4,0.5570860145311556,31.03448275862069,0.6896551724137931,0.6896551724137931,1.0,0.8163265306122449
GLRM,False,MAR,20,4,0.3110855084191276,9.67741935483871,0.9032258064516129,0.9032258064516129,1.0,0.9491525423728813
GLRM,False,MAR,20,4,0.4330127018922193,18.75,0.8125,0.8125,1.0,0.896551724137931
GLRM,False,MAR,20,5,0.512989176042577,26.31578947368421,0.7368421052631579,0.7368421052631579,1.0,0.8484848484848484
GLRM,False,MAR,20,5,0.4714045207910317,22.22222222222222,0.7777777777777778,0.7777777777777778,1.0,0.8750000000000001
GLRM,False,MAR,20,5,0.45374260648651504,20.588235294117645,0.7941176470588235,0.7941176470588235,1.0,0.8852459016393442
GLRM,False,MAR,20,5,0.3651483716701107,13.333333333333334,0.8666666666666667,0.8666666666666667,1.0,0.9285714285714286
GLRM,False,MAR,20,5,0.5940885257860046,35.294117647058826,0.6470588235294118,0.6470588235294118,1.0,0.7857142857142858
GLRM,False,MAR,20,5,0.5976143046671968,35.714285714285715,0.6428571428571429,0.6428571428571429,1.0,0.782608695652174
GLRM,False,MAR,20,5,0.2773500981126146,7.6923076923076925,0.9230769230769231,0.9230769230769231,1.0,0.9600000000000001
GLRM,False,MAR,20,5,0.4605661864718383,21.21212121212121,0.7878787878787878,0.7878787878787878,1.0,0.8813559322033898
GLRM,False,MAR,20,6,0.2581988897471611,6.666666666666667,0.9333333333333333,0.9333333333333333,1.0,0.9655172413793104
GLRM,False,MAR,20,6,0.43994134506405985,19.35483870967742,0.8064516129032258,0.8064516129032258,1.0,0.8928571428571428
GLRM,False,MAR,20,6,0.4034732923929645,16.27906976744186,0.8372093023255814,0.8372093023255814,1.0,0.9113924050632911
GLRM,False,MAR,20,6,0.32163376045133846,10.344827586206897,0.896551724137931,0.896551724137931,1.0,0.9454545454545454
GLRM,False,MAR,20,6,0.5222329678670935,27.27272727272727,0.7272727272727273,0.7272727272727273,1.0,0.8421052631578948
GLRM,False,MAR,20,6,0.5443310539518174,29.629629629629626,0.7037037037037037,0.7037037037037037,1.0,0.8260869565217391
GLRM,False,MAR,20,6,0.36760731104690386,13.513513513513514,0.8648648648648649,0.8648648648648649,1.0,0.927536231884058
GLRM,False,MAR,20,6,0.4131969352706687,17.073170731707318,0.8292682926829268,0.8292682926829268,1.0,0.9066666666666667
GLRM,False,MAR,20,7,0.6324555320336759,40.0,0.6,0.6,1.0,0.7499999999999999
GLRM,False,MAR,20,7,0.5,25.0,0.75,0.75,1.0,0.8571428571428571
GLRM,False,MAR,20,7,0.31234752377721214,9.75609756097561,0.9024390243902439,0.9024390243902439,1.0,0.9487179487179488
GLRM,False,MAR,20,7,0.3779644730092272,14.285714285714285,0.8571428571428571,0.8571428571428571,1.0,0.923076923076923
GLRM,False,MAR,20,7,0.43495883620084,18.91891891891892,0.8108108108108109,0.8108108108108109,1.0,0.8955223880597014
GLRM,False,MAR,20,7,0.8043996665398437,19.11764705882353,0.35294117647058826,0.5714285714285714,0.17391304347826086,0.26666666666666666
GLRM,False,MAR,20,7,0.3429971702850177,11.76470588235294,0.8823529411764706,0.8823529411764706,1.0,0.9375
GLRM,False,MAR,20,7,0.4913036844405175,24.137931034482758,0.7586206896551724,0.7586206896551724,1.0,0.8627450980392156
GLRM,False,MAR,20,8,0.565685424949238,32.0,0.68,0.6666666666666666,1.0,0.8
GLRM,False,MAR,20,8,0.3535533905932738,12.5,0.875,0.875,1.0,0.9333333333333333
GLRM,False,MAR,20,8,0.39009474880274697,15.217391304347828,0.8478260869565217,0.8478260869565217,1.0,0.9176470588235294
GLRM,False,MAR,20,8,0.34641016151377546,12.0,0.88,0.88,1.0,0.9361702127659575
GLRM,False,MAR,20,8,0.568796458994521,32.35294117647059,0.6764705882352942,0.6764705882352942,1.0,0.8070175438596492
GLRM,False,MAR,20,8,0.454858826147342,20.689655172413794,0.7931034482758621,0.7931034482758621,1.0,0.8846153846153846
GLRM,False,MAR,20,8,0.4131969352706687,17.073170731707318,0.8292682926829268,0.8292682926829268,1.0,0.9066666666666667
GLRM,False,MAR,20,8,0.5291502622129182,28.000000000000004,0.72,0.72,1.0,0.8372093023255813
GLRM,False,MAR,20,9,0.531609533071195,28.26086956521739,0.717391304347826,0.717391304347826,1.0,0.8354430379746834
GLRM,False,MAR,20,9,0.5303300858899106,28.125,0.71875,0.71875,1.0,0.8363636363636363
GLRM,False,MAR,20,9,0.32025630761017426,10.256410256410255,0.8974358974358975,0.8974358974358975,1.0,0.945945945945946
GLRM,False,MAR,20,9,0.3627381250550058,13.157894736842104,0.868421052631579,0.868421052631579,1.0,0.9295774647887324
GLRM,False,MAR,20,9,0.408248290463863,16.666666666666664,0.8333333333333334,0.8333333333333334,1.0,0.9090909090909091
GLRM,False,MAR,20,9,0.5504818825631803,30.303030303030305,0.696969696969697,0.696969696969697,1.0,0.8214285714285715
GLRM,False,MAR,20,9,0.23904572186687872,5.714285714285714,0.9428571428571428,0.9428571428571428,1.0,0.9705882352941176
GLRM,False,MAR,20,9,0.4183300132670378,17.5,0.825,0.825,1.0,0.9041095890410958
GLRM,False,MAR,20,10,0.6267831705280087,39.285714285714285,0.6071428571428571,0.6071428571428571,1.0,0.7555555555555554
GLRM,False,MAR,20,10,0.5,25.0,0.75,0.75,1.0,0.8571428571428571
GLRM,False,MAR,20,10,0.37267799624996495,13.88888888888889,0.8611111111111112,0.8611111111111112,1.0,0.9253731343283582
GLRM,False,MAR,20,10,0.4743416490252569,22.5,0.775,0.775,1.0,0.8732394366197184
GLRM,False,MAR,20,10,0.4803844614152614,23.076923076923077,0.7692307692307693,0.7692307692307693,1.0,0.8695652173913044
GLRM,False,MAR,20,10,0.7595545253127499,11.538461538461538,0.4230769230769231,0.5,0.2,0.28571428571428575
GLRM,False,MAR,20,10,0.32732683535398854,10.714285714285714,0.8928571428571429,0.8928571428571429,1.0,0.9433962264150945
GLRM,False,MAR,20,10,0.50709255283711,25.71428571428571,0.7428571428571429,0.7428571428571429,1.0,0.8524590163934427
GLRM,False,MAR,30,1,0.8591246929842246,19.047619047619047,0.2619047619047619,0.375,0.10344827586206896,0.16216216216216217
GLRM,False,MAR,30,1,0.3572948005052482,12.76595744680851,0.8723404255319149,0.8723404255319149,1.0,0.9318181818181819
GLRM,False,MAR,30,1,0.4343722427630694,18.867924528301888,0.8113207547169812,0.8113207547169812,1.0,0.8958333333333334
GLRM,False,MAR,30,1,0.3692744729379982,13.636363636363635,0.8636363636363636,0.8636363636363636,1.0,0.9268292682926829
GLRM,False,MAR,30,1,0.5559594491425693,30.909090909090907,0.6909090909090909,0.6909090909090909,1.0,0.8172043010752689
GLRM,False,MAR,30,1,0.5367826312580717,28.8135593220339,0.711864406779661,0.711864406779661,1.0,0.8316831683168318
GLRM,False,MAR,30,1,0.3872983346207417,15.0,0.85,0.85,1.0,0.9189189189189189
GLRM,False,MAR,30,1,0.4758309514308865,22.641509433962266,0.7735849056603774,0.7735849056603774,1.0,0.8723404255319149
GLRM,False,MAR,30,2,0.6212607441973955,38.59649122807017,0.6140350877192983,0.6140350877192983,1.0,0.7608695652173912
GLRM,False,MAR,30,2,0.4958847036804647,24.59016393442623,0.7540983606557377,0.7540983606557377,1.0,0.8598130841121495
GLRM,False,MAR,30,2,0.32732683535398854,10.714285714285714,0.8928571428571429,0.8928571428571429,1.0,0.9433962264150945
GLRM,False,MAR,30,2,0.33646329245522655,11.320754716981133,0.8867924528301887,0.8867924528301887,1.0,0.9400000000000001
GLRM,False,MAR,30,2,0.5962847939999439,35.55555555555556,0.6444444444444445,0.6444444444444445,1.0,0.7837837837837839
GLRM,False,MAR,30,2,0.5443310539518174,29.629629629629626,0.7037037037037037,0.7037037037037037,1.0,0.8260869565217391
GLRM,False,MAR,30,2,0.3261640365267211,10.638297872340425,0.8936170212765957,0.8936170212765957,1.0,0.9438202247191011
GLRM,False,MAR,30,2,0.4472135954999579,20.0,0.8,0.8,1.0,0.888888888888889
GLRM,False,MAR,30,3,0.5222329678670935,27.27272727272727,0.7272727272727273,0.7169811320754716,1.0,0.8351648351648352
GLRM,False,MAR,30,3,0.3849001794597505,14.814814814814813,0.8518518518518519,0.8518518518518519,1.0,0.92
GLRM,False,MAR,30,3,0.457495710997814,13.953488372093023,0.7906976744186046,0.8292682926829268,0.9444444444444444,0.883116883116883
GLRM,False,MAR,30,3,0.5498414147691576,30.23255813953488,0.6976744186046512,0.6976744186046512,1.0,0.8219178082191781
GLRM,False,MAR,30,3,0.648074069840786,42.0,0.58,0.58,1.0,0.7341772151898733
GLRM,False,MAR,30,3,0.6069769786668839,34.21052631578947,0.631578947368421,0.6226415094339622,0.9705882352941176,0.7586206896551724
GLRM,False,MAR,30,3,0.3429971702850177,8.823529411764707,0.8823529411764706,0.9,0.9782608695652174,0.9375
GLRM,False,MAR,30,3,0.4837794468468967,20.212765957446805,0.7659574468085106,0.782608695652174,0.972972972972973,0.8674698795180723
GLRM,False,MAR,30,4,0.45993310550389993,21.153846153846153,0.7884615384615384,0.7884615384615384,1.0,0.8817204301075269
GLRM,False,MAR,30,4,0.5085476277156078,25.862068965517242,0.7413793103448276,0.7413793103448276,1.0,0.8514851485148515
GLRM,False,MAR,30,4,0.3746343246326776,14.035087719298245,0.8596491228070176,0.8596491228070176,1.0,0.9245283018867925
GLRM,False,MAR,30,4,0.31234752377721214,9.75609756097561,0.9024390243902439,0.9024390243902439,1.0,0.9487179487179488
GLRM,False,MAR,30,4,0.5494422557947561,30.18867924528302,0.6981132075471698,0.6981132075471698,1.0,0.8222222222222222
GLRM,False,MAR,30,4,0.5345224838248488,28.57142857142857,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333333
GLRM,False,MAR,30,4,0.3988620176087328,15.909090909090908,0.8409090909090909,0.8409090909090909,1.0,0.9135802469135803
GLRM,False,MAR,30,4,0.41702882811414954,17.391304347826086,0.8260869565217391,0.8260869565217391,1.0,0.9047619047619047
GLRM,False,MAR,30,5,0.5890150893739515,34.69387755102041,0.6530612244897959,0.6530612244897959,1.0,0.7901234567901235
GLRM,False,MAR,30,5,0.337099931231621,11.363636363636363,0.8863636363636364,0.8863636363636364,1.0,0.9397590361445783
GLRM,False,MAR,30,5,0.3131121455425747,9.803921568627452,0.9019607843137255,0.9019607843137255,1.0,0.9484536082474228
GLRM,False,MAR,30,5,0.37416573867739417,14.000000000000002,0.86,0.86,1.0,0.924731182795699
GLRM,False,MAR,30,5,0.6103679378930738,37.254901960784316,0.6274509803921569,0.6274509803921569,1.0,0.7710843373493976
GLRM,False,MAR,30,5,0.5570860145311556,31.03448275862069,0.6896551724137931,0.6896551724137931,1.0,0.8163265306122449
GLRM,False,MAR,30,5,0.282842712474619,8.0,0.92,0.92,1.0,0.9583333333333334
GLRM,False,MAR,30,5,0.40406101782088427,16.3265306122449,0.8367346938775511,0.8367346938775511,1.0,0.9111111111111111
GLRM,False,MAR,30,6,0.5239368319955838,24.509803921568626,0.7254901960784313,0.74,0.9736842105263158,0.8409090909090909
GLRM,False,MAR,30,6,0.5099019513592785,26.0,0.74,0.7291666666666666,1.0,0.8433734939759037
GLRM,False,MAR,30,6,0.45993310550389993,18.269230769230766,0.7884615384615384,0.803921568627451,0.9761904761904762,0.8817204301075269
GLRM,False,MAR,30,6,0.2917299829957891,5.319148936170213,0.9148936170212766,0.9347826086956522,0.9772727272727273,0.9555555555555557
GLRM,False,MAR,30,6,0.5679618342470648,29.838709677419356,0.6774193548387096,0.6885245901639344,0.9767441860465116,0.8076923076923077
GLRM,False,MAR,30,6,0.6030226891555273,36.36363636363637,0.6363636363636364,0.6296296296296297,1.0,0.7727272727272727
GLRM,False,MAR,30,6,0.33646329245522655,8.49056603773585,0.8867924528301887,0.9038461538461539,0.9791666666666666,0.9400000000000001
