method,nan_in_y_pred,type,percent,iter,rmse,mpb,accuracy,precision,recall,f1
FAMD,False,MAR,10,4,0.5270462766947299,19.444444444444446,0.7222222222222222,0.7333333333333333,0.9166666666666666,0.8148148148148148
FAMD,False,MAR,10,4,0.23570226039551584,5.555555555555555,0.9444444444444444,0.9444444444444444,1.0,0.9714285714285714
FAMD,False,MAR,10,4,0.4803844614152614,23.076923076923077,0.7692307692307693,0.7692307692307693,1.0,0.8695652173913044
FAMD,False,MAR,10,5,0.5773502691896257,23.333333333333332,0.6666666666666666,0.6923076923076923,0.9,0.7826086956521738
FAMD,False,MAR,10,5,0.5163977794943222,26.666666666666668,0.7333333333333333,0.7333333333333333,1.0,0.846153846153846
FAMD,False,MAR,10,5,0.5477225575051661,30.0,0.7,0.7,1.0,0.8235294117647058
FAMD,False,MAR,10,5,0.3429971702850177,11.76470588235294,0.8823529411764706,0.8823529411764706,1.0,0.9375
FAMD,False,MAR,10,5,0.6666666666666666,44.44444444444444,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076924
FAMD,False,MAR,10,5,0.5773502691896257,0.0,0.6666666666666666,0.8333333333333334,0.7142857142857143,0.7692307692307692
FAMD,False,MAR,10,5,0.31622776601683794,10.0,0.9,0.9,1.0,0.9473684210526316
FAMD,False,MAR,10,5,0.4629100498862757,21.428571428571427,0.7857142857142857,0.7857142857142857,1.0,0.88
FAMD,False,MAR,10,6,0.28867513459481287,4.166666666666666,0.9166666666666666,1.0,0.9166666666666666,0.9565217391304348
FAMD,False,MAR,10,6,0.3872983346207417,15.0,0.85,0.85,1.0,0.9189189189189189
FAMD,False,MAR,10,6,0.408248290463863,16.666666666666664,0.8333333333333334,0.8333333333333334,1.0,0.9090909090909091
FAMD,False,MAR,10,6,0.28867513459481287,8.333333333333332,0.9166666666666666,0.9166666666666666,1.0,0.9565217391304348
FAMD,False,MAR,10,6,0.3333333333333333,11.11111111111111,0.8888888888888888,0.875,1.0,0.9333333333333333
FAMD,False,MAR,10,6,0.408248290463863,4.166666666666666,0.8333333333333334,0.8888888888888888,0.8888888888888888,0.8888888888888888
FAMD,False,MAR,10,6,0.3429971702850177,11.76470588235294,0.8823529411764706,0.8823529411764706,1.0,0.9375
FAMD,False,MAR,10,6,0.3872983346207417,15.0,0.85,0.85,1.0,0.9189189189189189
FAMD,False,MAR,10,7,0.6546536707079771,42.857142857142854,0.5714285714285714,0.5,1.0,0.6666666666666666
FAMD,False,MAR,10,7,0.5477225575051661,30.0,0.7,0.7,1.0,0.8235294117647058
FAMD,False,MAR,10,7,0.3692744729379982,13.636363636363635,0.8636363636363636,0.8636363636363636,1.0,0.9268292682926829
FAMD,False,MAR,10,7,0.5,25.0,0.75,0.75,1.0,0.8571428571428571
FAMD,False,MAR,10,7,0.5345224838248488,21.428571428571427,0.7142857142857143,0.7368421052631579,0.9333333333333333,0.8235294117647058
FAMD,False,MAR,10,7,0.5916079783099616,27.500000000000004,0.65,0.6666666666666666,0.9230769230769231,0.7741935483870968
FAMD,False,MAR,10,7,0.0,0.0,1.0,1.0,1.0,1.0
FAMD,False,MAR,10,7,0.25,6.25,0.9375,0.9333333333333333,1.0,0.9655172413793104
FAMD,False,MAR,10,8,0.5443310539518174,29.629629629629626,0.7037037037037037,0.6666666666666666,1.0,0.8
FAMD,False,MAR,10,8,0.2672612419124244,7.142857142857142,0.9285714285714286,0.9285714285714286,1.0,0.962962962962963
FAMD,False,MAR,10,8,0.3872983346207417,15.0,0.85,0.85,1.0,0.9189189189189189
FAMD,False,MAR,10,8,0.3429971702850177,11.76470588235294,0.8823529411764706,0.8823529411764706,1.0,0.9375
FAMD,False,MAR,10,8,0.45883146774112354,21.052631578947366,0.7894736842105263,0.7647058823529411,1.0,0.8666666666666666
FAMD,False,MAR,10,8,0.4472135954999579,10.0,0.8,0.8461538461538461,0.9166666666666666,0.8799999999999999
FAMD,False,MAR,10,8,0.31622776601683794,10.0,0.9,0.9,1.0,0.9473684210526316
FAMD,False,MAR,10,8,0.6324555320336759,40.0,0.6,0.6,1.0,0.7499999999999999
FAMD,False,MAR,10,9,0.3779644730092272,7.142857142857142,0.8571428571428571,0.8823529411764706,0.9375,0.9090909090909091
FAMD,False,MAR,10,9,0.4879500364742666,23.809523809523807,0.7619047619047619,0.7619047619047619,1.0,0.8648648648648648
FAMD,False,MAR,10,9,0.24253562503633297,5.88235294117647,0.9411764705882353,0.9411764705882353,1.0,0.9696969696969697
FAMD,False,MAR,10,9,0.4364357804719847,19.047619047619047,0.8095238095238095,0.8095238095238095,1.0,0.8947368421052632
FAMD,False,MAR,10,9,0.4330127018922193,9.375,0.8125,0.8571428571428571,0.9230769230769231,0.888888888888889
FAMD,False,MAR,10,9,0.31622776601683794,10.0,0.9,0.8823529411764706,1.0,0.9375
FAMD,False,MAR,10,9,0.3244428422615251,10.526315789473683,0.8947368421052632,0.8947368421052632,1.0,0.9444444444444444
FAMD,False,MAR,10,9,0.3692744729379982,13.636363636363635,0.8636363636363636,0.8636363636363636,1.0,0.9268292682926829
FAMD,False,MAR,10,10,0.3922322702763681,15.384615384615385,0.8461538461538461,0.8181818181818182,1.0,0.9
FAMD,False,MAR,10,10,0.4472135954999579,20.0,0.8,0.8,1.0,0.888888888888889
FAMD,False,MAR,10,10,0.4385290096535146,19.230769230769234,0.8076923076923077,0.8076923076923077,1.0,0.8936170212765957
FAMD,False,MAR,10,10,0.3651483716701107,13.333333333333334,0.8666666666666667,0.8666666666666667,1.0,0.9285714285714286
FAMD,False,MAR,10,10,0.3922322702763681,15.384615384615385,0.8461538461538461,0.8461538461538461,1.0,0.9166666666666666
FAMD,False,MAR,10,10,0.5773502691896257,16.666666666666664,0.6666666666666666,0.6666666666666666,0.8,0.7272727272727272
FAMD,False,MAR,10,10,0.3535533905932738,12.5,0.875,0.875,1.0,0.9333333333333333
FAMD,False,MAR,10,10,0.408248290463863,16.666666666666664,0.8333333333333334,0.8333333333333334,1.0,0.9090909090909091
FAMD,False,MAR,20,1,0.4016096644512494,6.451612903225806,0.8387096774193549,0.8888888888888888,0.9230769230769231,0.9056603773584906
FAMD,False,MAR,20,1,0.34641016151377546,12.0,0.88,0.88,1.0,0.9361702127659575
FAMD,False,MAR,20,1,0.4016096644512494,16.129032258064516,0.8387096774193549,0.8387096774193549,1.0,0.9122807017543859
FAMD,False,MAR,20,1,0.42008402520840293,17.647058823529413,0.8235294117647058,0.8235294117647058,1.0,0.9032258064516129
FAMD,False,MAR,20,1,0.4016096644512494,11.29032258064516,0.8387096774193549,0.8518518518518519,0.9583333333333334,0.9019607843137256
FAMD,False,MAR,20,1,0.3872983346207417,7.5,0.85,0.8666666666666667,0.9285714285714286,0.896551724137931
FAMD,False,MAR,20,1,0.31622776601683794,10.0,0.9,0.9,1.0,0.9473684210526316
FAMD,False,MAR,20,1,0.5504818825631803,30.303030303030305,0.696969696969697,0.696969696969697,1.0,0.8214285714285715
FAMD,False,MAR,20,2,0.5773502691896257,26.190476190476193,0.6666666666666666,0.6470588235294118,0.9166666666666666,0.7586206896551724
FAMD,False,MAR,20,2,0.44095855184409843,19.444444444444446,0.8055555555555556,0.8055555555555556,1.0,0.8923076923076924
FAMD,False,MAR,20,2,0.4183300132670378,17.5,0.825,0.825,1.0,0.9041095890410958
FAMD,False,MAR,20,2,0.36760731104690386,13.513513513513514,0.8648648648648649,0.8648648648648649,1.0,0.927536231884058
FAMD,False,MAR,20,2,0.4385290096535146,7.6923076923076925,0.8076923076923077,0.8571428571428571,0.9,0.8780487804878048
FAMD,False,MAR,20,2,0.45374260648651504,16.176470588235293,0.7941176470588235,0.7692307692307693,0.9523809523809523,0.8510638297872339
FAMD,False,MAR,20,2,0.1690308509457033,2.857142857142857,0.9714285714285714,0.9714285714285714,1.0,0.9855072463768115
FAMD,False,MAR,20,2,0.4330127018922193,18.75,0.8125,0.8125,1.0,0.896551724137931
FAMD,False,MAR,20,3,0.568796458994521,27.941176470588236,0.6764705882352942,0.6774193548387096,0.9545454545454546,0.7924528301886793
FAMD,False,MAR,20,3,0.3834824944236852,14.705882352941178,0.8529411764705882,0.8529411764705882,1.0,0.9206349206349206
FAMD,False,MAR,20,3,0.3592106040535498,12.903225806451612,0.8709677419354839,0.8709677419354839,1.0,0.9310344827586207
FAMD,False,MAR,20,3,0.4140393356054125,17.142857142857142,0.8285714285714286,0.8285714285714286,1.0,0.90625
FAMD,False,MAR,20,3,0.5916079783099616,31.25,0.65,0.6285714285714286,0.9565217391304348,0.7586206896551724
FAMD,False,MAR,20,3,0.5423261445466404,20.588235294117645,0.7058823529411765,0.7037037037037037,0.9047619047619048,0.7916666666666667
FAMD,False,MAR,20,3,0.32732683535398854,10.714285714285714,0.8928571428571429,0.8928571428571429,1.0,0.9433962264150945
FAMD,False,MAR,20,3,0.36760731104690386,13.513513513513514,0.8648648648648649,0.8648648648648649,1.0,0.927536231884058
FAMD,False,MAR,20,4,0.5270462766947299,23.61111111111111,0.7222222222222222,0.7272727272727273,0.96,0.8275862068965517
FAMD,False,MAR,20,4,0.5222329678670935,27.27272727272727,0.7272727272727273,0.7272727272727273,1.0,0.8421052631578948
FAMD,False,MAR,20,4,0.37267799624996495,13.88888888888889,0.8611111111111112,0.8611111111111112,1.0,0.9253731343283582
FAMD,False,MAR,20,4,0.4140393356054125,17.142857142857142,0.8285714285714286,0.8285714285714286,1.0,0.90625
FAMD,False,MAR,20,4,0.5452497568062706,25.675675675675674,0.7027027027027027,0.6875,0.9565217391304348,0.8
FAMD,False,MAR,20,4,0.454858826147342,10.344827586206897,0.7931034482758621,0.8181818181818182,0.9,0.8571428571428572
FAMD,False,MAR,20,4,0.3110855084191276,9.67741935483871,0.9032258064516129,0.9032258064516129,1.0,0.9491525423728813
FAMD,False,MAR,20,4,0.4330127018922193,18.75,0.8125,0.8125,1.0,0.896551724137931
FAMD,False,MAR,20,5,0.45883146774112354,13.157894736842104,0.7894736842105263,0.8125,0.9285714285714286,0.8666666666666666
FAMD,False,MAR,20,5,0.4714045207910317,22.22222222222222,0.7777777777777778,0.7777777777777778,1.0,0.8750000000000001
FAMD,False,MAR,20,5,0.45374260648651504,20.588235294117645,0.7941176470588235,0.7941176470588235,1.0,0.8852459016393442
FAMD,False,MAR,20,5,0.3651483716701107,13.333333333333334,0.8666666666666667,0.8666666666666667,1.0,0.9285714285714286
FAMD,False,MAR,20,5,0.568796458994521,23.52941176470588,0.6764705882352942,0.6896551724137931,0.9090909090909091,0.7843137254901961
FAMD,False,MAR,20,5,0.5773502691896257,8.333333333333332,0.6666666666666666,0.7407407407407407,0.7407407407407407,0.7407407407407407
FAMD,False,MAR,20,5,0.2773500981126146,7.6923076923076925,0.9230769230769231,0.9230769230769231,1.0,0.9600000000000001
FAMD,False,MAR,20,5,0.4605661864718383,21.21212121212121,0.7878787878787878,0.7878787878787878,1.0,0.8813559322033898
FAMD,False,MAR,20,6,0.3651483716701107,6.666666666666667,0.8666666666666667,1.0,0.8571428571428571,0.923076923076923
FAMD,False,MAR,20,6,0.43994134506405985,19.35483870967742,0.8064516129032258,0.8064516129032258,1.0,0.8928571428571428
FAMD,False,MAR,20,6,0.4034732923929645,16.27906976744186,0.8372093023255814,0.8372093023255814,1.0,0.9113924050632911
FAMD,False,MAR,20,6,0.32163376045133846,10.344827586206897,0.896551724137931,0.896551724137931,1.0,0.9454545454545454
FAMD,False,MAR,20,6,0.4264014327112209,13.636363636363635,0.8181818181818182,0.8214285714285714,0.9583333333333334,0.8846153846153847
FAMD,False,MAR,20,6,0.5091750772173156,9.25925925925926,0.7407407407407407,0.8,0.8421052631578947,0.8205128205128205
FAMD,False,MAR,20,6,0.36760731104690386,13.513513513513514,0.8648648648648649,0.8648648648648649,1.0,0.927536231884058
FAMD,False,MAR,20,6,0.4131969352706687,17.073170731707318,0.8292682926829268,0.8292682926829268,1.0,0.9066666666666667
FAMD,False,MAR,20,7,0.5773502691896257,33.33333333333333,0.6666666666666666,0.6428571428571429,1.0,0.782608695652174
FAMD,False,MAR,20,7,0.5,25.0,0.75,0.75,1.0,0.8571428571428571
FAMD,False,MAR,20,7,0.31234752377721214,9.75609756097561,0.9024390243902439,0.9024390243902439,1.0,0.9487179487179488
FAMD,False,MAR,20,7,0.3779644730092272,14.285714285714285,0.8571428571428571,0.8571428571428571,1.0,0.923076923076923
FAMD,False,MAR,20,7,0.5198752449100363,6.756756756756757,0.7297297297297297,0.8333333333333334,0.8333333333333334,0.8333333333333334
FAMD,False,MAR,20,7,0.568796458994521,23.52941176470588,0.6764705882352942,0.7,0.9130434782608695,0.7924528301886793
FAMD,False,MAR,20,7,0.3429971702850177,11.76470588235294,0.8823529411764706,0.8823529411764706,1.0,0.9375
FAMD,False,MAR,20,7,0.4913036844405175,24.137931034482758,0.7586206896551724,0.7586206896551724,1.0,0.8627450980392156
FAMD,False,MAR,20,8,0.5099019513592785,20.0,0.74,0.7317073170731707,0.9375,0.821917808219178
FAMD,False,MAR,20,8,0.3535533905932738,12.5,0.875,0.875,1.0,0.9333333333333333
FAMD,False,MAR,20,8,0.39009474880274697,15.217391304347828,0.8478260869565217,0.8478260869565217,1.0,0.9176470588235294
FAMD,False,MAR,20,8,0.34641016151377546,12.0,0.88,0.88,1.0,0.9361702127659575
FAMD,False,MAR,20,8,0.5144957554275266,26.47058823529412,0.7352941176470589,0.71875,1.0,0.8363636363636363
FAMD,False,MAR,20,8,0.4913036844405175,8.620689655172415,0.7586206896551724,0.8333333333333334,0.8695652173913043,0.851063829787234
FAMD,False,MAR,20,8,0.4131969352706687,17.073170731707318,0.8292682926829268,0.8292682926829268,1.0,0.9066666666666667
FAMD,False,MAR,20,8,0.5291502622129182,28.000000000000004,0.72,0.72,1.0,0.8372093023255813
FAMD,False,MAR,20,9,0.4423258684646914,13.043478260869565,0.8043478260869565,0.8157894736842105,0.9393939393939394,0.8732394366197183
FAMD,False,MAR,20,9,0.5303300858899106,28.125,0.71875,0.71875,1.0,0.8363636363636363
FAMD,False,MAR,20,9,0.32025630761017426,10.256410256410255,0.8974358974358975,0.8974358974358975,1.0,0.945945945945946
FAMD,False,MAR,20,9,0.3627381250550058,13.157894736842104,0.868421052631579,0.868421052631579,1.0,0.9295774647887324
FAMD,False,MAR,20,9,0.48304589153964794,8.333333333333332,0.7666666666666667,0.8461538461538461,0.88,0.8627450980392156
FAMD,False,MAR,20,9,0.4605661864718383,12.121212121212121,0.7878787878787878,0.8076923076923077,0.9130434782608695,0.8571428571428572
FAMD,False,MAR,20,9,0.23904572186687872,5.714285714285714,0.9428571428571428,0.9428571428571428,1.0,0.9705882352941176
FAMD,False,MAR,20,9,0.4183300132670378,17.5,0.825,0.825,1.0,0.9041095890410958
FAMD,False,MAR,20,10,0.5976143046671968,30.357142857142854,0.6428571428571429,0.64,0.9411764705882353,0.7619047619047621
FAMD,False,MAR,20,10,0.5,25.0,0.75,0.75,1.0,0.8571428571428571
FAMD,False,MAR,20,10,0.37267799624996495,13.88888888888889,0.8611111111111112,0.8611111111111112,1.0,0.9253731343283582
FAMD,False,MAR,20,10,0.4743416490252569,22.5,0.775,0.775,1.0,0.8732394366197184
FAMD,False,MAR,20,10,0.4529108136578383,20.51282051282051,0.7948717948717948,0.7894736842105263,1.0,0.8823529411764706
FAMD,False,MAR,20,10,0.5883484054145521,17.307692307692307,0.6538461538461539,0.6666666666666666,0.8,0.7272727272727272
FAMD,False,MAR,20,10,0.32732683535398854,10.714285714285714,0.8928571428571429,0.8928571428571429,1.0,0.9433962264150945
FAMD,False,MAR,20,10,0.50709255283711,25.71428571428571,0.7428571428571429,0.7428571428571429,1.0,0.8524590163934427
FAMD,False,MAR,30,1,0.4879500364742666,20.238095238095237,0.7619047619047619,0.7567567567567568,0.9655172413793104,0.8484848484848485
FAMD,False,MAR,30,1,0.3572948005052482,12.76595744680851,0.8723404255319149,0.8723404255319149,1.0,0.9318181818181819
FAMD,False,MAR,30,1,0.4343722427630694,18.867924528301888,0.8113207547169812,0.8113207547169812,1.0,0.8958333333333334
FAMD,False,MAR,30,1,0.3692744729379982,13.636363636363635,0.8636363636363636,0.8636363636363636,1.0,0.9268292682926829
FAMD,False,MAR,30,1,0.46709936649691375,21.818181818181817,0.7818181818181819,0.76,1.0,0.8636363636363636
FAMD,False,MAR,30,1,0.41169348479630913,6.779661016949152,0.8305084745762712,0.8636363636363636,0.9047619047619048,0.8837209302325582
FAMD,False,MAR,30,1,0.3872983346207417,15.0,0.85,0.85,1.0,0.9189189189189189
FAMD,False,MAR,30,1,0.4758309514308865,22.641509433962266,0.7735849056603774,0.7735849056603774,1.0,0.8723404255319149
FAMD,False,MAR,30,2,0.5298129428260175,25.438596491228072,0.7192982456140351,0.6938775510204082,0.9714285714285714,0.8095238095238094
FAMD,False,MAR,30,2,0.4958847036804647,24.59016393442623,0.7540983606557377,0.7540983606557377,1.0,0.8598130841121495
FAMD,False,MAR,30,2,0.32732683535398854,10.714285714285714,0.8928571428571429,0.8928571428571429,1.0,0.9433962264150945
FAMD,False,MAR,30,2,0.33646329245522655,11.320754716981133,0.8867924528301887,0.8867924528301887,1.0,0.9400000000000001
FAMD,False,MAR,30,2,0.5163977794943222,26.666666666666668,0.7333333333333333,0.7073170731707317,1.0,0.8285714285714285
FAMD,False,MAR,30,2,0.45133546692422,6.481481481481481,0.7962962962962963,0.8461538461538461,0.868421052631579,0.8571428571428572
FAMD,False,MAR,30,2,0.2917299829957891,8.51063829787234,0.9148936170212766,0.9130434782608695,1.0,0.9545454545454545
FAMD,False,MAR,30,2,0.4264014327112209,18.181818181818183,0.8181818181818182,0.8148148148148148,1.0,0.8979591836734693
FAMD,False,MAR,30,3,0.4861724348043977,20.909090909090907,0.7636363636363637,0.7551020408163265,0.9736842105263158,0.8505747126436782
FAMD,False,MAR,30,3,0.3849001794597505,14.814814814814813,0.8518518518518519,0.8518518518518519,1.0,0.92
FAMD,False,MAR,30,3,0.4034732923929645,16.27906976744186,0.8372093023255814,0.8372093023255814,1.0,0.9113924050632911
FAMD,False,MAR,30,3,0.5282705437953743,27.906976744186046,0.7209302325581395,0.7142857142857143,1.0,0.8333333333333333
FAMD,False,MAR,30,3,0.5830951894845301,31.0,0.66,0.6363636363636364,0.9655172413793104,0.7671232876712328
FAMD,False,MAR,30,3,0.5298129428260175,12.280701754385964,0.7192982456140351,0.7368421052631579,0.8235294117647058,0.7777777777777778
FAMD,False,MAR,30,3,0.3131121455425747,9.803921568627452,0.9019607843137255,0.9019607843137255,1.0,0.9484536082474228
FAMD,False,MAR,30,3,0.46126560401444255,21.27659574468085,0.7872340425531915,0.7872340425531915,1.0,0.880952380952381
FAMD,False,MAR,30,4,0.5,7.6923076923076925,0.75,0.8333333333333334,0.8536585365853658,0.8433734939759037
FAMD,False,MAR,30,4,0.5085476277156078,25.862068965517242,0.7413793103448276,0.7413793103448276,1.0,0.8514851485148515
FAMD,False,MAR,30,4,0.3746343246326776,14.035087719298245,0.8596491228070176,0.8596491228070176,1.0,0.9245283018867925
FAMD,False,MAR,30,4,0.38254602783800296,7.317073170731707,0.8536585365853658,0.8974358974358975,0.9459459459459459,0.9210526315789475
FAMD,False,MAR,30,4,0.4343722427630694,16.037735849056602,0.8113207547169812,0.8,0.972972972972973,0.8780487804878049
FAMD,False,MAR,30,4,0.45175395145262565,5.1020408163265305,0.7959183673469388,0.8571428571428571,0.8571428571428571,0.8571428571428571
FAMD,False,MAR,30,4,0.3988620176087328,15.909090909090908,0.8409090909090909,0.8409090909090909,1.0,0.9135802469135803
FAMD,False,MAR,30,4,0.41702882811414954,17.391304347826086,0.8260869565217391,0.8260869565217391,1.0,0.9047619047619047
FAMD,False,MAR,30,5,0.5532833351724882,30.612244897959183,0.6938775510204082,0.6808510638297872,1.0,0.810126582278481
FAMD,False,MAR,30,5,0.30151134457776363,5.681818181818182,0.9090909090909091,0.926829268292683,0.9743589743589743,0.9500000000000001
FAMD,False,MAR,30,5,0.3131121455425747,9.803921568627452,0.9019607843137255,0.9019607843137255,1.0,0.9484536082474228
FAMD,False,MAR,30,5,0.37416573867739417,14.000000000000002,0.86,0.86,1.0,0.924731182795699
FAMD,False,MAR,30,5,0.6103679378930738,28.431372549019606,0.6274509803921569,0.6444444444444445,0.90625,0.7532467532467533
FAMD,False,MAR,30,5,0.4913036844405175,8.620689655172415,0.7586206896551724,0.8095238095238095,0.85,0.8292682926829269
FAMD,False,MAR,30,5,0.282842712474619,8.0,0.92,0.92,1.0,0.9583333333333334
FAMD,False,MAR,30,5,0.40406101782088427,16.3265306122449,0.8367346938775511,0.8367346938775511,1.0,0.9111111111111111
FAMD,False,MAR,30,6,0.48507125007266594,17.647058823529413,0.7647058823529411,0.782608695652174,0.9473684210526315,0.8571428571428571
FAMD,False,MAR,30,6,0.5477225575051661,30.0,0.7,0.7,1.0,0.8235294117647058
FAMD,False,MAR,30,6,0.4385290096535146,19.230769230769234,0.8076923076923077,0.8076923076923077,1.0,0.8936170212765957
FAMD,False,MAR,30,6,0.25264557631995566,6.382978723404255,0.9361702127659575,0.9361702127659575,1.0,0.967032967032967
FAMD,False,MAR,30,6,0.47519096331149147,17.741935483870968,0.7741935483870968,0.7735849056603774,0.9534883720930233,0.8541666666666667
FAMD,False,MAR,30,6,0.504524979109513,17.272727272727273,0.7454545454545455,0.7380952380952381,0.9117647058823529,0.8157894736842106
FAMD,False,MAR,30,6,0.3071475584169756,9.433962264150944,0.9056603773584906,0.9056603773584906,1.0,0.9504950495049505
FAMD,False,MAR,30,6,0.40451991747794525,16.363636363636363,0.8363636363636363,0.8363636363636363,1.0,0.9108910891089108
FAMD,False,MAR,30,7,0.5270462766947299,25.0,0.7222222222222222,0.72,0.972972972972973,0.8275862068965518
FAMD,False,MAR,30,7,0.45643546458763845,20.833333333333336,0.7916666666666666,0.7916666666666666,1.0,0.8837209302325582
FAMD,False,MAR,30,7,0.3396831102433787,11.538461538461538,0.8846153846153846,0.8846153846153846,1.0,0.9387755102040816
FAMD,False,MAR,30,7,0.408248290463863,16.666666666666664,0.8333333333333334,0.8333333333333334,1.0,0.9090909090909091
FAMD,False,MAR,30,7,0.512989176042577,1.3157894736842104,0.7368421052631579,0.8928571428571429,0.78125,0.8333333333333334
FAMD,False,MAR,30,7,0.457495710997814,6.976744186046512,0.7906976744186046,0.8387096774193549,0.8666666666666667,0.8524590163934426
FAMD,False,MAR,30,7,0.27472112789737807,7.547169811320755,0.9245283018867925,0.9245283018867925,1.0,0.9607843137254902
FAMD,False,MAR,30,7,0.40406101782088427,16.3265306122449,0.8367346938775511,0.8297872340425532,1.0,0.9069767441860465
FAMD,False,MAR,30,8,0.40451991747794525,13.636363636363635,0.8363636363636363,0.813953488372093,0.9722222222222222,0.8860759493670887
FAMD,False,MAR,30,8,0.457495710997814,20.930232558139537,0.7906976744186046,0.7906976744186046,1.0,0.8831168831168831
FAMD,False,MAR,30,8,0.3042903097250923,9.25925925925926,0.9074074074074074,0.9074074074074074,1.0,0.9514563106796117
FAMD,False,MAR,30,8,0.38592249249397986,14.893617021276595,0.851063829787234,0.851063829787234,1.0,0.9195402298850576
FAMD,False,MAR,30,8,0.5393598899705937,29.09090909090909,0.7090909090909091,0.6923076923076923,1.0,0.8181818181818181
FAMD,False,MAR,30,8,0.4879500364742666,2.380952380952381,0.7619047619047619,0.8709677419354839,0.8181818181818182,0.84375
FAMD,False,MAR,30,8,0.4472135954999579,20.0,0.8,0.8,1.0,0.888888888888889
FAMD,False,MAR,30,8,0.4472135954999579,20.0,0.8,0.8,1.0,0.888888888888889
FAMD,False,MAR,30,9,0.5619514869490163,18.421052631578945,0.6842105263157895,0.723404255319149,0.8717948717948718,0.7906976744186047
FAMD,False,MAR,30,9,0.45175395145262565,20.408163265306122,0.7959183673469388,0.7959183673469388,1.0,0.8863636363636364
FAMD,False,MAR,30,9,0.3360107525161235,11.29032258064516,0.8870967741935484,0.8870967741935484,1.0,0.9401709401709402
FAMD,False,MAR,30,9,0.41522739926869984,17.24137931034483,0.8275862068965517,0.8275862068965517,1.0,0.9056603773584906
FAMD,False,MAR,30,9,0.5052911526399113,15.957446808510639,0.7446808510638298,0.775,0.9117647058823529,0.8378378378378379
FAMD,False,MAR,30,9,0.4392976851069794,3.508771929824561,0.8070175438596491,0.8780487804878049,0.8571428571428571,0.8674698795180722
FAMD,False,MAR,30,9,0.3360107525161235,11.29032258064516,0.8870967741935484,0.8870967741935484,1.0,0.9401709401709402
