method,nan_in_y_pred,type,percent,iter,rmse,accuracy,precision,recall,f1,matthews_corr
GLRM,False,MNAR,40,1,0.4834207816942845,0.7663043478260869,0.8451882845188284,0.8801742919389978,0.8623265741728922,0.09280002584466732
GLRM,False,MNAR,40,2,0.5075459213253763,0.7423971377459749,0.817047817047817,0.8752783964365256,0.8451612903225806,0.086371414649087
GLRM,False,MNAR,40,3,0.48709172439994336,0.7627416520210897,0.7887067395264117,0.9579646017699115,0.865134865134865,-0.07349456823462562
GLRM,False,MNAR,40,4,0.5536870443361425,0.6934306569343066,0.8602941176470589,0.7597402597402597,0.8068965517241379,0.08085780836089686
GLRM,False,MNAR,40,5,0.46940279403817725,0.7796610169491526,0.8491379310344828,0.8934240362811792,0.8707182320441988,0.13066995587778016
GLRM,False,MNAR,40,6,0.4693065819385014,0.7797513321492007,0.8320158102766798,0.9152173913043479,0.8716356107660456,0.11532012864642212
GLRM,False,MNAR,40,7,0.5256574830378469,0.7236842105263158,0.8601895734597157,0.8048780487804879,0.8316151202749141,0.06784893785160101
GLRM,False,MNAR,40,8,0.512989176042577,0.7368421052631579,0.8292181069958847,0.8574468085106383,0.8430962343096234,0.02944984434309185
GLRM,False,MNAR,40,9,0.5591255308276496,0.6873786407766991,0.8274111675126904,0.7780429594272077,0.8019680196801968,0.06403163409613455
GLRM,False,MNAR,40,10,0.5326919219968365,0.7162393162393162,0.8185567010309278,0.8357894736842105,0.8270833333333333,0.03714732879893741
GLRM,False,MNAR,50,1,0.5136436383661755,0.7361702127659574,0.7970540098199672,0.8870673952641166,0.8396551724137931,0.11258334198231437
GLRM,False,MNAR,50,2,0.4607136856546339,0.7877428998505231,0.7877428998505231,1.0,0.8812709030100334,0.0
GLRM,False,MNAR,50,3,0.5475896635186158,0.7001455604075691,0.8481781376518218,0.7618181818181818,0.8026819923371648,0.19057653907997302
GLRM,False,MNAR,50,4,0.546656948407301,0.7011661807580175,0.8349328214971209,0.7851985559566786,0.8093023255813953,0.12329870384384951
GLRM,False,MNAR,50,5,0.4788120039674111,0.770739064856712,0.8387650085763293,0.8939670932358318,0.8654867256637169,0.09753608444468984
GLRM,False,MNAR,50,6,0.4693504608205512,0.7797101449275362,0.7797101449275362,1.0,0.8762214983713354,0.0
GLRM,False,MNAR,50,7,0.5560580934742794,0.6907993966817496,0.8363636363636363,0.7695167286245354,0.8015488867376573,0.1092760462532787
GLRM,False,MNAR,50,8,0.4845564033858544,0.7652050919377652,0.8253205128205128,0.9003496503496503,0.8612040133779263,0.11348715439956268
GLRM,False,MNAR,50,9,0.4965424095398793,0.7534456355283308,0.8156521739130435,0.8950381679389313,0.8535031847133758,0.09002791590142138
GLRM,False,MNAR,50,10,0.5132877727943123,0.7365356622998545,0.8073701842546064,0.8795620437956204,0.8419213973799127,0.062181139885792616
GLRM,False,MNAR,60,1,0.5021585052555562,0.7478368355995055,0.8059071729957806,0.8967136150234741,0.8488888888888889,0.1060681167234609
GLRM,False,MNAR,60,2,0.5217898341700967,0.727735368956743,0.7905308464849354,0.8901453957996769,0.837386018237082,0.020517413492260824
GLRM,False,MNAR,60,3,0.5562426993624809,0.6905940594059405,0.8207705192629816,0.7740916271721959,0.7967479674796748,0.15253918185461784
GLRM,False,MNAR,60,4,0.49559462778335206,0.7543859649122807,0.8154506437768241,0.8948194662480377,0.8532934131736528,0.1139191289110413
GLRM,False,MNAR,60,5,0.5928354374349045,0.6485461441213654,0.8481262327416174,0.6814580031695721,0.7557117750439367,0.1676459072194247
GLRM,False,MNAR,60,6,0.5431221226822553,0.7050183598531212,0.7665745856353591,0.8851674641148325,0.8216136195410807,-0.005727908039579117
GLRM,False,MNAR,60,7,0.5415270387915374,0.7067484662576687,0.8284789644012945,0.7937984496124031,0.8107680126682502,0.16158931849769534
GLRM,False,MNAR,60,8,0.5107013040931775,0.7391841779975278,0.8016997167138811,0.8885400313971743,0.8428890543559197,0.09155318459878144
GLRM,False,MNAR,60,9,0.547837661542899,0.699873896595208,0.8347386172006745,0.7795275590551181,0.8061889250814332,0.1464937257023531
GLRM,False,MNAR,60,10,0.6201736729460423,0.6153846153846154,0.8453389830508474,0.6323296354992076,0.7234814143245694,0.14925645416487998
GLRM,False,MNAR,70,1,0.5705540420447629,0.674468085106383,0.804093567251462,0.7617728531855956,0.7823613086770981,0.13945806488996793
GLRM,False,MNAR,70,2,0.5792588703266417,0.6644591611479028,0.7897058823529411,0.7693409742120344,0.7793904208998549,0.07954657649312363
GLRM,False,MNAR,70,3,0.5941416429147965,0.6469957081545065,0.8389261744966443,0.6821282401091405,0.7524454477050414,0.17045078559157353
GLRM,False,MNAR,70,4,0.5096471914376255,0.7402597402597403,0.7938271604938272,0.8980446927374302,0.8427260812581914,0.12085038266687821
GLRM,False,MNAR,70,5,0.590047610123608,0.6518438177874186,0.8436426116838488,0.680998613037448,0.7536454336147352,0.1953434659010166
GLRM,False,MNAR,70,6,0.5294365215047317,0.7196969696969697,0.7818411097099621,0.8781869688385269,0.8272181454302868,0.10298520840717974
GLRM,False,MNAR,70,7,0.6011495639805473,0.6386192017259978,0.8458844133099825,0.6616438356164384,0.7425057647963106,0.18079043881157555
GLRM,False,MNAR,70,8,0.5410759261829498,0.7072368421052632,0.7823834196891192,0.8591749644381224,0.8189830508474577,0.06453181742127094
GLRM,False,MNAR,70,9,0.5951568390491322,0.6457883369330454,0.8429319371727748,0.6699029126213593,0.7465224111282844,0.19736195273145907
GLRM,False,MNAR,70,10,0.5131003209200685,0.7367280606717227,0.7972465581977471,0.8871866295264624,0.8398154251812788,0.11815991042419234
GLRM,False,MNAR,80,1,0.554298093819196,0.6927536231884058,0.7863354037267081,0.8125802310654685,0.7992424242424243,0.14602832274412494
GLRM,False,MNAR,80,2,0.607988326736189,0.6303501945525292,0.8055987558320373,0.6701164294954722,0.7316384180790962,0.1605477693253156
GLRM,False,MNAR,80,3,0.5969176489363088,0.6436893203883495,0.8263565891472868,0.6763959390862944,0.7438939288206559,0.18716877428097628
GLRM,False,MNAR,80,4,0.5289685173124128,0.7201923076923077,0.7736263736263737,0.8922686945500634,0.8287227781047675,0.09257678948233582
GLRM,False,MNAR,80,5,0.5968061713635393,0.6438223938223938,0.8246153846153846,0.6776232616940582,0.7439278278972935,0.1865975800506034
GLRM,False,MNAR,80,6,0.5324426219143881,0.7165048543689321,0.7693169092945129,0.888745148771022,0.8247298919567827,0.11110424181378098
GLRM,False,MNAR,80,7,0.6006785687603581,0.6391852570320078,0.8230647709320695,0.6670934699103713,0.736916548797737,0.1928774980288201
GLRM,False,MNAR,80,8,0.6005596862584878,0.6393280632411067,0.8190327613104524,0.6782945736434108,0.7420494699646644,0.16801499498645855
GLRM,False,MNAR,80,9,0.528312912207344,0.7208854667949952,0.768976897689769,0.8973042362002568,0.8281990521327014,0.1173187990958915
GLRM,False,MNAR,80,10,0.5363131839289357,0.7123681687440077,0.7643805309734514,0.8881748071979434,0.8216409036860879,0.1081109929569952
MICE,False,MAR,10,1,0.549169647365276,0.6984126984126984,0.8539325842696629,0.7524752475247525,0.7999999999999999,0.20356895379301915
MICE,False,MAR,10,2,0.5285941398709244,0.7205882352941176,0.8585858585858586,0.7798165137614679,0.8173076923076924,0.23421394510893484
MICE,False,MAR,10,3,0.5751254043851921,0.6692307692307692,0.8172043010752689,0.7450980392156863,0.7794871794871795,0.12568249222193723
MICE,False,MAR,10,4,0.5242224339966228,0.7251908396946565,0.8478260869565217,0.78,0.8125,0.30523948623426445
MICE,False,MAR,10,5,0.5397578926492556,0.7086614173228346,0.78,0.8387096774193549,0.8082901554404146,0.20740050489001147
MICE,False,MAR,10,6,0.5057805388588732,0.7441860465116279,0.9052631578947369,0.7818181818181819,0.8390243902439025,0.2478628637567748
MICE,False,MAR,10,7,0.5876425282492701,0.6546762589928058,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.08351648351648351
MICE,False,MAR,10,8,0.550288016777079,0.6971830985915493,0.819047619047619,0.7818181818181819,0.7999999999999999,0.1790157103346646
MICE,False,MAR,10,9,0.517219415303485,0.732484076433121,0.8782608695652174,0.7829457364341085,0.8278688524590164,0.24468281011202772
MICE,False,MAR,10,10,0.5345224838248488,0.7142857142857143,0.8674698795180723,0.7578947368421053,0.8089887640449439,0.261675452360942
MICE,False,MAR,20,1,0.570517480957798,0.6745098039215687,0.8235294117647058,0.7549019607843137,0.7877237851662403,0.09754778795162941
MICE,False,MAR,20,2,0.5834599659915782,0.6595744680851063,0.8029556650246306,0.7442922374429224,0.7725118483412322,0.10144609705210106
MICE,False,MAR,20,3,0.5579922144217707,0.6886446886446886,0.8186528497409327,0.7596153846153846,0.7880299251870324,0.2069470283402497
MICE,False,MAR,20,4,0.5848140173971875,0.6579925650557621,0.8166666666666667,0.7135922330097088,0.7616580310880828,0.170816284480429
MICE,False,MAR,20,5,0.5345224838248488,0.7142857142857143,0.8350515463917526,0.7788461538461539,0.8059701492537313,0.26912674573904144
MICE,False,MAR,20,6,0.5762840627964739,0.6678966789667896,0.8383838383838383,0.7410714285714286,0.7867298578199051,0.051395168537354
MICE,False,MAR,20,7,0.5805138559899643,0.663003663003663,0.8112244897959183,0.7429906542056075,0.7756097560975609,0.1059834457765237
MICE,False,MAR,20,8,0.5742710457985438,0.6702127659574468,0.8214285714285714,0.7351598173515982,0.7759036144578314,0.16249189690479102
MICE,False,MAR,20,9,0.5812778673271232,0.6621160409556314,0.8492462311557789,0.7100840336134454,0.7734553775743707,0.13771682009574474
MICE,False,MAR,20,10,0.568796458994521,0.6764705882352942,0.806282722513089,0.751219512195122,0.7777777777777778,0.18748481852879834
MICE,False,MAR,30,1,0.5362199237400417,0.712468193384224,0.8293515358361775,0.7941176470588235,0.8113522537562604,0.2091380510430295
MICE,False,MAR,30,2,0.5532402428919467,0.6939252336448598,0.8355704697986577,0.7522658610271903,0.7917329093799682,0.22496374021906598
MICE,False,MAR,30,3,0.6020797289396148,0.6375,0.7870722433460076,0.6993243243243243,0.740608228980322,0.1486893808415242
MICE,False,MAR,30,4,0.5454356057317857,0.7025,0.8461538461538461,0.7634069400630915,0.802653399668325,0.20956693637846951
MICE,False,MAR,30,5,0.5943347801077867,0.6467661691542289,0.8265682656826568,0.7021943573667712,0.759322033898305,0.11738893584564279
MICE,False,MAR,30,6,0.5881176352917641,0.6541176470588236,0.8166089965397924,0.7151515151515152,0.7625201938610663,0.14044612819993763
MICE,False,MAR,30,7,0.5626923593695546,0.683377308707124,0.8470149253731343,0.7418300653594772,0.7909407665505226,0.1561402444655719
MICE,False,MAR,30,8,0.5701957143905587,0.6748768472906403,0.8333333333333334,0.7278481012658228,0.777027027027027,0.19296192224590603
MICE,False,MAR,30,9,0.5641670181597224,0.6817155756207675,0.8380952380952381,0.7457627118644068,0.789237668161435,0.15268685207224136
MICE,False,MAR,30,10,0.6140126173401272,0.6229885057471264,0.7845117845117845,0.6996996996996997,0.7396825396825396,0.06577102163487938
MICE,False,MAR,40,1,0.6028915830143635,0.6365217391304347,0.8021680216802168,0.6851851851851852,0.7390761548064919,0.15748719623303545
MICE,False,MAR,40,2,0.5752697209123396,0.6690647482014388,0.8051948051948052,0.7398568019093079,0.7711442786069652,0.17966769873337635
MICE,False,MAR,40,3,0.5626248862163209,0.6834532374100719,0.7990196078431373,0.7761904761904762,0.78743961352657,0.16850184014314043
MICE,False,MAR,40,4,0.6071351897939464,0.6313868613138686,0.8075880758807588,0.6946386946386947,0.7468671679197995,0.0861566248912878
MICE,False,MAR,40,5,0.6038722167274616,0.6353383458646616,0.835820895522388,0.6682577565632458,0.7427055702917773,0.1537602693844252
MICE,False,MAR,40,6,0.5872202195147035,0.6551724137931034,0.7974358974358975,0.7199074074074074,0.75669099756691,0.17288810985909184
MICE,False,MAR,40,7,0.6362788274559014,0.5951492537313433,0.7743732590529248,0.6714975845410628,0.7192755498059509,0.006742941929708882
MICE,False,MAR,40,8,0.6072843866271672,0.6312056737588653,0.7973333333333333,0.6937354988399071,0.7419354838709677,0.10999399490300069
MICE,False,MAR,40,9,0.6340037731068526,0.5980392156862745,0.7968253968253968,0.6403061224489796,0.71004243281471,0.08498486371027228
MICE,False,MAR,40,10,0.5652578240053906,0.6804835924006909,0.8453333333333334,0.713963963963964,0.7741147741147741,0.2516847821050545
MICE,False,MAR,50,1,0.6015735152408981,0.638109305760709,0.8240963855421687,0.6653696498054474,0.736275565123789,0.19093856355850408
MICE,False,MAR,50,2,0.6134426167767943,0.623688155922039,0.8,0.6679920477137177,0.7280606717226437,0.138928606142093
MICE,False,MAR,50,3,0.5974379912529252,0.6430678466076696,0.8154205607476636,0.681640625,0.7425531914893618,0.18336209430890882
MICE,False,MAR,50,4,0.6348110542727384,0.5970149253731343,0.8118811881188119,0.6283524904214559,0.7084233261339093,0.09736972043427403
MICE,False,MAR,50,5,0.6240143743488121,0.6106060606060606,0.80440097799511,0.650197628458498,0.7191256830601093,0.11388578987231664
MICE,False,MAR,50,6,0.6340257379346964,0.5980113636363636,0.777027027027027,0.6521739130434783,0.7091469681397738,0.07742515091786387
MICE,False,MAR,50,7,0.6246660829063245,0.6097922848664689,0.8028846153846154,0.6485436893203883,0.7175080558539204,0.1160140275210703
MICE,False,MAR,50,8,0.6361573174904813,0.5953038674033149,0.8095238095238095,0.6148282097649186,0.698869475847893,0.1265006457308954
MICE,False,MAR,50,9,0.6216937087382038,0.6134969325153374,0.7910798122065728,0.674,0.7278617710583154,0.07860712082783401
MICE,False,MAR,50,10,0.6058481848791719,0.6329479768786127,0.8279816513761468,0.6685185185185185,0.7397540983606558,0.15015344728381438
MICE,False,MAR,60,1,0.6469966392206306,0.5813953488372093,0.788135593220339,0.6058631921824105,0.6850828729281769,0.09908294314112039
MICE,False,MAR,60,2,0.6546536707079771,0.5714285714285714,0.7878103837471784,0.5875420875420876,0.6730954676952748,0.09617093511639183
MICE,False,MAR,60,3,0.6498281478875978,0.5777233782129743,0.7843551797040169,0.6042345276872965,0.6826126954921803,0.0890734913491883
MICE,False,MAR,60,4,0.6270694382618324,0.6067839195979899,0.8138075313807531,0.634584013050571,0.7131072410632449,0.1273529351608404
MICE,False,MAR,60,5,0.6571070971854317,0.5682102628285357,0.8040540540540541,0.5804878048780487,0.6742209631728044,0.09122253005749108
MICE,False,MAR,60,6,0.6420242378222333,0.5878048780487805,0.763671875,0.6430921052631579,0.6982142857142856,0.06539916539335014
MICE,False,MAR,60,7,0.6314603220826942,0.6012578616352201,0.8037190082644629,0.6366612111292962,0.710502283105023,0.10401536612275283
MICE,False,MAR,60,8,0.6767817766026851,0.5419664268585132,0.7782608695652173,0.5611285266457681,0.6520947176684881,0.03471644951057124
MICE,False,MAR,60,9,0.6565819625741707,0.5689001264222503,0.7672955974842768,0.6140939597315436,0.6821994408201304,0.03951905743485941
MICE,False,MAR,60,10,0.616783036007651,0.6195786864931846,0.8161157024793388,0.6443719412724307,0.7201458523245214,0.1618848917064858
MICE,True,MAR,70,1,0.6724625508925691,0.5477941176470589,0.7505668934240363,0.5610169491525424,0.6420950533462657,0.0667088063429154
MICE,False,MAR,70,2,0.650216915528863,0.5772179627601315,0.75,0.6358208955223881,0.6882067851373183,0.04690467190874798
MICE,False,MAR,70,3,0.6715507368448513,0.5490196078431373,0.7818181818181819,0.5584415584415584,0.6515151515151515,0.06769105870995656
MICE,False,MAR,70,4,0.6711852670290243,0.5495103373231773,0.765748031496063,0.5687134502923976,0.6526845637583892,0.05469021460190314
MICE,False,MAR,70,5,0.6585046078685182,0.5663716814159292,0.7938775510204081,0.5720588235294117,0.6649572649572649,0.1049931354504649
MICE,False,MAR,70,6,0.6658491719794417,0.5566448801742919,0.7835051546391752,0.5571847507331378,0.6512425021422451,0.09828678882825535
MICE,False,MAR,70,7,0.6555956189227898,0.5701943844492441,0.7957198443579766,0.5826210826210826,0.6726973684210525,0.09812413637926952
MICE,False,MAR,70,8,0.6602041844894587,0.5641304347826087,0.779296875,0.5807860262008734,0.6655546288573811,0.08386692287415443
MICE,False,MAR,70,9,0.6782010837183247,0.54004329004329,0.7365491651205937,0.5838235294117647,0.6513535684987695,0.0016598796464900912
MICE,False,MAR,70,10,0.6932556875178609,0.5193965517241379,0.7325581395348837,0.5510204081632653,0.6289517470881862,-0.016991029073178586
MICE,True,MAR,80,1,0.6496752435470525,0.577922077922078,0.7453271028037384,0.5962616822429907,0.6625129802699896,0.12273501447456403
MICE,False,MAR,80,2,0.6816425325929168,0.5353634577603144,0.758095238095238,0.5349462365591398,0.6272655634357762,0.06340387626176688
MICE,False,MAR,80,3,0.6707115203459901,0.5501460564751705,0.7832422586520947,0.55627425614489,0.6505295007564297,0.07591964387215384
MICE,False,MAR,80,4,0.6651454172612533,0.5575815738963532,0.7663716814159292,0.568241469816273,0.6525998492840995,0.08614028615731904
MICE,False,MAR,80,5,0.6831300510639732,0.5333333333333333,0.7277147487844409,0.582360570687419,0.6469740634005763,-0.01775774557503422
MICE,True,MAR,80,6,0.6487491201346025,0.5791245791245792,0.7767175572519084,0.6120300751879699,0.6846089150546679,0.08339127644790716
MICE,False,MAR,80,7,0.6628018998022734,0.5606936416184971,0.7779783393501805,0.5641361256544503,0.6540212443095599,0.10181547441966338
MICE,False,MAR,80,8,0.6520350455296114,0.5748502994011976,0.7996146435452793,0.5630936227951153,0.6608280254777069,0.15061987966396936
MICE,False,MAR,80,9,0.685418600359022,0.5302013422818792,0.7463235294117647,0.5356200527704486,0.6236559139784946,0.045861780736854436
MICE,False,MAR,80,10,0.6989002349846067,0.5115384615384615,0.7311233885819521,0.5230566534914362,0.609831029185868,0.0030969675632103477
MICE,False,MCAR,10,1,0.6183469424008423,0.6176470588235294,0.7752808988764045,0.6831683168316832,0.7263157894736842,0.10272081447577629
MICE,False,MCAR,10,2,0.5913123959890826,0.6503496503496503,0.7934782608695652,0.7019230769230769,0.7448979591836734,0.1996595923753923
MICE,False,MCAR,10,3,0.6187184335382291,0.6171875,0.7159090909090909,0.7241379310344828,0.72,0.11514293002364165
MICE,False,MCAR,10,4,0.5561946763369923,0.6906474820143885,0.8160919540229885,0.7244897959183674,0.7675675675675676,0.31499941579344504
MICE,False,MCAR,10,5,0.5795005569646918,0.664179104477612,0.7888888888888889,0.7319587628865979,0.7593582887700534,0.2079609250328769
MICE,False,MCAR,10,6,0.5859040724295678,0.6567164179104478,0.8354430379746836,0.6666666666666666,0.7415730337078652,0.2636508184487886
MICE,False,MCAR,10,7,0.6,0.64,0.7948717948717948,0.6813186813186813,0.7337278106508875,0.19359369577032168
MICE,False,MCAR,10,8,0.5416025603090641,0.7066666666666667,0.7818181818181819,0.8113207547169812,0.7962962962962964,0.273726015755229
MICE,False,MCAR,10,9,0.563436169819011,0.6825396825396826,0.7558139534883721,0.7738095238095238,0.7647058823529412,0.27728962274798696
MICE,False,MCAR,10,10,0.5484084971070817,0.6992481203007519,0.7901234567901234,0.735632183908046,0.761904761904762,0.35682469338708195
MICE,False,MCAR,20,1,0.6120116860705568,0.6254416961130742,0.7676767676767676,0.7169811320754716,0.7414634146341463,0.06534226377589328
MICE,False,MCAR,20,2,0.5467806435536544,0.7010309278350515,0.8048780487804879,0.7783018867924528,0.7913669064748201,0.2650823115582279
MICE,False,MCAR,20,3,0.5762598994361079,0.6679245283018868,0.7666666666666667,0.75,0.7582417582417583,0.22846620023054842
MICE,False,MCAR,20,4,0.5961549268974563,0.6445993031358885,0.7626262626262627,0.7330097087378641,0.7475247524752476,0.1486504120538816
MICE,False,MCAR,20,5,0.5883484054145521,0.6538461538461539,0.7714285714285715,0.7297297297297297,0.75,0.1896799923764003
MICE,False,MCAR,20,6,0.5557189302262113,0.6911764705882353,0.8406593406593407,0.7355769230769231,0.7846153846153847,0.25462980751436076
MICE,False,MCAR,20,7,0.6032997499048828,0.6360294117647058,0.7953216374269005,0.68,0.7331536388140162,0.17704164075547493
MICE,False,MCAR,20,8,0.5470793129409001,0.7007042253521126,0.8125,0.7609756097560976,0.7858942065491183,0.29230985525394626
MICE,False,MCAR,20,9,0.583027399541909,0.6600790513833992,0.7784810126582279,0.7068965517241379,0.7409638554216867,0.2525044519665088
MICE,False,MCAR,20,10,0.5890797275183847,0.6529850746268657,0.7417582417582418,0.7458563535911602,0.7438016528925621,0.20624955066002595
MICE,False,MCAR,30,1,0.5864983750875564,0.6560196560196561,0.7907801418439716,0.7335526315789473,0.7610921501706485,0.15149279056999
MICE,False,MCAR,30,2,0.5787007979803883,0.6651053864168618,0.8036363636363636,0.7129032258064516,0.7555555555555554,0.23414777547846474
MICE,False,MCAR,30,3,0.5832719653532221,0.6597938144329897,0.7769230769230769,0.7318840579710145,0.753731343283582,0.20627200278859054
MICE,False,MCAR,30,4,0.5653624529417806,0.680365296803653,0.7952218430034129,0.744408945686901,0.768976897689769,0.25373799769716704
MICE,False,MCAR,30,5,0.5887558207430759,0.6533665835411472,0.7816091954022989,0.7132867132867133,0.7458866544789763,0.20647880868408117
MICE,False,MCAR,30,6,0.593968057666387,0.6472019464720195,0.813953488372093,0.6840390879478827,0.7433628318584071,0.20010665254376622
MICE,False,MCAR,30,7,0.5871484278132902,0.6552567237163814,0.8410041841004184,0.6611842105263158,0.7403314917127072,0.265268038007273
MICE,False,MCAR,30,8,0.6263740875927544,0.6076555023923444,0.7558139534883721,0.6587837837837838,0.703971119133574,0.13317921697303764
MICE,False,MCAR,30,9,0.5321308723482622,0.7168367346938775,0.797153024911032,0.8057553956834532,0.8014311270125224,0.30820118491272164
MICE,False,MCAR,30,10,0.6111415350830072,0.6265060240963856,0.7455197132616488,0.7123287671232876,0.7285464098073554,0.13143325240085799
MICE,False,MCAR,40,1,0.5778655305765965,0.6660714285714285,0.8025974025974026,0.7357142857142858,0.7677018633540375,0.18016689850595247
MICE,False,MCAR,40,2,0.6058783768999656,0.6329113924050633,0.7645429362880887,0.700507614213198,0.7311258278145696,0.15773636344737257
MICE,False,MCAR,40,3,0.6079187588743288,0.6304347826086957,0.7722222222222223,0.695,0.7315789473684211,0.14586591114817649
MICE,False,MCAR,40,4,0.6132686346762568,0.6239015817223199,0.7493472584856397,0.7086419753086419,0.7284263959390862,0.11903441427026763
MICE,False,MCAR,40,5,0.6247676147902564,0.6096654275092936,0.7617647058823529,0.6675257731958762,0.7115384615384616,0.11857343574839248
MICE,False,MCAR,40,6,0.6202862169398816,0.6152450090744102,0.7869822485207101,0.6551724137931034,0.7150537634408602,0.1434361764582026
MICE,False,MCAR,40,7,0.6155712073151375,0.6210720887245841,0.7893175074183977,0.665,0.7218453188602443,0.1462372662632014
MICE,False,MCAR,40,8,0.6136771418011975,0.623400365630713,0.7714285714285715,0.6818181818181818,0.7238605898123325,0.1415665607546125
MICE,False,MCAR,40,9,0.5996253511966891,0.6404494382022472,0.7719298245614035,0.6984126984126984,0.7333333333333333,0.1880243063912995
MICE,False,MCAR,40,10,0.5747944785569059,0.6696113074204947,0.7989130434782609,0.7223587223587223,0.7587096774193548,0.24215182393933743
MICE,False,MCAR,50,1,0.6110718202047721,0.6265912305516266,0.8141809290953546,0.6391554702495201,0.7161290322580646,0.20557813776627393
MICE,False,MCAR,50,2,0.6074928962939559,0.6309523809523809,0.7622222222222222,0.7086776859504132,0.7344753747323342,0.1331626913758832
MICE,False,MCAR,50,3,0.6249620049241267,0.6094224924012158,0.7523809523809524,0.673773987206823,0.7109111361079864,0.11630659502392135
MICE,False,MCAR,50,4,0.6158419956745104,0.6207386363636364,0.7713625866050808,0.6653386454183267,0.7144385026737968,0.16290382844508286
MICE,False,MCAR,50,5,0.6182412330330469,0.6177777777777778,0.7638888888888888,0.6790123456790124,0.7189542483660132,0.13033109945112054
MICE,False,MCAR,50,6,0.6392930878508801,0.591304347826087,0.7715736040609137,0.6129032258064516,0.6831460674157304,0.1353294518338601
MICE,False,MCAR,50,7,0.6402216186058016,0.5901162790697675,0.7644230769230769,0.6334661354581673,0.6928104575163399,0.09682130218629255
MICE,False,MCAR,50,8,0.6015735152408981,0.638109305760709,0.7613882863340564,0.7222222222222222,0.7412882787750793,0.1412601271045989
MICE,False,MCAR,50,9,0.6356051098022725,0.5960061443932412,0.7554479418886199,0.6582278481012658,0.7034949267192785,0.08093717291963405
MICE,False,MCAR,50,10,0.5963118382339874,0.6444121915820029,0.7919621749408984,0.6808943089430894,0.73224043715847,0.2173602167016398
MICE,False,MCAR,60,1,0.6490342219370419,0.5787545787545788,0.7804347826086957,0.5953565505804311,0.6754468485418625,0.11346652352662653
MICE,False,MCAR,60,2,0.6489360618908154,0.5788819875776398,0.7585470085470085,0.6110154905335629,0.676835081029552,0.09679046208493769
MICE,False,MCAR,60,3,0.6336156470997967,0.598531211750306,0.75,0.6517241379310345,0.6974169741697418,0.11208983606380993
MICE,False,MCAR,60,4,0.6176819442108789,0.6184690157958688,0.7638888888888888,0.6637931034482759,0.7103321033210332,0.16298900892699483
MICE,False,MCAR,60,5,0.6510436759698266,0.5761421319796954,0.7580299785867237,0.6156521739130435,0.6794625719769674,0.07695284718989857
MICE,False,MCAR,60,6,0.6482431988253993,0.5797807551766139,0.7505197505197505,0.6160409556313993,0.676663542642924,0.09672133991165348
MICE,False,MCAR,60,7,0.6406115742962918,0.5896168108776267,0.7634854771784232,0.6279863481228669,0.6891385767790262,0.10633002075190687
MICE,False,MCAR,60,8,0.6218117673825542,0.6133501259445844,0.7716049382716049,0.6567425569176882,0.7095553453169348,0.14663321274718003
MICE,False,MCAR,60,9,0.6493975452041467,0.5782828282828283,0.7800925925925926,0.5850694444444444,0.6686507936507936,0.1299196903593628
MICE,False,MCAR,60,10,0.6609158917373074,0.5631901840490797,0.7430406852248393,0.5951972555746141,0.6609523809523811,0.07111792309793784
MICE,False,MCAR,70,1,0.6477097320526441,0.5804721030042919,0.7879377431906615,0.5895196506550219,0.6744379683597003,0.12800447330997516
MICE,False,MCAR,70,2,0.6661199944413435,0.5562841530054645,0.7428023032629558,0.5872534142640364,0.6559322033898305,0.057852843943892576
MICE,False,MCAR,70,3,0.6564906541034566,0.5690200210748156,0.7662082514734774,0.5735294117647058,0.656013456686291,0.11852621671399903
MICE,False,MCAR,70,4,0.6886491447643334,0.5257623554153522,0.7327935222672065,0.5315712187958884,0.6161702127659575,0.038519618911291326
MICE,False,MCAR,70,5,0.6552375053649103,0.5706638115631691,0.7555555555555555,0.6026587887740029,0.6705012325390304,0.08051959865013238
MICE,True,MCAR,70,6,0.6429732763858397,0.5865853658536585,0.7767441860465116,0.5788561525129983,0.663356504468719,0.16805709179702902
MICE,True,MCAR,70,7,0.642600438362039,0.5870646766169154,0.7526427061310782,0.6234676007005254,0.6819923371647509,0.11183811939540664
MICE,False,MCAR,70,8,0.6638084898748633,0.5593582887700534,0.7644710578842315,0.5657311669128509,0.6502546689303905,0.09712629274263605
MICE,False,MCAR,70,9,0.6757843531620199,0.5433155080213904,0.752,0.5537555228276878,0.6378286683630195,0.062024433646783145
MICE,False,MCAR,70,10,0.6651399813822305,0.5575888051668461,0.7470817120622568,0.5774436090225564,0.6513994910941475,0.0771303040457901
MICE,True,MCAR,80,1,0.6693933310797091,0.5519125683060109,0.7823408624229979,0.5562043795620438,0.650170648464164,0.08288469883777777
MICE,False,MCAR,80,2,0.6864133196236752,0.5288367546432062,0.7418111753371869,0.5252387448840382,0.6150159744408945,0.05694576075062128
MICE,False,MCAR,80,3,0.6893751484047675,0.5247619047619048,0.7315315315315315,0.5370370370370371,0.6193745232646835,0.027194784336557087
MICE,True,MCAR,80,4,0.6896924500642846,0.5243243243243243,0.7240663900414938,0.5320121951219512,0.6133567662565905,0.03417091084969837
MICE,True,MCAR,80,5,0.6653571649767298,0.5572998430141287,0.7780821917808219,0.5855670103092784,0.668235294117647,0.04538829229757049
