method,nan_in_y_pred,type,percent,iter,rmse,accuracy,precision,recall,f1,matthews_corr
FAMD,False,MAR,30,6,0.43925069888457574,0.8070588235294117,0.8115577889447236,0.9787878787878788,0.8873626373626374,0.3233542195699009
FAMD,False,MAR,30,7,0.42668260744188263,0.8179419525065963,0.8376068376068376,0.9607843137254902,0.8949771689497716,0.2713134575081251
FAMD,False,MAR,30,8,0.4383129322766843,0.8078817733990148,0.8131578947368421,0.9778481012658228,0.8879310344827586,0.32059326447397046
FAMD,False,MAR,30,9,0.43544948366219294,0.8103837471783296,0.8292682926829268,0.96045197740113,0.8900523560209423,0.2654208440103259
FAMD,False,MAR,30,10,0.48185465448200976,0.767816091954023,0.7843137254901961,0.960960960960961,0.8636977058029689,0.17246138746352596
FAMD,False,MAR,40,1,0.4606233961095314,0.7878260869565218,0.7870370370370371,0.9837962962962963,0.8744855967078189,0.3247031578735671
FAMD,False,MAR,40,2,0.47793018965854245,0.7715827338129496,0.7807692307692308,0.9689737470167065,0.8647497337593185,0.23965211025212912
FAMD,False,MAR,40,3,0.4703435144474024,0.7787769784172662,0.7861271676300579,0.9714285714285714,0.8690095846645367,0.267760829094279
FAMD,False,MAR,40,4,0.45409732388778046,0.7937956204379562,0.8147410358565738,0.9533799533799534,0.878625134264232,0.2555434353584545
FAMD,False,MAR,40,5,0.437869070965592,0.8082706766917294,0.8176352705410822,0.9737470167064439,0.8888888888888888,0.28561250334003285
FAMD,False,MAR,40,6,0.4734320764739993,0.7758620689655172,0.7715827338129496,0.9930555555555556,0.8684210526315789,0.2953890476839822
FAMD,False,MAR,40,7,0.45915236634736845,0.789179104477612,0.796844181459566,0.9758454106280193,0.8773072747014116,0.24388060989317106
FAMD,False,MAR,40,8,0.4669958312265525,0.7819148936170213,0.7883895131086143,0.9767981438515081,0.8725388601036269,0.2405646538780355
FAMD,False,MAR,40,9,0.464420364012824,0.7843137254901961,0.8,0.9591836734693877,0.8723897911832946,0.2550086304248249
FAMD,False,MAR,40,10,0.45902953874872665,0.7892918825561313,0.7970479704797048,0.972972972972973,0.8762677484787017,0.273432077843372
FAMD,False,MAR,50,1,0.45798350644029107,0.7902511078286558,0.7933753943217665,0.9785992217898832,0.8763066202090591,0.30664197564448636
FAMD,False,MAR,50,2,0.46945692571039066,0.7796101949025487,0.7852564102564102,0.974155069582505,0.8695652173913043,0.27542638147259085
FAMD,False,MAR,50,3,0.487301884711785,0.7625368731563422,0.7853658536585366,0.943359375,0.8571428571428572,0.2194657895784504
FAMD,False,MAR,50,4,0.44217913571278045,0.8044776119402985,0.8098256735340729,0.9789272030651341,0.8863833477883781,0.2978716613246511
FAMD,False,MAR,50,5,0.44551638408126865,0.8015151515151515,0.8058727569331158,0.9762845849802372,0.8829311885612153,0.33476740088459994
FAMD,False,MAR,50,6,0.47374235421990524,0.7755681818181818,0.7748148148148148,0.9886578449905482,0.8687707641196014,0.2611498976326243
FAMD,False,MAR,50,7,0.4638248927744931,0.7848664688427299,0.8013029315960912,0.9553398058252427,0.8715677590788309,0.28035114092136654
FAMD,False,MAR,50,8,0.4656724478958163,0.7831491712707183,0.7869565217391304,0.9819168173598554,0.8736926790024135,0.24547560569876606
FAMD,False,MAR,50,9,0.465035126320213,0.7837423312883436,0.7986688851913477,0.96,0.8719346049046321,0.2581599820103467
FAMD,False,MAR,50,10,0.4624638714212627,0.7861271676300579,0.8121019108280255,0.9444444444444444,0.8732876712328768,0.2402650514518421
FAMD,False,MAR,60,1,0.47585521799649527,0.773561811505508,0.7803921568627451,0.9723127035830619,0.8658448150833937,0.256181559241338
FAMD,False,MAR,60,2,0.4862197117466794,0.7635903919089759,0.7791495198902606,0.9562289562289562,0.8586545729402872,0.22360834756681722
FAMD,False,MAR,60,3,0.47068272505178976,0.7784577723378213,0.797799174690509,0.9446254071661238,0.8650260999254288,0.30431802070625774
FAMD,False,MAR,60,4,0.4675392655426072,0.7814070351758794,0.796221322537112,0.9624796084828712,0.8714918759231907,0.22786197205499717
FAMD,False,MAR,60,5,0.46126560401444255,0.7872340425531915,0.7986577181208053,0.967479674796748,0.875,0.2553664221454827
FAMD,False,MAR,60,6,0.4938647983247948,0.7560975609756098,0.7615384615384615,0.9769736842105263,0.8559077809798271,0.20247341439880143
FAMD,False,MAR,60,7,0.4745073579033338,0.7748427672955975,0.7887700534759359,0.9656301145662848,0.8682855040470935,0.1912262370654425
FAMD,False,MAR,60,8,0.46586090080289255,0.7829736211031175,0.7971391417425228,0.9608150470219435,0.8713574982231698,0.2608137224866115
FAMD,False,MAR,60,9,0.4783558017543643,0.7711757269279393,0.782312925170068,0.964765100671141,0.8640120210368145,0.2423959945909537
FAMD,False,MAR,60,10,0.4603215297818136,0.7881040892193308,0.7900262467191601,0.9820554649265906,0.8756363636363635,0.2929628261030882
FAMD,False,MAR,70,1,0.5042194840896107,0.7457627118644068,0.7573033707865169,0.9656160458452722,0.8488664987405541,0.16551797673500174
FAMD,False,MAR,70,2,0.5019130979969085,0.7480832420591457,0.7619047619047619,0.9552238805970149,0.847682119205298,0.2153776607708393
FAMD,False,MAR,70,3,0.48507125007266594,0.7647058823529411,0.797011207970112,0.9235209235209235,0.8556149732620321,0.2586849332879581
FAMD,False,MAR,70,4,0.48927562988787443,0.7606093579978237,0.7678983833718245,0.9722222222222222,0.8580645161290323,0.21877164366912263
FAMD,False,MAR,70,5,0.49778269417434456,0.7522123893805309,0.7651162790697674,0.9676470588235294,0.8545454545454546,0.13213975404244363
FAMD,False,MAR,70,6,0.5048781642974013,0.7450980392156863,0.759860788863109,0.9604105571847508,0.8484455958549223,0.15209095252467655
FAMD,False,MAR,70,7,0.5164674829136172,0.7332613390928726,0.7847309136420526,0.8931623931623932,0.8354430379746834,0.15598634552451204
FAMD,False,MAR,70,8,0.47662764611746794,0.7728260869565218,0.7838479809976246,0.9606986899563319,0.8633093525179856,0.2803610934345064
FAMD,False,MAR,70,9,0.49236596391733095,0.7575757575757576,0.7626728110599078,0.9735294117647059,0.8552971576227391,0.23882707260696023
FAMD,False,MAR,70,10,0.5042919242141264,0.7456896551724138,0.7678571428571429,0.9402332361516035,0.8453473132372215,0.20148534825701753
FAMD,False,MAR,80,1,0.510712951627956,0.739172281039461,0.7422577422577422,0.9828042328042328,0.8457598178713717,0.16872530947570333
FAMD,False,MAR,80,2,0.5169047975639202,0.7328094302554028,0.7526766595289079,0.9448924731182796,0.8379022646007152,0.16413858202678713
FAMD,False,MAR,80,3,0.48942069764105267,0.7604673807205453,0.7957351290684624,0.9172056921086675,0.8521634615384616,0.2554355327651857
FAMD,False,MAR,80,4,0.5146603150848379,0.7351247600767754,0.7449596774193549,0.9698162729658792,0.8426453819840366,0.13739399364360155
FAMD,False,MAR,80,5,0.5080307452263476,0.741904761904762,0.7530364372469636,0.9649805447470817,0.8459351904491189,0.1694574446720508
FAMD,False,MAR,80,6,0.49314365197029475,0.7568093385214008,0.7527975584944049,0.9906291834002677,0.8554913294797688,0.2741699786378602
FAMD,False,MAR,80,7,0.5004814637610475,0.7495183044315993,0.7625,0.9581151832460733,0.8491879350348027,0.21067065987051728
FAMD,False,MAR,80,8,0.5004987532412124,0.7495009980039921,0.7585106382978724,0.9674355495251018,0.8503279666070365,0.20289026139145486
FAMD,False,MAR,80,9,0.5002396357674123,0.7497603068072867,0.749748743718593,0.9841688654353562,0.8511123787792357,0.23497780212389258
FAMD,False,MAR,80,10,0.5095246653650681,0.7403846153846154,0.7533678756476684,0.9578392621870883,0.8433874709976797,0.19031410726313652
FAMD,False,MCAR,10,1,0.4455663943395034,0.8014705882352942,0.8032786885245902,0.9702970297029703,0.8789237668161435,0.4094108410862564
FAMD,False,MCAR,10,2,0.5017452060042545,0.7482517482517482,0.753731343283582,0.9711538461538461,0.8487394957983193,0.2292373251540444
FAMD,False,MCAR,10,3,0.5519850541454905,0.6953125,0.6935483870967742,0.9885057471264368,0.8151658767772512,0.16539801301261106
FAMD,False,MCAR,10,4,0.47225160956190815,0.7769784172661871,0.768,0.9795918367346939,0.8609865470852017,0.4125659021565781
FAMD,False,MCAR,10,5,0.46520738434354325,0.7835820895522388,0.788135593220339,0.9587628865979382,0.8651162790697674,0.39030667965427257
FAMD,False,MCAR,10,6,0.43193421279068006,0.8134328358208955,0.8083333333333333,0.9797979797979798,0.8858447488584474,0.4633781413296909
FAMD,False,MCAR,10,7,0.5138093031466052,0.736,0.75,0.9560439560439561,0.8405797101449275,0.17749261137259317
FAMD,False,MCAR,10,8,0.48304589153964794,0.7666666666666667,0.7591240875912408,0.9811320754716981,0.8559670781893004,0.3740309413186601
FAMD,False,MCAR,10,9,0.5345224838248488,0.7142857142857143,0.7068965517241379,0.9761904761904762,0.8199999999999998,0.2906591794880899
FAMD,False,MCAR,10,10,0.520265981714472,0.7293233082706767,0.7217391304347827,0.9540229885057471,0.8217821782178218,0.3592500389390487
FAMD,False,MCAR,20,1,0.47925147761753073,0.7703180212014135,0.788235294117647,0.9481132075471698,0.860813704496788,0.27231067546729093
FAMD,False,MCAR,20,2,0.47261791924820384,0.7766323024054983,0.7752808988764045,0.9764150943396226,0.8643006263048018,0.35068942519147334
FAMD,False,MCAR,20,3,0.5065607304015044,0.7433962264150943,0.7396694214876033,0.9728260869565217,0.84037558685446,0.3191699604743083
FAMD,False,MCAR,20,4,0.4831660970638528,0.7665505226480837,0.7747035573122529,0.9514563106796117,0.8540305010893247,0.3450600123763646
FAMD,False,MCAR,20,5,0.4922475924854202,0.7576923076923077,0.7584745762711864,0.9675675675675676,0.8503562945368172,0.32487356150748825
FAMD,False,MCAR,20,6,0.4287464628562721,0.8161764705882353,0.816,0.9807692307692307,0.8908296943231441,0.4076368876436874
FAMD,False,MCAR,20,7,0.49630991266724134,0.7536764705882353,0.7714285714285715,0.945,0.849438202247191,0.24672338353617618
FAMD,False,MCAR,20,8,0.5138915323706488,0.7359154929577465,0.751937984496124,0.9463414634146341,0.8380129589632829,0.21165011313846635
FAMD,False,MCAR,20,9,0.49503463367480605,0.7549407114624506,0.7477876106194691,0.9712643678160919,0.8450000000000001,0.3748431095750065
FAMD,False,MCAR,20,10,0.5290092118939487,0.7201492537313433,0.71900826446281,0.9613259668508287,0.822695035460993,0.2843106739348857
FAMD,False,MCAR,30,1,0.48313065874071104,0.7665847665847666,0.7801608579088471,0.9572368421052632,0.8596750369276218,0.25316979619416724
FAMD,False,MCAR,30,2,0.4911392863484327,0.7587822014051522,0.760705289672544,0.9741935483870968,0.8543140028288543,0.28310204434961606
FAMD,False,MCAR,30,3,0.5127246804456992,0.7371134020618557,0.75,0.9456521739130435,0.8365384615384616,0.25164443637849104
FAMD,False,MCAR,30,4,0.4919442371042589,0.7579908675799086,0.7581047381546134,0.9712460063897763,0.8515406162464985,0.31705622644148657
FAMD,False,MCAR,30,5,0.5092657665184563,0.7406483790523691,0.7541899441340782,0.9440559440559441,0.8385093167701864,0.2614070778320854
FAMD,False,MCAR,30,6,0.47823682656933125,0.7712895377128953,0.784,0.9576547231270358,0.8621700879765396,0.27498392168816727
FAMD,False,MCAR,30,7,0.48699467572133587,0.7628361858190709,0.782016348773842,0.944078947368421,0.8554396423248881,0.26215648199199704
FAMD,False,MCAR,30,8,0.5245184622345341,0.7248803827751196,0.7400530503978779,0.9425675675675675,0.8291233283803863,0.21290193603021135
FAMD,False,MCAR,30,9,0.5125964319431187,0.7372448979591837,0.7397260273972602,0.9712230215827338,0.8398133748055987,0.24727391164865617
FAMD,False,MCAR,30,10,0.5053926065416746,0.744578313253012,0.7527173913043478,0.9486301369863014,0.8393939393939395,0.3008752982937746
FAMD,False,MCAR,40,1,0.472455591261534,0.7767857142857143,0.7864077669902912,0.9642857142857143,0.8663101604278075,0.2844400619942872
FAMD,False,MCAR,40,2,0.5138233806923466,0.7359855334538878,0.7450592885375494,0.9568527918781726,0.8377777777777777,0.2362006532228527
FAMD,False,MCAR,40,3,0.4963635881027162,0.7536231884057971,0.7661290322580645,0.95,0.8482142857142857,0.2764341476410827
FAMD,False,MCAR,40,4,0.5013163691055941,0.7486818980667839,0.754863813229572,0.9580246913580247,0.8443960826985855,0.29082191871734026
FAMD,False,MCAR,40,5,0.4953313636862713,0.7546468401486989,0.7570281124497992,0.9716494845360825,0.8510158013544018,0.28200417777799586
FAMD,False,MCAR,40,6,0.4857310616450465,0.764065335753176,0.776,0.9556650246305419,0.8565121412803531,0.2784350021462245
FAMD,False,MCAR,40,7,0.49953767905046714,0.7504621072088724,0.769857433808554,0.945,0.8484848484848486,0.21762684810796093
FAMD,False,MCAR,40,8,0.5130829497708154,0.7367458866544789,0.75,0.9545454545454546,0.84,0.19950778095518884
FAMD,False,MCAR,40,9,0.52645375680342,0.7228464419475655,0.7309236947791165,0.9629629629629629,0.8310502283105022,0.1885940666618065
FAMD,False,MCAR,40,10,0.49018637834232753,0.7597173144876325,0.7631067961165049,0.9656019656019657,0.8524945770065077,0.31127462954022544
FAMD,False,MCAR,50,1,0.49609507689378063,0.7538896746817539,0.7673343605546995,0.9558541266794626,0.8512820512820514,0.231089599313225
FAMD,False,MCAR,50,2,0.5146658647908878,0.7351190476190477,0.7428571428571429,0.9669421487603306,0.8402154398563734,0.195158563171902
FAMD,False,MCAR,50,3,0.5302405257970843,0.7188449848024316,0.7439862542955327,0.9232409381663113,0.823977164605138,0.1909414843836851
FAMD,False,MCAR,50,4,0.5098462335039672,0.7400568181818182,0.7413010590015129,0.9760956175298805,0.8426483233018056,0.24471847448703832
FAMD,False,MCAR,50,5,0.5077182070575939,0.7422222222222222,0.74375,0.9794238683127572,0.8454706927175843,0.2261904761904762
FAMD,False,MCAR,50,6,0.5093331815767284,0.7405797101449275,0.7496062992125985,0.9596774193548387,0.8417329796640143,0.23253053005976068
FAMD,False,MCAR,50,7,0.5072153801497595,0.7427325581395349,0.759170653907496,0.9482071713147411,0.8432240921169176,0.2130874277583386
FAMD,False,MCAR,50,8,0.505508796440945,0.7444608567208272,0.7480190174326465,0.9711934156378601,0.8451208594449418,0.24809613981578105
FAMD,False,MCAR,50,9,0.5034443575988877,0.7465437788018433,0.751219512195122,0.9746835443037974,0.8484848484848484,0.2146698297241891
FAMD,False,MCAR,50,10,0.5111244327719892,0.7387518142235123,0.7476190476190476,0.9573170731707317,0.8395721925133689,0.24256023294034204
FAMD,False,MCAR,60,1,0.4978586625371179,0.7521367521367521,0.7659574468085106,0.9552238805970149,0.8501845018450185,0.22575343116500757
FAMD,False,MCAR,60,2,0.5131803165234231,0.7366459627329193,0.7411764705882353,0.9759036144578314,0.8424962852897474,0.18967992174815698
FAMD,False,MCAR,60,3,0.5153696490413446,0.7343941248470012,0.7510373443983402,0.9362068965517242,0.8334612432847275,0.2513183204967392
FAMD,False,MCAR,60,4,0.5274943637298006,0.7217496962332929,0.7264516129032258,0.9706896551724138,0.8309963099630996,0.19126249277138643
FAMD,False,MCAR,60,5,0.5063054193517729,0.7436548223350253,0.7579529737206085,0.9530434782608695,0.8443759630200307,0.21220193967897738
FAMD,False,MCAR,60,6,0.5223389727332756,0.7271619975639464,0.7419786096256684,0.947098976109215,0.8320839580209894,0.1998151471836689
FAMD,False,MCAR,60,7,0.5355126467305935,0.7132262051915945,0.7521367521367521,0.9010238907849829,0.8198757763975154,0.15927415673938408
FAMD,False,MCAR,60,8,0.5167228646883043,0.7329974811083123,0.7377483443708609,0.9754816112084063,0.8401206636500753,0.18214423800807392
FAMD,False,MCAR,60,9,0.502518907629606,0.7474747474747475,0.7533692722371967,0.9704861111111112,0.8482549317147192,0.22572882856012583
FAMD,False,MCAR,60,10,0.5064007482137157,0.743558282208589,0.740979381443299,0.9862778730703259,0.8462104488594555,0.25347146954824584
FAMD,False,MCAR,70,1,0.49352024452868865,0.7564377682403434,0.7725118483412322,0.9490538573508006,0.8517308948399739,0.24896188165581087
FAMD,False,MCAR,70,2,0.5121475197315839,0.7377049180327869,0.7394285714285714,0.9817905918057663,0.8435462842242504,0.20015185677541983
FAMD,False,MCAR,70,3,0.5112022235696044,0.7386722866174921,0.7583732057416268,0.9323529411764706,0.8364116094986807,0.25245382316088905
FAMD,False,MCAR,70,4,0.5116929284217688,0.7381703470031545,0.7448979591836735,0.9647577092511013,0.8406909788867563,0.22844019567920426
FAMD,False,MCAR,70,5,0.5306454394801802,0.7184154175588865,0.7406976744186047,0.9409158050221565,0.8288874430709174,0.12105291811486484
FAMD,False,MCAR,70,6,0.5376376081172722,0.7109458023379384,0.7383512544802867,0.9210134128166915,0.8196286472148541,0.1585515644223697
FAMD,False,MCAR,70,7,0.5317645761647773,0.7172264355362947,0.7518610421836228,0.9085457271364318,0.8228105906313646,0.1712916820295776
FAMD,False,MCAR,70,8,0.5191519205180118,0.7304812834224599,0.7428571428571429,0.9601181683899557,0.8376288659793814,0.1605577544174372
FAMD,False,MCAR,70,9,0.507694800736808,0.7422459893048128,0.7471783295711061,0.9749631811487481,0.8460063897763578,0.2000230462858821
FAMD,False,MCAR,70,10,0.512491959557816,0.7373519913885899,0.7378531073446327,0.9819548872180451,0.8425806451612903,0.21905625054094516
FAMD,False,MCAR,80,1,0.5042353697714436,0.7457466918714556,0.7666314677930306,0.937984496124031,0.8436955258570598,0.2311064255560583
FAMD,False,MCAR,80,2,0.5184758473652126,0.7311827956989247,0.7303822937625755,0.990450204638472,0.840764331210191,0.18007470569062367
FAMD,False,MCAR,80,3,0.5511891905775401,0.6961904761904761,0.7474518686296716,0.873015873015873,0.8053691275167786,0.14058816558992757
FAMD,False,MCAR,80,4,0.5289727843403382,0.72018779342723,0.7372188139059305,0.9461942257217848,0.8287356321839081,0.16144979905249415
FAMD,False,MCAR,80,5,0.5409149913909331,0.7074109720885466,0.7461706783369803,0.9045092838196287,0.8177458033573142,0.12408084188296839
FAMD,False,MCAR,80,6,0.5184563554256068,0.731203007518797,0.7368951612903226,0.966931216931217,0.8363844393592677,0.21581721079299934
FAMD,False,MCAR,80,7,0.5279541951570307,0.7212643678160919,0.7428571428571429,0.936,0.8283185840707965,0.16805966151258098
FAMD,False,MCAR,80,8,0.5099019513592785,0.74,0.7546391752577319,0.954367666232073,0.842832469775475,0.18962249357372615
FAMD,False,MCAR,80,9,0.5207556439232954,0.7288135593220338,0.7474437627811861,0.9468911917098446,0.8354285714285715,0.15710326220751328
FAMD,False,MCAR,80,10,0.5177459188655196,0.7319391634980988,0.7336633663366336,0.9827586206896551,0.8401360544217688,0.18428937847589583
FAMD,False,MNAR,10,1,0.3415650255319866,0.8833333333333333,0.9026548672566371,0.9714285714285714,0.9357798165137614,0.3359717387084276
FAMD,False,MNAR,10,2,0.30692490702242564,0.9057971014492754,0.9206349206349206,0.9747899159663865,0.946938775510204,0.5484180980121359
FAMD,False,MNAR,10,3,0.4098035276784595,0.8320610687022901,0.848,0.9724770642201835,0.9059829059829061,0.19461902220278807
FAMD,False,MNAR,10,4,0.3678836036909795,0.8646616541353384,0.873015873015873,0.9821428571428571,0.9243697478991596,0.35964730350387936
FAMD,False,MNAR,10,5,0.4421410655034333,0.8045112781954887,0.824,0.9626168224299065,0.8879310344827587,0.194252424215101
FAMD,False,MNAR,10,6,0.3256694736394648,0.8939393939393939,0.9133858267716536,0.9747899159663865,0.943089430894309,0.20078028063248424
FAMD,False,MNAR,10,7,0.43915503282683993,0.8071428571428572,0.8283582089552238,0.9652173913043478,0.891566265060241,0.08550596317371786
FAMD,False,MNAR,10,8,0.31967136409428015,0.8978102189781022,0.8992248062015504,0.9914529914529915,0.943089430894309,0.5141608465593543
FAMD,False,MNAR,10,9,0.3791437722025775,0.85625,0.8851351351351351,0.9562043795620438,0.9192982456140352,0.28914149314296733
FAMD,False,MNAR,10,10,0.3606678538669729,0.8699186991869918,0.875,0.9905660377358491,0.9292035398230089,0.2421062314418955
FAMD,False,MNAR,20,1,0.3668996928526714,0.8653846153846154,0.8870292887029289,0.9636363636363636,0.9237472766884531,0.3821939277035333
FAMD,False,MNAR,20,2,0.3548228862059768,0.8741007194244604,0.888030888030888,0.9745762711864406,0.9292929292929293,0.40320445434250696
FAMD,False,MNAR,20,3,0.40599897147057507,0.8351648351648352,0.84765625,0.9730941704035875,0.9060542797494782,0.30907377227663874
FAMD,False,MNAR,20,4,0.3889620970160578,0.8487084870848709,0.8725099601593626,0.9605263157894737,0.9144050104384135,0.3023341174155646
FAMD,False,MNAR,20,5,0.42526587428312096,0.8191489361702128,0.8571428571428571,0.935064935064935,0.8944099378881988,0.2860960016970818
FAMD,False,MNAR,20,6,0.3889620970160578,0.8487084870848709,0.9068825910931174,0.9256198347107438,0.9161554192229039,0.1441856930010779
FAMD,False,MNAR,20,7,0.4303314829119352,0.8148148148148148,0.84251968503937,0.9553571428571429,0.8953974895397488,0.13660685417009757
FAMD,False,MNAR,20,8,0.38938996999982173,0.8483754512635379,0.8682170542635659,0.9655172413793104,0.9142857142857144,0.30641050247546764
FAMD,False,MNAR,20,9,0.39324187881980727,0.845360824742268,0.8943396226415095,0.9330708661417323,0.9132947976878613,0.2059184104531611
FAMD,False,MNAR,20,10,0.4113063728303113,0.8308270676691729,0.848,0.9680365296803652,0.904051172707889,0.2559011106121139
FAMD,False,MNAR,30,1,0.38746254846514433,0.8498727735368957,0.8760330578512396,0.9578313253012049,0.9151079136690647,0.30018719650894143
FAMD,False,MNAR,30,2,0.4034732923929645,0.8372093023255814,0.8611111111111112,0.9578651685393258,0.9069148936170213,0.3002118935810804
FAMD,False,MNAR,30,3,0.41954786158824037,0.8239795918367347,0.8440111420612814,0.9588607594936709,0.8977777777777779,0.3161080888322788
FAMD,False,MNAR,30,4,0.4354941703556927,0.8103448275862069,0.8679775280898876,0.911504424778761,0.8892086330935252,0.23723082951515875
FAMD,False,MNAR,30,5,0.39768184718630106,0.8418491484184915,0.8647214854111406,0.9588235294117647,0.9093444909344491,0.33006408091791023
FAMD,False,MNAR,30,6,0.4256282653793743,0.8188405797101449,0.8849315068493151,0.9073033707865169,0.8959778085991679,0.1968058739844635
FAMD,False,MNAR,30,7,0.4386400156063503,0.8075949367088607,0.8551532033426184,0.9274924471299094,0.8898550724637682,0.1472227159897857
FAMD,False,MNAR,30,8,0.43197554423068574,0.8133971291866029,0.8415584415584415,0.9501466275659824,0.8925619834710744,0.22705138143062786
FAMD,False,MNAR,30,9,0.4049803842376962,0.835990888382688,0.8703241895261845,0.94579945799458,0.9064935064935065,0.26422312755203703
FAMD,False,MNAR,30,10,0.4365641250653993,0.8094117647058824,0.8567639257294429,0.9228571428571428,0.8885832187070151,0.2443226129923329
FAMD,False,MNAR,40,1,0.4015369024858998,0.8387681159420289,0.8714859437751004,0.9455337690631809,0.9070010449320794,0.3242501803760403
FAMD,False,MNAR,40,2,0.4208348462278786,0.8228980322003577,0.8404669260700389,0.9621380846325167,0.897196261682243,0.31663405090294433
FAMD,False,MNAR,40,3,0.4316152683751489,0.8137082601054482,0.8326923076923077,0.9579646017699115,0.8909465020576133,0.30884195045462765
FAMD,False,MNAR,40,4,0.4163624193338979,0.8266423357664233,0.8863157894736842,0.9112554112554112,0.8986125933831376,0.30330725321882984
FAMD,False,MNAR,40,5,0.39056673294247163,0.847457627118644,0.8781512605042017,0.9478458049886621,0.9116684841875682,0.37357108374361125
FAMD,False,MNAR,40,6,0.41721396855750487,0.8259325044404974,0.8467432950191571,0.9608695652173913,0.9002036659877801,0.27402519823360494
FAMD,False,MNAR,40,7,0.4181052858732929,0.825187969924812,0.8744769874476988,0.926829268292683,0.89989235737352,0.22138059566028476
FAMD,False,MNAR,40,8,0.408248290463863,0.8333333333333334,0.8571428571428571,0.9574468085106383,0.9045226130653266,0.2925969387941234
FAMD,False,MNAR,40,9,0.4272285943668333,0.8174757281553398,0.8524945770065075,0.9379474940334129,0.8931818181818182,0.2918730212570482
FAMD,False,MNAR,40,10,0.44529832504804945,0.8017094017094017,0.8342644320297952,0.9431578947368421,0.8853754940711462,0.19087859546846442
FAMD,False,MNAR,50,1,0.4327054917067629,0.8127659574468085,0.8252730109204368,0.9635701275045537,0.8890756302521008,0.3548915746033817
FAMD,False,MNAR,50,2,0.43570124567850355,0.8101644245142003,0.8225806451612904,0.967741935483871,0.8892763731473409,0.303057113569843
FAMD,False,MNAR,50,3,0.4366739446263939,0.8093158660844251,0.8521008403361344,0.9218181818181819,0.8855895196506549,0.3279017388539354
