type,percent,iter,method,frobenius,avg_squared,mae,complete_data
MAR,10,1,random_forest,0.21526522639415052,0.0016549684890901743,0.03185336016402206,True
MAR,10,2,random_forest,0.16376076580852597,0.0009577710149355318,0.025424931732088093,True
MAR,10,3,random_forest,0.19685032482618744,0.0013839303708634112,0.027143524699997167,True
MAR,10,4,random_forest,0.16859740286009073,0.0010151815803988477,0.025609037680026762,True
MAR,10,5,random_forest,0.2358152894625137,0.0019860303837246117,0.03773023687226196,True
MAR,10,6,random_forest,0.11694725452713468,0.0004884521550512295,0.01834810077182371,True
MAR,10,7,random_forest,0.18131798870451046,0.0011741504652803207,0.028724889151962436,True
MAR,10,8,random_forest,0.19358176441514868,0.0013383535540743617,0.028110521131810166,True
MAR,10,9,random_forest,0.16266156477263205,0.0009449565947957562,0.022231747267373387,True
MAR,10,10,random_forest,0.19434944849204178,0.0013489895760414572,0.030051837143537926,True
MAR,20,1,random_forest,0.27740634161202504,0.0027483670845202686,0.04506661394493562,True
MAR,20,2,random_forest,0.35240377153215713,0.0044353006496460285,0.04975718274640988,True
MAR,20,3,random_forest,0.32013669841986797,0.003660268059827624,0.046547831083039344,True
MAR,20,4,random_forest,0.29029948927944027,0.0030097783384251385,0.044338642895075,True
MAR,20,5,random_forest,0.3359353980231508,0.00403044970160617,0.05087629148486129,True
MAR,20,6,random_forest,0.277749888454258,0.002755178590584027,0.04673394856900126,True
MAR,20,7,random_forest,0.31396344194678183,0.003520465817109651,0.05285380647085857,True
MAR,20,8,random_forest,0.30457764001934173,0.003313126385705419,0.042391647721283274,True
MAR,20,9,random_forest,0.2364506484917741,0.001996746756149304,0.03140054023675056,True
MAR,20,10,random_forest,0.30925140728442196,0.0034155868895498374,0.046487809035790605,True
MAR,30,1,random_forest,0.4967087513795351,0.008811413703464886,0.07441698523960781,True
MAR,30,2,random_forest,0.32787944257832047,0.003839461745195362,0.05172761681269743,True
MAR,30,3,random_forest,0.4372667388990333,0.006828650033835548,0.0657036239071124,True
MAR,30,4,random_forest,0.43176563494237485,0.006657912982756861,0.0653378697609184,True
MAR,30,5,random_forest,0.34032245300583847,0.004136406143568255,0.04879405525491498,True
MAR,30,6,random_forest,0.3524521363674865,0.004436518158214475,0.05171300422091358,True
MAR,30,7,random_forest,0.39057134085757816,0.0054480704392602325,0.06043817331484518,True
MAR,30,8,random_forest,0.3606725961461241,0.004645882914670898,0.057875497220931375,True
MAR,30,9,random_forest,0.46481623738977934,0.0077162190907568455,0.07582722881389885,True
MAR,30,10,random_forest,0.42307287178597847,0.006392523387186963,0.06480681691859262,True
MAR,40,1,random_forest,0.670516592912132,0.016056875048946203,0.1043203013257328,True
MAR,40,2,random_forest,0.5465490019420688,0.01066842184013827,0.08363230083675578,True
MAR,40,3,random_forest,0.49566119255042684,0.00877428635001826,0.07500939637004904,True
MAR,40,4,random_forest,0.5423318010680105,0.010504420801774005,0.08565282173642944,True
MAR,40,5,random_forest,0.5005653569477385,0.008948774163436316,0.07691796158563083,True
MAR,40,6,random_forest,0.685196092769909,0.016767631626683918,0.10950971351406776,True
MAR,40,7,random_forest,0.4836117890840454,0.008352870090752544,0.07374959676508039,True
MAR,40,8,random_forest,0.6174889676814594,0.013617593757439803,0.10034799119022539,True
MAR,40,9,random_forest,0.5763114332158064,0.01186195957340203,0.08918716176219842,True
