type,percent,iter,method,frobenius,avg_squared,mae,complete_data
MAR,10,1,GLRM,0.0,,,False
MAR,10,2,GLRM,0.0,,,False
MAR,10,3,GLRM,0.0,,,False
MAR,10,4,GLRM,0.0,,,False
MAR,10,5,GLRM,0.21792532105640788,0.04749144555753845,0.21792532105640788,False
MAR,10,6,GLRM,1.939132614669675,0.25068235315171006,0.4156283299924939,False
MAR,10,7,GLRM,2.202650420026397,0.3234445915228309,0.47902955132094266,False
MAR,10,8,GLRM,2.6615138816884354,0.33731695916286875,0.49717616018807737,False
MAR,10,9,GLRM,2.1097768765339286,0.2967438979171506,0.4433316496922888,False
MAR,10,10,GLRM,0.0,,,False
MAR,20,1,GLRM,0.0,,,False
MAR,20,2,GLRM,0.8643671873765816,0.1245217724355504,0.2927800749799571,False
MAR,20,3,GLRM,2.5270832500807257,0.4257433168559043,0.5573952751468177,False
MAR,20,4,GLRM,0.0,,,False
MAR,20,5,GLRM,0.0,,,False
MAR,20,6,GLRM,0.0,,,False
MAR,20,7,GLRM,0.0,,,False
MAR,20,8,GLRM,0.0,,,False
MAR,20,9,GLRM,0.0,,,False
MAR,20,10,GLRM,0.0,,,False
MAR,30,1,GLRM,0.0,,,False
MAR,30,2,GLRM,0.6644936494330327,0.44155181013683015,0.6644936494330327,False
MAR,30,3,GLRM,2.4088817402219,0.3868474158916325,0.4818590615349967,False
MAR,30,4,GLRM,0.0,,,False
MAR,30,5,GLRM,0.0,,,False
MAR,30,6,GLRM,3.6946434082318893,0.4875139254996911,0.6120301442583376,True
MAR,30,7,GLRM,1.5857928503419325,0.2514738964195591,0.42156079714813577,False
MAR,30,8,GLRM,0.0,,,False
MAR,30,9,GLRM,0.0,,,False
MAR,30,10,GLRM,1.6678511956450899,0.2781727610814756,0.49644900898919164,False
MAR,40,1,GLRM,0.02412715611298938,0.0005821196621005608,0.02412715611298938,False
MAR,40,2,GLRM,0.2279429409193638,0.05195798431496857,0.2279429409193638,False
MAR,40,3,GLRM,3.4413553461871027,0.5639488866062168,0.7002491218474205,False
MAR,40,4,GLRM,2.9111007713933725,0.847450770120709,0.9033681492651173,False
MAR,40,5,GLRM,4.09517848284655,0.5989459573703347,0.746661423917525,True
MAR,40,6,GLRM,2.065972875679705,0.4268243923044269,0.6096850890652448,False
MAR,40,7,GLRM,0.0,,,False
MAR,40,8,GLRM,2.8360330222815273,0.2872529751239748,0.4300284969574356,True
MAR,40,9,GLRM,1.7286849085684999,0.49805858551874715,0.6896417540522974,False
MAR,40,10,GLRM,2.8870407508250793,0.2976787248901656,0.45505975066489984,True
MAR,50,1,GLRM,0.7851467258847398,0.6164553811675267,0.7851467258847398,False
MAR,50,2,GLRM,4.4257112357231865,0.6995328550716592,0.8092282095554282,True
MAR,50,3,GLRM,4.077012338535344,0.5936439145917655,0.7379092765706389,True
MAR,50,4,GLRM,1.8468408709930604,0.5684702004617342,0.7440553926324601,False
MAR,50,5,GLRM,3.094887381308922,0.3420831393923285,0.4873570825889993,True
MAR,50,6,GLRM,2.7541953698494237,0.270914004832143,0.3877189572762633,True
MAR,50,7,GLRM,0.0,,,False
MAR,50,8,GLRM,3.8949684398460307,0.5418135409784508,0.6587577449606776,True
MAR,50,9,GLRM,3.5689054958371846,0.4548959442220308,0.6042413061705211,True
MAR,50,10,GLRM,5.193228647757165,0.9632008495673466,0.9596293997074116,True
MAR,60,1,GLRM,4.215609762837481,0.63469163116181,0.7215976555266425,True
MAR,60,2,GLRM,4.367553567393686,0.681268720144761,0.7928828951477643,True
MAR,60,3,GLRM,5.193228647757165,0.9632008495673468,0.9596293997074117,True
MAR,60,4,GLRM,4.838035164312539,0.8359494375401663,0.8750674059956041,True
MAR,60,5,GLRM,2.5702447609801964,0.31457895863553076,0.4630489667418211,False
MAR,60,6,GLRM,3.164991637949931,0.6678114712195327,0.8092438034019721,False
MAR,60,7,GLRM,3.763569051618337,0.5058732859392625,0.6774890226093222,True
MAR,60,8,GLRM,0.0,,,False
MAR,60,9,GLRM,0.0,,,False
MAR,60,10,GLRM,1.483637851124056,0.7337270910960022,0.8515840754170562,False
MAR,70,1,GLRM,0.0,,,False
MAR,70,2,GLRM,4.2709936867549265,0.6514781097250156,0.7845756989332838,True
MAR,70,3,GLRM,3.1030333450811507,0.9628815940685514,0.9595563927276647,False
MAR,70,4,GLRM,0.0,,,False
MAR,70,5,GLRM,1.698591514071933,0.9617377105590607,0.9743139643631888,False
MAR,70,6,GLRM,3.845409028247537,0.7041509806917936,0.8145516906803246,False
MAR,70,7,GLRM,4.510214645994547,0.9686683882354151,0.9609265350037869,False
MAR,70,8,GLRM,0.0,,,False
MAR,70,9,GLRM,0.0,,,False
MAR,70,10,GLRM,3.1030333450811503,0.9628815940685513,0.9595563927276647,False
MAR,80,1,GLRM,0.0,,,False
MAR,80,2,GLRM,0.0,,,False
MAR,80,3,GLRM,5.483597413428347,1.0739228783056451,1.014990414076561,True
MAR,80,4,GLRM,0.0,,,False
MAR,80,5,GLRM,0.0,,,False
MAR,80,6,GLRM,0.0,,,False
MAR,80,7,GLRM,0.0,,,False
MAR,80,8,GLRM,0.0,,,False
MAR,80,9,GLRM,0.0,,,False
MAR,80,10,GLRM,0.0,,,False
MCAR,10,1,GLRM,3.7056341185895016,0.49041872217337834,0.6128870738883814,True
MCAR,10,2,GLRM,3.7083215561344556,0.4911303129889811,0.613546245685877,True
